﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2018-12-31 累计(%),归属于母公司普通股股东的加权ROE 2017-12-31 累计(%),归属于母公司普通股股东的加权ROE 2016-12-31 累计(%),归属于母公司普通股股东的加权ROE 2015-12-31 累计(%),归属于母公司普通股股东的加权ROE 2014-12-31 累计(%),PE-TTM(扣非) 2019-04-30 ,PB(不含商誉) 2019-04-30 ,资产负债率 2018-12-31 累计(%)
sh,="600763",通策医疗,医疗保健提供商与服务,28.66,23.39,18.17,26.52,19.17,69.14,18.11,32.12
sz,="002035",华帝股份,耐用家居用品,28.34,26.1,20.22,13.9,20.95,18.14,4.78,49.47
sh,="600426",华鲁恒升,农用化工,28.33,14.02,11.27,12.98,12.92,8.61,1.97,35.32
sz,="002901",大博医疗,医疗保健设备与用品,28.1,37.76,41.87,54.42,47.8,38.45,8.57,12.45
sh,="603444",吉比特,计算机软件,28.05,29.58,78.9,43.74,67.72,22.95,5.22,21.88
sh,="603589",口子窖,饮料,27.42,24,19.81,20.55,20.07,24.88,5.81,30.25
sh,="603156",养元饮品,饮料,27,38.77,46.73,57.77,62.51,16.84,3.12,21.72
sz,="300628",亿联网络,通信设备,26.9,26.67,71.36,74.51,59.41,39.94,8.7,6.68
sh,="600452",涪陵电力,电力公用事业,26.79,22.32,22.23,30.85,15.38,16.61,3.84,69.01
sz,="002749",国光股份,农用化工,26.74,22.1,16.24,19.02,34.38,28.32,4.51,15.72
sz,="300357",我武生物,化学制剂,26.63,25.55,21.02,21.98,21.63,57.86,12.54,5.91
sz,="002508",老板电器,家用电器,26.4,31.66,33.38,29.1,25.55,20.51,4.4,35.16
sz,="300529",健帆生物,医疗保健设备与用品,26.3,22.21,24.08,39.58,41.35,65.32,14.35,16.08
sh,="603899",晨光文具,商业用品与服务,26.16,24.45,21.81,21.44,31.83,42.91,9.38,38.41
sz,="002304",洋河股份,饮料,25.95,24.08,24.01,25.37,24.53,22.6,4.72,32.16
sz,="000333",美的集团,家用电器,25.66,25.88,26.88,29.06,29.49,16.43,5.63,64.94
sz,="000603",盛达资源,有色金属,25.56,10.65,11.8,31.3,40.69,21.68,3.78,42.08
sz,="000049",德赛电池,电子设备及服务,25.54,23.63,24.6,27.75,37.05,16.49,3.42,74.33
sz,="002833",弘亚数控,专用设备,25.42,28.67,42.52,30.03,51.23,25.25,5.09,19.74
sh,="603587",地素时尚,服装与配饰,25.23,43.98,55.27,63.7,62.98,21,3.12,13.47
sh,="600436",片仔癀,中药,24.98,21.16,16.2,15.43,16.79,57.82,12.64,20.28
sz,="002146",荣盛发展,住宅地产开发和管理,24.89,22.44,18.74,16.49,26.08,6.09,1.31,84.04
sz,="000963",华东医药,药品流通,24.87,23.02,22.19,42.98,30.34,20.89,5.44,45.75
sz,="002925",盈趣科技,电子设备及服务,24.72,80.97,72.25,50.88,64.07,30.58,5.77,20.71
sz,="200418",小天鹅B,,24.42,23.12,21.14,19.32,16.73,15.52,4.46,58.63
sz,="000418",小天鹅A,,24.42,23.12,21.14,19.32,16.73,18.96,5.7,58.63
sh,="600887",伊利股份,食品,24.33,25.22,26.58,23.87,23.66,31.08,7.16,41.11
sh,="603638",艾迪精密,专用设备,24.17,18.1,17.13,12.09,11.92,30.9,7.6,39.41
sz,="000596",古井贡酒,饮料,24.03,19.09,15.88,15.91,15.05,32.54,7.49,35.81
sz,="200596",古井贡B,,24.03,19.09,15.88,15.91,15.05,16.45,3.61,35.81
sz,="300450",先导智能,专用设备,23.95,34.16,35.56,27.34,25.03,33.53,11.02,59.14
sz,="002174",游族网络,计算机软件,23.62,21.12,24.12,42.19,67.07,25.86,4.74,38.54
sh,="600276",恒瑞医药,化学制剂,23.6,23.28,23.24,24.37,21.28,71.74,14.24,11.46
sz,="300595",欧普康视,医疗保健设备与用品,23.59,21.4,38.56,40.04,38.63,64.02,12.6,11.83
sz,="002294",信立泰,化学制剂,23.43,25.94,28.68,30.82,30.75,19.15,4.37,13.08
sz,="000002",万科A,住宅地产开发和管理,23.24,22.8,19.68,19.14,19.17,9.66,2.07,84.59
sh,="603517",绝味食品,食品,23.07,22.85,28.91,28.43,27.04,29.22,5.95,20.78
sh,="603305",旭升股份,汽车零配件与设备,23.05,28.05,48.92,31.98,18.6,38.81,7.13,40.03
sz,="300725",药石科技,化学原料药,22.97,22.84,21.18,17.85,28.22,76.31,16.01,21.21
sh,="603816",顾家家居,耐用家居用品,22.96,22.26,37.25,49.88,49.43,26.18,5.51,52.28
sz,="300684",中石科技,非金属材料与制品,22.83,22.24,11.66,11.37,26.06,35.68,7.08,24.68
sz,="000858",五粮液,饮料,22.8,19.38,15.01,14.93,15.42,26.53,5.68,24.36
sh,="603833",欧派家居,耐用家居用品,22.72,25.75,39.45,28.44,28.12,33.4,6.59,32.01
sz,="300630",普利制药,化学制剂,22.71,16.59,25.21,21.25,17.46,62.48,13.77,20.35
sh,="603515",欧普照明,家用电器,22.67,20.22,21.64,26.36,19.35,43.32,5.81,40.85
sh,="603180",金牌厨柜,耐用家居用品,22.65,27.78,39.53,26.33,27.9,27.93,4.25,46.81
sh,="603659",璞泰来,非金属材料与制品,22.39,32.45,43.11,29.82,21.83,44.05,8.04,53.14
sz,="002007",华兰生物,生物科技,22.36,18.48,19.85,16.72,16.66,37.86,6.77,11.1
sh,="603357",设计总院,建筑与工程,22.33,23.59,28.26,24.1,32.13,15.1,2.81,30.66
sh,="603986",兆易创新,半导体,22.25,26.27,21.18,31.92,25.78,76.5,11.84,33.68
sz,="002867",周大生,服装与配饰,22.18,21.6,28.09,26.49,27.54,21.43,4.05,32.59
sz,="002236",大华股份,电子设备及服务,22.16,25.47,24.8,23.59,24.44,19.89,3.94,51.03
sh,="600352",浙江龙盛,化学制品,22.06,15.24,13.76,20.09,24.97,16.99,3.1,57.95
sh,="600663",陆家嘴,商业地产开发和管理,22.03,22.19,12.13,15.66,14.68,17.84,3.74,70.82
sh,="900932",陆家B股,,22.03,22.19,12.13,15.66,14.68,10.51,2.12,70.82
sz,="000848",承德露露,饮料,21.99,21.52,24.83,31.16,38.13,19.95,4.74,31.18
sh,="603228",景旺电子,电子元器件,21.97,21.5,34.39,36.46,36.78,34.15,5.96,42.55
sz,="300637",扬帆新材,化学制品,21.8,14.17,23.5,17.24,17.13,24.69,4.83,12.36
sz,="300506",名家汇,建筑与工程,21.63,26.06,20.53,19.89,23.68,17.6,3.5,42.58
sz,="300668",杰恩设计,商业用品与服务,21.51,24.19,37.18,47.27,38.45,26.47,5.01,14.78
sz,="002713",东易日盛,建筑与工程,21.48,21.05,17.46,10.52,14.17,25.91,9.7,60.55
sh,="603848",好太太,耐用家居用品,21.39,27.95,28.42,34.01,41.47,39.45,6.58,21.07
sz,="300633",开立医疗,医疗保健设备与用品,21.38,20.26,20.52,21.24,31.52,58.93,13.45,28.58
sz,="300638",广和通,电信增值服务,21.38,14.56,32.51,33.7,46.73,63.99,14.18,55.29
sz,="002008",大族激光,电子设备及服务,21.33,27.6,15.05,16.99,18.47,29.4,5.46,54.63
sh,="603043",广州酒家,食品,21.16,26.35,30.66,30.46,35.65,31.24,5.83,20.31
sh,="600486",扬农化工,农用化工,21.08,15.71,13.44,15.52,18.21,18.7,3.51,35.09
sh,="600690",海尔智家,家用电器,21,23.59,20.41,16.22,27.58,16.26,6.2,66.93
sz,="002815",崇达技术,电子元器件,20.99,20.26,27.48,32.12,37.5,24.91,5.12,41.4
sh,="601318",中国平安,保险,20.91,20.72,17.36,17.12,18.3,12.35,2.72,90.43
sz,="300389",艾比森,光电子器件,20.9,10.51,16.56,15.07,31.17,21.07,3.81,39.88
sz,="000661",长春高新,生物科技,20.85,15.99,15.62,23.9,23.55,43.94,9.36,32.8
sz,="300632",光莆股份,光电子器件,20.84,11.78,16.32,13.83,10.96,21.31,4.66,47.95
sh,="600660",福耀玻璃,汽车零配件与设备,20.81,17.16,18.62,18.88,27.07,18.59,3.06,41.46
sh,="603027",千禾味业,食品,20.79,15.21,13.11,15.32,13.9,46.57,5.87,32.35
sz,="002242",九阳股份,家用电器,20.7,18.4,21.36,19.72,17.79,28.88,4.16,42.5
sh,="603639",海利尔,农用化工,20.64,20.1,23.87,26.19,34.43,14.05,2.36,39.42
sz,="002572",索菲亚,耐用家居用品,20.64,21.98,22.55,21.85,18.2,22.86,5.14,31.41
sh,="603660",苏州科达,家用电器,20.59,21.46,23.98,21.34,11.05,26.31,4.46,32
sh,="601888",中国国旅,酒店餐饮与休闲,20.56,19.12,15.26,14.15,15.37,42.31,8.56,30.78
sz,="300607",拓斯达,专用设备,20.56,21.21,24.15,22.93,30.51,30.07,5.92,46.56
sz,="002624",完美世界,计算机软件,20.43,19.57,26.73,32.05,27.62,23.01,4.7,41.74
sz,="002916",深南电路,电子元器件,20.38,25.61,18.48,12.15,15.74,46.81,8.5,56.32
sz,="002271",东方雨虹,建筑材料,20.36,21.91,23.17,19.61,25.32,21.61,3.86,58.84
sh,="603369",今世缘,饮料,20.36,18.11,17.6,18.16,22.54,26.45,4.86,28.86
sz,="300572",安车检测,电子设备及服务,20.34,14.99,16.61,18.15,18.89,79.79,13.63,37.83
sh,="603086",先达股份,农用化工,20.28,11.82,14.48,16.75,24.47,15.44,2.76,21.54
sh,="600612",老凤祥,服装与配饰,20.26,21.13,21.83,26.09,25.56,21.14,3.58,52.31
sh,="900905",老凤祥B,,20.26,21.13,21.83,26.09,25.56,11.4,1.85,52.31
sh,="603871",嘉友国际,物流,20.26,43.82,41.55,39.36,24.35,20.45,3.32,26.28
sh,="603025",大豪科技,电脑与外围设备,20.24,24.94,16.19,14.75,26.44,36.05,5.93,7.22
sz,="002311",海大集团,农牧渔产品,20.21,20.01,16.17,16.72,12.89,34.1,6.44,52.64
sz,="002690",美亚光电,专用设备,20.14,17.38,15.78,17.56,15.63,47.24,7.95,14.84
sh,="603387",基蛋生物,生物科技,20.14,28.7,43.15,49.9,63.25,33.44,5.13,11.92
sh,="603338",浙江鼎力,专用设备,20.05,22.14,17.48,16.78,28.62,40.38,6.9,28.41
sh,="603429",集友股份,商业用品与服务,20.04,21.41,29.94,29.97,34.59,51.47,10.79,38.33
sz,="300124",汇川技术,电气部件与设备,19.99,20.98,21.49,21.91,20.55,43.08,6.75,36.74
sz,="300408",三环集团,电子元器件,19.95,19.58,22.41,22.11,30.57,27.63,4.91,17.25
sh,="603337",杰克股份,专用设备,19.81,16.84,24.14,22.49,32.2,28.26,4.61,36.21
sz,="000921",海信家电,家用电器,19.79,35.12,24.23,15.49,21.65,14.22,2.34,63.86
sh,="603886",元祖股份,食品,19.78,18.19,26.8,28.48,22.31,24.7,4.19,38.65
sh,="603160",汇顶科技,电子元器件,19.72,28.79,47.13,35.52,51.23,54.82,12.64,23.16
sh,="603203",快克股份,专用设备,19.72,19.62,37.36,33.04,35.34,27.17,4.16,16.24
sz,="000423",东阿阿胶,中药,19.72,22.46,24.1,24.78,24.81,16.99,2.45,18.32
sh,="603866",桃李面包,食品,19.71,22.36,22.42,30.33,28.19,39.34,8.04,12.51
sz,="300596",利安隆,化学原料,19.63,16.01,19.72,19.48,14.24,32.51,5.8,45.52
sh,="603360",百傲化学,化学制品,19.53,14.94,23.98,17.28,21.83,35.59,6.1,11.07
sz,="002262",恩华药业,化学制剂,19.48,17.38,15.88,18.13,23.77,23.06,3.89,26.67
sh,="600563",法拉电子,电子元器件,19.48,19.56,19.51,17.87,18.28,21.91,3.79,16.73
sz,="002717",岭南股份,建筑与工程,19.38,17.51,12.87,19.87,17.74,11.85,2.54,71.74
sz,="300482",万孚生物,生物科技,19.29,22.57,18.79,24.4,33.84,40.5,6.28,20.06
sh,="603225",新凤鸣,合成纤维,19.24,29.04,26.66,13.56,14.68,12.24,2.06,51.99
sz,="000031",大悦城,住宅地产开发和管理,19.18,15.44,11.61,12,10.68,12.81,1.66,84.91
sz,="002832",比音勒芬,服装与配饰,19.14,13.24,22.35,26.46,30.7,27.27,4.99,23.13
sz,="300003",乐普医疗,医疗保健设备与用品,19.13,15.17,14.7,15.62,14.21,40.64,10.13,56.41
sz,="300575",中旗股份,农用化工,19.04,12.28,15.36,22.16,22.89,18.76,3.64,46.02
sh,="603179",新泉股份,汽车零配件与设备,19.04,22.52,21.14,11.39,11.41,15.1,2.57,58.74
sh,="603585",苏利股份,农用化工,19.01,15.71,27.11,24.95,18.37,13.53,2.35,9.09
sz,="300146",汤臣倍健,食品,19,15.8,11.76,15.69,22.02,30.81,12.82,29.65
sz,="000069",华侨城A,酒店餐饮与休闲,18.98,18.05,16.84,15.35,18.4,6.84,1.06,73.77
sz,="002859",洁美科技,电子元器件,18.98,17.38,28.42,22.8,20.34,34.29,5.78,26.39
sz,="002950",奥美医疗,医疗保健设备与用品,18.95,20.79,22.19,19.25,33.79,51.77,5.78,54.43
sz,="002821",凯莱英,化学制剂,18.88,17.93,24.11,18.62,14.61,53.09,8.08,21.18
sz,="300497",富祥股份,化学原料药,18.88,21.13,25.94,29.65,20.84,26.59,4.23,47.79
sh,="601997",贵阳银行,银行,18.88,19.76,21.67,26.37,26.44,6.05,1.04,92.88
sh,="600056",中国医药,药品流通,18.83,17.7,15.97,11.91,11.07,15.29,2.16,60
sh,="603056",德邦股份,物流,18.81,19.53,16.27,17.06,29.98,50.12,3.97,51.01
sz,="300547",川环科技,汽车零配件与设备,18.8,17.53,21.29,24.56,23.73,31.6,3.4,18.75
sz,="002142",宁波银行,银行,18.72,19.02,17.74,17.68,19.45,10.14,1.7,92.72
sz,="000786",北新建材,建筑材料,18.61,20.66,13.75,11.95,21.24,13.6,2.24,19.37
sz,="300422",博世科,商业用品与服务,18.55,13.78,11.84,13.11,16.35,16.53,2.8,73.65
sz,="300015",爱尔眼科,医疗保健提供商与服务,18.55,21.74,21.84,19.66,16.91,77.91,23.09,37.98
sh,="600741",华域汽车,汽车零配件与设备,18.52,16.51,16.84,18.89,20.76,12.22,1.59,59.14
sh,="603233",大参林,药品流通,18.47,24.28,37.96,51.71,54.33,35.03,7.42,52.78
sh,="603198",迎驾贡酒,饮料,18.42,16.9,17.84,16.42,20.7,19.07,3.06,32.33
sz,="002773",康弘药业,中药,18.42,20.34,18.41,19.34,18.51,52.98,8.24,21.39
sh,="601515",东风股份,商业用品与服务,18.34,17.5,16.07,22.44,26.77,17.84,3.83,26.93
sz,="300406",九强生物,生物科技,18.33,19.06,21.42,22.89,33.35,27.24,5.58,8.72
sh,="600197",伊力特,饮料,18.32,17.44,14.9,16.2,17.02,19.73,2.88,23.43
sh,="603737",三棵树,化学制品,18.31,16.72,16.7,23.2,24.3,46.33,6.73,57.82
sh,="600153",建发股份,工业贸易经销商,18.29,14.83,14.08,14.54,16.2,6.55,0.98,74.98
sh,="603605",珀莱雅,个人用品,18.28,27.93,31.76,43.08,37.43,41.93,7.06,40.62
sz,="300722",新余国科,航天航空,18.28,19.46,17.52,21.47,23.42,68.89,6.37,16.56
sz,="002737",葵花药业,中药,18.25,15.03,11.86,13.12,34.48,17.93,3.5,32.07
sh,="603165",荣晟环保,纸类与林业产品,18.24,43.74,36.08,24.49,21.8,15.3,2.68,13.93
sh,="600872",中炬高新,食品,18.07,15.21,13.64,10.16,12.78,49.01,7.97,34.02
sz,="002595",豪迈科技,专用设备,18.06,18.44,22.2,23.57,20.89,21.76,3.67,21.92
sh,="603127",昭衍新药,生物科技,17.99,20.57,22.1,26.82,34.91,83.67,12.56,42.92
sh,="600176",中国巨石,非金属材料与制品,17.97,18.38,14.84,22.13,12.21,17.09,2.69,51.99
sz,="002475",立讯精密,电子元器件,17.95,14.09,16.09,21.02,20.3,38.01,6.89,54.24
sz,="002179",中航光电,电子元器件,17.81,18.41,19.57,18.21,12.54,34.56,5.49,50.54
sz,="002907",华森制药,化学制剂,17.79,20.67,23.14,22.44,22.37,66.58,9.08,24.21
sh,="603757",大元泵业,通用机械,17.79,31.65,43.49,30.88,27.91,16.38,2.33,21.02
sz,="300685",艾德生物,化学制剂,17.79,20.54,24.43,10.55,35.17,62.53,8.96,7.57
sz,="300559",佳发教育,计算机软件,17.74,11.98,19.45,26.66,39.84,45.67,8.32,19.03
sh,="603283",赛腾股份,专用设备,17.72,27.4,16.35,60.09,140.81,30.11,4.28,45.28
sz,="002831",裕同科技,容器与包装,17.71,20.15,35.48,35.27,40.39,23.29,3.71,46.61
sh,="600377",宁沪高速,交通基本设施,17.71,16.06,16.06,12.45,13.21,13.12,1.82,39.05
sh,="600867",通化东宝,化学制剂,17.63,19.79,20.78,21.81,13.91,39.43,6.43,13.34
sz,="002768",国恩股份,化学制品,17.63,22.23,17.04,13.95,21.68,23.41,3.58,42.09
sz,="002440",闰土股份,化学制品,17.61,14.07,10.76,12.6,24.75,14.77,2.14,18.47
sh,="603579",荣泰健康,休闲设备与用品,17.6,18.85,55.46,59.36,38.93,18.62,2.91,30.86
sh,="603569",长久物流,物流,17.57,19.79,28.49,35.65,36.06,19.88,2.93,56.12
sz,="300446",乐凯新材,化学制品,17.54,19.77,23.54,28.49,36.32,35.72,5.43,6.67
sh,="603060",国检集团,商业用品与服务,17.54,14.79,25.49,27.45,27.46,37.58,5.33,19.36
sz,="000688",国城矿业,有色金属,17.5,21.04,14.47,21.4,27.86,42.85,6.37,10.76
sh,="600167",联美控股,复合型公用事业,17.48,17.84,32.74,16.39,17.14,17.93,3.47,43.72
sz,="300662",科锐国际,商业用品与服务,17.43,16.2,21.83,30.01,30.09,51.65,9.96,39.62
sh,="603039",泛微网络,计算机软件,17.42,16.44,24.86,24.64,27.29,104.63,13.17,53.49
sz,="000538",云南白药,中药,17.37,18.55,20.03,22.43,24.86,30.95,4.45,34.42
sz,="002884",凌霄泵业,通用机械,17.36,22.79,25.66,21.18,22.93,17.04,2.63,7.41
sz,="300723",一品红,化学制剂,17.33,33.84,51.92,41.85,20.42,39.47,5.45,27.05
sh,="600803",新奥股份,可替代能源,17.29,12.86,11.65,17.82,18.98,10.79,1.62,60.29
sh,="603730",岱美股份,汽车零配件与设备,17.29,26.81,33.02,29.34,25.54,22.96,3.93,35.36
sz,="000828",东莞控股,交通基本设施,17.27,16.46,17.12,18.99,15.47,11.13,1.46,40.72
sh,="603701",德宏股份,汽车零配件与设备,17.24,14.15,15.02,20.99,21.5,37.75,2.57,23.55
sz,="002081",金螳螂,建筑与工程,17.23,17.88,18.11,20.29,29.52,13.57,2.13,59.15
sh,="601877",正泰电器,电气部件与设备,17.16,15.35,20.62,26.37,32.17,15.22,2.46,53.24
sz,="300653",正海生物,生物科技,17.09,16.63,22.49,33.8,74.55,47.18,7.5,9.42
sz,="300616",尚品宅配,耐用家居用品,17.08,18,35.2,25.79,32.03,45.53,5.68,42.74
sh,="600987",航民股份,纺织品,17.03,17.28,18.55,18.9,19.86,13.67,1.82,26.77
sh,="601009",南京银行,银行,16.96,16.94,16.25,17.59,19,6.42,1.02,93.66
sh,="603980",吉华集团,化学制品,16.95,13.22,19.11,40.97,82.05,12.58,1.83,13.31
sz,="002912",中新赛克,互联网软件与服务,16.95,20.09,18.41,20.33,26.44,55.06,8.03,39.37
sh,="600332",白云山,中药,16.93,11.34,12.75,15.91,16.38,28.1,3.32,55.05
sh,="603458",勘设股份,商业用品与服务,16.92,26.52,21.43,16.56,27.83,13.26,1.91,43.9
sz,="002396",星网锐捷,通信设备,16.91,15.44,11.62,11.26,11.64,32.2,4.12,39.07
sh,="603997",继峰股份,汽车零配件与设备,16.91,18.11,17.51,15.11,28.23,23.06,3.2,24.57
sh,="600406",国电南瑞,重型电气设备,16.9,16.38,17.23,17.09,19.4,25.7,3.31,43.86
sz,="002439",启明星辰,信息技术服务,16.89,15.58,12.69,15.34,12.07,52.38,8.29,26.05
sh,="600885",宏发股份,电气部件与设备,16.82,17.91,18.13,16.64,18.02,28.98,4.04,32.75
sh,="603877",太平鸟,服装与配饰,16.78,14.78,23.29,34.63,36.86,26.43,2.52,46.86
sz,="002818",富森美,房地产租赁,16.76,16.25,20.42,21.8,19.39,15.39,2.38,22.1
sz,="002878",元隆雅图,传媒,16.74,18.22,23.28,22.42,22.58,42.55,8.32,36.48
sz,="300395",菲利华,非金属材料与制品,16.71,14.27,14.23,12.38,16.45,34.77,5.94,24.21
sh,="603709",中源家居,耐用家居用品,16.69,51.63,69.28,83.73,70.04,35.81,4.18,34.77
sh,="600388",龙净环保,商业用品与服务,16.66,16.92,17.4,16.75,15.67,17.54,2.49,73.01
sh,="600273",嘉化能源,化学原料,16.64,19.28,20,21.35,33.65,16.68,3.01,19.52
sh,="600048",保利地产,住宅地产开发和管理,16.63,16.32,15.53,18.63,21.65,8.81,1.36,77.97
sh,="603708",家家悦,食品与主要用品零售,16.63,13.07,23.16,25.39,26.56,31.63,4.87,60.76
sz,="300463",迈克生物,生物科技,16.61,15.59,14.68,17.18,32.55,27.75,4.52,37.12
sz,="002117",东港股份,商业用品与服务,16.6,15.95,15.11,16.19,13.65,28.64,4.08,29.62
sh,="603393",新天然气,燃气公用事业,16.6,14.29,21.72,32.82,43.36,29.25,2.69,34.72
sh,="600036",招商银行,银行,16.57,16.54,16.27,17.09,19.28,10.51,1.66,91.94
sh,="600236",桂冠电力,电力公用事业,16.57,17.98,20.07,29.99,16.14,15.79,2.5,63.88
sh,="603220",中贝通信,通信设备,16.57,16.87,18,17.73,21.47,64.29,6.1,50.5
sz,="002287",奇正藏药,中药,16.44,16.78,17.47,17.01,16.31,42.39,5.54,11.57
sh,="603040",新坐标,汽车零配件与设备,16.42,21.04,21.82,20.97,26.18,25.56,3.3,10.97
sz,="002653",海思科,化学制剂,16.41,11.2,21.26,17.3,22.6,70.93,6.41,54.32
sh,="600183",生益科技,电子元器件,16.39,20.12,15.65,12.31,12.1,31.29,4.43,46.91
sz,="300144",宋城演艺,酒店餐饮与休闲,16.38,15.6,15.07,15.15,11.01,24.36,5.08,10.43
sz,="002882",金龙羽,电气部件与设备,16.35,17.76,16.27,14.68,12.51,17.51,3.05,30.54
sh,="600900",长江电力,电力公用事业,16.31,16.91,16.88,13.58,14.47,17.05,2.55,51.71
sz,="300525",博思软件,计算机软件,16.29,12.13,12.08,17.54,17.77,58.12,12.33,37.11
sh,="603388",元成股份,建筑与工程,16.27,13.92,13.78,14.64,18.59,19.4,3.11,64.01
sh,="600511",国药股份,药品流通,16.23,16.06,16.7,18.91,24.44,14.66,2.03,50.68
sz,="002327",富安娜,纺织品,16.19,17.05,15.73,16.33,19.06,15.23,2.04,22.14
sh,="603912",佳力图,通用机械,16.18,23.36,24.2,23.59,18.23,31.42,4.5,36.01
sh,="601019",山东出版,传媒,16.17,23.51,22.14,23.14,27.77,12.63,1.75,33.86
sz,="300296",利亚德,光电子器件,16.11,24.06,22.06,21.23,17.42,18.52,4.41,46.75
sz,="300470",日机密封,通用机械,16.1,12.79,11.51,14.32,29.17,27.85,4.8,25.81
sz,="300715",凯伦股份,建筑材料,16.07,22.24,30.32,31.12,34.45,45.4,6.84,52.39
sh,="603808",歌力思,服装与配饰,16.06,15.82,12.29,13.07,21.12,16.24,3.1,27
sh,="601838",成都银行,银行,16.04,16.83,12.24,14.69,21.32,6.98,1.05,93.65
sz,="002563",森马服饰,服装与配饰,16.03,11.51,14.92,15.43,13.35,22.01,2.62,32.44
sz,="300735",光弘科技,电子设备及服务,15.99,24.86,31.52,23.39,16.97,31.13,4.76,14.61
sh,="601668",中国建筑,建筑与工程,15.97,15.82,15.87,16,17.7,6.77,1.13,76.94
sz,="300365",恒华科技,计算机软件,15.9,22.06,18.69,13.75,15.91,32.9,4.82,26.77
sz,="300415",伊之密,专用设备,15.87,28.95,13.66,10.06,22.2,23.09,2.84,55.92
sh,="603506",南都物业,住宅地产开发和管理,15.86,29.58,38.93,20.53,34.35,33.98,4.49,51.86
sh,="600009",上海机场,交通基本设施,15.85,15.53,13.17,13.05,11.77,29.85,4.59,7.42
sh,="603037",凯众股份,汽车零配件与设备,15.84,16.05,22.28,18.15,19.2,19.81,2.5,13.29
sz,="000650",仁和药业,中药,15.83,13.2,14.56,17.7,15.22,21.06,3.52,15.2
sh,="603466",风语筑,商业用品与服务,15.78,22.2,21.76,19.42,25.82,24.67,3.44,59.19
sz,="300546",雄帝科技,电子设备及服务,15.74,12.77,16.39,21.19,20.85,33.41,5.1,32.55
sz,="300284",苏交科,商业用品与服务,15.71,13.93,13.36,13.29,14.64,16.39,2.35,62.9
sz,="300620",光库科技,通信设备,15.71,15.3,28.79,25.05,51.77,60.66,7.38,32.34
sh,="600104",上汽集团,汽车,15.67,16.87,17.53,17.91,18.97,10.26,1.31,63.63
sh,="600657",信达地产,住宅地产开发和管理,15.65,10.72,10.09,10.6,10.31,8.72,0.68,79.43
sz,="002050",三花智控,通用机械,15.65,19.12,17.24,15.2,14.64,26.76,3.9,37.55
sh,="600068",葛洲坝,建筑与工程,15.65,17.28,14.78,13.82,12.57,7.95,1.21,74.76
sh,="600598",北大荒,农牧渔产品,15.58,13.27,12.91,11.76,15.14,16.42,2.48,20.89
sh,="600201",生物股份,生物科技,15.56,21.35,24.92,26.07,28,31.39,3.75,17.28
