﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2008-12-31 累计(%),归属于母公司普通股股东的加权ROE 2007-12-31 累计(%),归属于母公司普通股股东的加权ROE 2005-12-31 累计(%),归属于母公司普通股股东的加权ROE 2006-12-31 累计(%),归属于母公司普通股股东的加权ROE 2009-12-31 累计(%),PE-TTM(扣非) 2010-04-30 ,PB(不含商誉) 2010-04-30 ,资产负债率 2009-12-31 累计(%)
sz,="002088",鲁阳节能,非金属材料与制品,20.39,22.42,38.96,33.8,12.83,42.34,3.88,22.84
sz,="002270",华明装备,电气部件与设备,20.28,33.33,39.12,27.38,11.8,46.93,4.44,26.55
sz,="002249",大洋电机,通用机械,20.15,83.33,70.27,66.79,16.36,55.84,7.67,29.11
sz,="002063",远光软件,计算机软件,20.02,16.8,22.6,19.73,25.39,43.84,9.38,15.4
sz,="002223",鱼跃医疗,医疗保健设备与用品,19.98,30.88,67.86,24.54,23.08,66.12,14.65,24.41
sh,="600616",金枫酒业,饮料,19.96,21.33,31.03,23.19,15.63,39.66,5.43,14.42
sh,="600880",博瑞传播,传媒,19.74,24.29,18.56,19.87,22.63,44.86,12.57,34.13
sh,="600995",文山电力,电力公用事业,19.68,19.89,14.32,13.53,10.92,54.03,4.41,50.55
sh,="600829",人民同泰,药品流通,19.62,23.82,21.59,25.44,18.97,28.2,5.18,41.94
sz,="002236",大华股份,电子设备及服务,19.4,46.05,44.27,30.57,15.1,46.16,6.28,28.61
sz,="002146",荣盛发展,住宅地产开发和管理,19.35,27.64,34.2,33.26,22.29,21.41,3.49,71.69
sz,="002093",国脉科技,通信技术服务,19.28,16.76,20.75,19.23,19.99,64.31,11.38,32.57
sh,="600271",航天信息,电子设备及服务,19.09,19.08,13.39,16.68,18.29,28.88,4.88,26.3
sz,="002215",诺普信,农用化工,19,41.72,16.32,33.01,23.33,55.29,6.29,32.22
sh,="601088",中国神华,煤炭,19,20.1,34.98,26.52,19.16,16.89,2.95,36.64
sh,="600436",片仔癀,中药,18.93,15.37,15.61,14.16,17.23,42.44,6.65,33.27
sz,="002271",东方雨虹,建筑材料,18.7,28.26,24.84,30.52,15.62,70.38,9.89,51.29
sz,="002003",伟星股份,服装与配饰,18.55,23.71,14.47,21.26,18.68,24.68,4.41,32.72
sz,="002065",东华软件,计算机软件,18.5,15.73,34.16,21.88,20.3,43.28,9.79,34.44
sz,="002251",步步高,食品与主要用品零售,18.16,38.89,52.7,41.99,11.17,43.48,4.07,48.68
sz,="002194",武汉凡谷,通信设备,18.04,39.45,42.79,44.28,17.55,33.93,5.24,15.72
sh,="600650",锦江投资,陆运,18.04,18.8,13.81,13.96,14.47,35.89,3.97,22.27
sh,="900914",锦投B股,,18.04,18.8,13.81,13.96,14.47,18.92,2.1,22.27
sh,="601169",北京银行,银行,18,23,34,24,16,14.11,2.2,92.96
sz,="002205",国统股份,建筑产品,17.99,23.78,13.02,13.29,15.1,31.71,5.38,54.18
sz,="002111",威海广泰,专用设备,17.91,17.29,32.55,32.83,12.48,60.56,6.43,48.35
sh,="600809",山西汾酒,饮料,17.86,30.16,14.49,25.32,23,41.24,10.09,28.56
sz,="002262",恩华药业,化学制剂,17.8,20.67,19.02,13.93,15.2,79.57,11.75,49.27
sz,="002232",启明信息,信息技术服务,17.69,32,24.97,30.63,15.14,60.14,5.22,33.24
sz,="002028",思源电气,重型电气设备,17.68,22.53,20.99,29.64,38.05,38.83,4.78,22.26
sz,="000069",华侨城A,酒店餐饮与休闲,17.65,21.2,20.92,20.79,17.08,29.21,4.02,62.76
sz,="002230",科大讯飞,计算机软件,17.59,36.8,12.47,32.19,14.47,112.73,12.13,17.74
sh,="600325",华发股份,住宅地产开发和管理,17.36,21.98,12.38,12.37,14.22,14.86,1.93,68.34
sz,="000858",五粮液,饮料,17.29,16.52,11.37,14.99,24.95,28.53,6.31,30.07
sh,="600048",保利地产,住宅地产开发和管理,17.25,22.42,54.05,31.07,18.64,15.55,2.27,69.99
sh,="600426",华鲁恒升,农用化工,17.17,17.24,21.58,21.7,16.56,18.97,2.83,55.35
sz,="002164",宁波东力,物流,17.15,20.46,27.8,35.81,14.94,45.2,4.84,51.9
sz,="002258",利尔化学,农用化工,17.13,58.45,64.71,77.41,12.41,45.81,4.97,4.78
sz,="002228",合兴包装,容器与包装,17.11,31.04,23.12,26.36,16.3,43.02,6.57,60.54
sz,="002151",北斗星通,通信设备,17.04,28.11,52.34,45.72,16.83,73.49,11.49,30.37
sz,="002250",联化科技,化学原料,16.92,26.12,29.65,33.22,19.19,42.58,8.82,43.09
sh,="601808",中海油服,能源设备与服务,16.76,19.86,10.82,13.57,14.89,19.37,3.55,63.39
sz,="002187",广百股份,百货商店,16.65,29.45,22.97,25.65,15,28.51,3.91,55.36
sz,="002219",恒康医疗,医疗保健提供商与服务,16.55,26.86,21.73,19.39,14.29,104.27,11.13,21.63
sh,="600132",重庆啤酒,饮料,16.5,18.4,11.74,19.46,16.08,95.94,12.34,60.76
sz,="002115",三维通信,通信设备,16.43,14.76,28.27,25.66,17.15,45.2,5.16,52.42
sh,="600664",哈药股份,化学制剂,16.11,12.46,12.6,11.27,15.69,26.41,4.12,40.2
sh,="600269",赣粤高速,交通基本设施,15.99,18.79,10.84,17.64,16.07,14.34,1.79,36.37
sh,="600352",浙江龙盛,化学制品,15.95,26.09,17.65,18.38,19.06,23.26,3.16,54.1
sz,="002142",宁波银行,银行,15.91,18.15,24.08,23.79,15.79,21.3,3.27,94.04
sz,="002165",红宝丽,化学原料,15.89,23.82,18.95,30.17,20.91,41.74,8.1,30.08
sz,="002131",利欧股份,传媒,15.76,15.51,32.83,31.29,19.4,39.97,5.84,24.81
sz,="002096",南岭民爆,化学制品,15.73,14.04,20.57,24.49,30.83,29.06,9.25,32.98
sh,="600496",精工钢构,建筑产品,15.69,12.56,15.59,14.63,19.86,22.3,2.9,67.22
sz,="000088",盐田港,交通基本设施,15.52,19.18,19.83,21.39,11.71,20.31,2.2,7.95
sz,="002054",德美化工,化学原料,15.42,14.98,15.45,14.1,21.81,31.63,5.65,36.78
sz,="002204",大连重工,专用设备,15.41,33.21,33.87,46.03,15.58,33.73,4.65,55.4
sh,="600410",华胜天成,信息技术服务,15.27,18.88,15.79,19.87,12.99,43.81,5.31,43.58
sz,="002118",紫鑫药业,中药,15.24,28.69,26.97,23.87,15.15,40.24,6.08,34.28
sh,="600016",民生银行,银行,15.23,18.23,19.18,22.35,20.19,15.38,1.69,93.77
sz,="002177",御银股份,专用设备,15.22,36.43,22.07,42.13,16.85,41.43,3.8,12.74
sz,="002220",ST天宝,农牧渔产品,15.15,35.3,15.17,24.38,13.79,43.19,5.99,46.7
sz,="002233",塔牌集团,建筑材料,15.13,26.1,18.76,18.73,11.72,23.03,2.62,54.04
sh,="600067",冠城大通,住宅地产开发和管理,15.12,23.42,20.34,19.76,18,17.07,4.05,80.98
sh,="600675",中华企业,住宅地产开发和管理,15.1,23.38,19.65,20.76,18.48,19.87,3.08,69.59
sh,="600686",金龙汽车,汽车,15.05,24.58,20.82,24.58,10.45,22.13,2.72,73.53
sz,="000690",宝新能源,电力公用事业,15.02,14.4,17.14,41.26,20.62,22.67,3.71,53.86
sz,="002051",中工国际,建筑与工程,14.96,12.38,17.93,13.41,19.59,31.18,5.57,63.26
sh,="600327",大东方,专营零售,14.88,12.63,13.94,11.76,22.61,24.58,5.6,56.99
sz,="002100",天康生物,农牧渔产品,14.8,13.15,21.49,23.55,14.31,40.18,4.12,57.11
sh,="600521",华海药业,化学原料药,14.68,14.39,16.25,13,14.46,62.7,6.99,30.14
sz,="002140",东华科技,建筑与工程,14.64,19.16,25.51,27.77,19.49,55.85,10.43,70.11
sz,="002248",华东数控,通用机械,14.42,28,16.65,24.16,20.9,40.1,4.89,54.59
sh,="600012",皖通高速,交通基本设施,14.36,11.27,15.07,15.68,13.08,15.74,1.92,42.23
sh,="601988",中国银行,银行,14.26,13.85,12.6,13.11,16.48,12.3,1.97,93.77
sz,="002243",通产丽星,容器与包装,14.22,29.31,24.85,24.11,13.5,41.94,5.27,20.21
sz,="002226",江南化工,化学制品,14.13,29.34,38.38,48.64,22.42,42.51,7.7,8.05
sh,="600708",光明地产,住宅地产开发和管理,14.12,16.05,20.05,17.9,16.29,38.15,4.18,57.99
sz,="000422",ST宜化,农用化工,14.11,23.79,13.75,15.72,11.53,29.39,4.06,72.78
sz,="002161",远望谷,电子设备及服务,13.91,23.44,28.88,24.99,12.83,137.67,12.21,23.15
sz,="002080",中材科技,合成纤维,13.85,11.84,20.69,17.78,14.36,42.16,6.74,58.79
sh,="601727",上海电气,重型电气设备,13.81,16.19,15.14,13.39,11.38,61.01,4.77,67.57
sz,="002116",中国海诚,建筑与工程,13.75,13.22,18.38,18.41,14.07,38.15,4.96,63.91
sh,="600561",江西长运,陆运,13.74,13.02,12.21,11.91,17.02,25.05,3.73,57.65
sh,="601009",南京银行,银行,13.71,15.95,19.48,25.31,13.23,16.47,2.22,91.86
sz,="002121",科陆电子,电气部件与设备,13.7,22.74,18.16,23.67,17.06,71.93,11.56,48.86
sz,="200024",招商局B,,13.7,21.77,11.72,14,10.54,11.19,1.26,61.79
sz,="000024",招商地产,,13.7,21.77,11.72,14,10.54,16.19,1.82,61.79
sz,="002029",七匹狼,服装与配饰,13.7,17.59,11.5,15.16,15.91,38.55,5.79,31.28
sz,="002203",海亮股份,有色金属,13.67,28.46,22.74,33.01,11.98,33.72,3.62,68.17
sz,="002212",南洋股份,电气部件与设备,13.63,30.41,52.73,39.71,12.43,30.21,3.29,21.95
sh,="600535",天士力,中药,13.58,10.17,15.52,15.1,16.46,42.55,6.55,46.06
sh,="600580",卧龙电驱,电气部件与设备,13.48,11.41,12.8,11.81,18.13,37.78,5.26,46.3
sz,="200002",万科B,,13.24,23.75,19.54,23.51,15.37,13.18,1.87,67
sz,="000002",万科A,住宅地产开发和管理,13.24,23.75,19.54,23.51,15.37,15.49,2.2,67
sh,="600406",国电南瑞,重型电气设备,13.2,16.37,14.76,14.3,20.91,93.38,19.7,57.18
sz,="002032",苏泊尔,耐用家居用品,13.19,15.94,10.06,13.88,15.33,32.37,4.72,26.91
sh,="600056",中国医药,药品流通,13.08,17.85,11.22,11.19,14.99,38.1,3.69,70.4
sz,="002214",大立科技,电子设备及服务,12.83,28.33,27.88,23.07,12.93,68.25,8.25,33.76
sh,="600177",雅戈尔,住宅地产开发和管理,12.8,21.54,15.79,18.22,27.32,17.93,2.12,62.86
sh,="600125",铁龙物流,陆运,12.79,20.97,11.32,15.74,13.47,34.24,4.73,10.71
sz,="000528",柳工,专用设备,12.48,26.69,13,20.53,26.01,12.52,2.96,57.05
sz,="002004",华邦健康,农用化工,12.44,36.47,12.98,13.37,15.97,71.11,8.45,21.49
sz,="002030",达安基因,生物科技,12.41,12.26,10.04,10.4,13.57,92.75,8.76,26.76
sz,="002139",拓邦股份,电子设备及服务,12.39,11.43,29.31,24.54,13.79,71.4,8.78,32.46
sz,="002191",劲嘉股份,商业用品与服务,12.25,26.23,40.74,34.96,18.06,28.33,5.02,31.4
sz,="002208",合肥城建,住宅地产开发和管理,12.18,25.05,20.24,19.72,14.04,21.67,4.11,61.33
sz,="002206",海利得,合成纤维,12.04,26.94,25.33,34.37,15.81,29.09,4.09,27.26
sz,="002082",万邦德,有色金属,12.03,16.67,16.05,18.69,16.09,22.4,3.88,27.47
sz,="002229",鸿博股份,商业用品与服务,12.03,32.38,47.13,39.45,10.6,43.43,4.43,25.37
sz,="002090",金智科技,重型电气设备,11.87,12.39,30.52,27.72,11.27,56.55,5.46,36.19
sz,="002132",恒星科技,黑色金属,11.87,17.3,20.78,25.85,13.04,29.26,3.53,49.59
sz,="002158",汉钟精机,通用机械,11.77,19.54,32.5,33.36,13.76,42.77,6.65,20.85
sh,="600525",长园集团,电气部件与设备,11.76,20.43,14.45,23.09,13.53,45.55,5.07,29.45
sz,="002117",东港股份,商业用品与服务,11.74,11.25,31.33,29.01,13.56,27.7,3.75,38.36
sz,="002213",特尔佳,汽车零配件与设备,11.72,25.72,37.59,24.19,11.84,58.32,7.64,26.64
sz,="002179",中航光电,电子元器件,11.71,22.03,37.26,29.66,11.77,47.68,4.96,51
sz,="000852",石化机械,能源设备与服务,11.7,10.35,11.63,20.82,11.73,50.27,4.72,36.72
sz,="002209",达意隆,专用设备,11.65,19.13,17.52,18.89,11.43,66.45,3.94,42.13
sz,="002010",传化智联,物流,11.65,15.44,17.84,17.22,22.26,20.91,4.24,37.37
sz,="000630",铜陵有色,有色金属,11.64,16.38,14.84,15.32,10.55,37.58,3.89,71.25
sz,="002014",永新股份,容器与包装,11.48,12.07,13.02,13.55,15.64,23.4,3.66,28.36
sh,="600362",江西铜业,有色金属,11.33,27.43,24.33,43.74,10.78,34.91,4.34,39.07
sz,="002186",全聚德,酒店餐饮与休闲,11.13,19.27,21.97,25.25,12.1,46.99,5.74,27.59
sz,="002133",广宇集团,住宅地产开发和管理,10.92,17.79,32.85,26.53,14.22,23.04,3.4,72.64
sh,="600563",法拉电子,电子元器件,10.86,16.41,11.82,13.59,11.64,40.71,5.68,13.04
sh,="600261",阳光照明,家用电器,10.82,12.99,11.77,14.38,12.32,44.89,5.43,50.94
sh,="600993",马应龙,中药,10.73,20.26,10.99,12.17,20.79,51.08,6.69,26.75
sh,="600475",华光股份,通用机械,10.7,18.78,19.01,22.05,12.18,52.77,4.82,73.41
sz,="000060",中金岭南,有色金属,10.54,41.27,20.99,55.63,11.22,46.01,6.15,59.42
sz,="002069",獐子岛,农牧渔产品,10.44,15.32,62.85,34.62,15.8,47.02,9.91,39.41
sh,="600527",江南高纤,合成纤维,10.42,15.93,11.98,16.94,12.35,29.19,3.5,31.43
sh,="600438",通威股份,农牧渔产品,10.41,14.39,17.51,19.48,12.85,69.3,6.14,71.14
sz,="000778",新兴铸管,黑色金属,10.31,12.88,15.53,12.09,13.21,17.36,1.75,45.27
sh,="601186",中国铁建,建筑与工程,10.07,94.77,35.8,85.87,13.12,14.75,1.8,80.89
sh,="600900",长江电力,电力公用事业,10.03,15.16,15.07,15.64,10.18,40.59,2.43,61.78

数据来源于：理杏仁网站(lixinger.com)
