﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2003-12-31 累计(%),归属于母公司普通股股东的加权ROE 2002-12-31 累计(%),归属于母公司普通股股东的加权ROE 2005-12-31 累计(%),归属于母公司普通股股东的加权ROE 2001-12-31 累计(%),归属于母公司普通股股东的加权ROE 2004-12-31 累计(%),PE-TTM(扣非) 2006-04-30 ,PB(不含商誉) 2006-04-30 ,资产负债率 2005-12-31 累计(%)
sh,="600521",华海药业,化学原料药,13.84,51.99,16.25,49.68,16.25,21.54,3.01,17.71
sh,="600879",航天电子,航天航空,13.61,15.23,16.16,16.58,14.77,29.97,4.65,45.98
sz,="000933",神火股份,有色金属,13.58,12.11,29.35,12.26,26.59,8.46,2.3,51.74
sh,="600601",方正科技,电脑与外围设备,13.45,19.79,10.17,18.76,10.4,18.67,1.78,49.3
sh,="600325",华发股份,住宅地产开发和管理,13.43,15.79,12.38,14.64,10.2,18.34,1.78,68.92
sh,="600795",国电电力,电力公用事业,13.09,11.89,13.19,12.91,14.08,14.41,1.82,68.88
sz,="200002",万科B,,12.98,11.54,19.54,12.21,15.39,19.77,2.94,61.1
sz,="000002",万科A,住宅地产开发和管理,12.98,11.54,19.54,12.21,15.39,17.59,2.62,61.1
sh,="600533",栖霞建设,住宅地产开发和管理,12.85,10.03,23.26,25.48,17.95,13.97,3.75,75.59
sh,="600036",招商银行,银行,12.79,13.07,17.51,32.52,16.1,21.5,2.72,96.64
sh,="600066",宇通客车,汽车,12.45,11.49,15.32,11.56,12.6,13.47,2.44,50.94
sz,="000858",五粮液,饮料,12.42,12.26,11.37,19.52,13.21,31.22,3.63,23.18
sh,="600392",盛和资源,有色金属,12.25,40.54,10.79,37.58,10.56,24.89,2.42,50.35
sz,="000014",沙河股份,住宅地产开发和管理,12.15,16.69,10.52,22.12,10.19,15.07,1.95,64.89
sh,="600398",海澜之家,服装与配饰,12.02,13.4,10.13,12.23,10.99,9.53,0.93,38.41
sh,="600423",*ST柳化,农用化工,11.97,21.31,13.91,25.45,10.97,14.01,1.8,48.43
sz,="200053",深基地b,,11.92,11.3,16.19,11.25,15.28,11.77,1.88,21.32
sh,="600834",申通地铁,陆运,11.88,10.72,14.26,11.68,10.6,23.61,3.37,24.82
sh,="600547",山东黄金,有色金属,11.83,13.79,13.6,15.66,11.03,39.89,6.18,47.88
sh,="600675",中华企业,住宅地产开发和管理,11.62,11.51,19.65,10.93,13.38,15.69,1.86,66.61
sz,="000423",东阿阿胶,中药,11.61,10.71,10.52,14.31,13.96,27.79,3.19,16.18
sh,="600125",铁龙物流,陆运,11.6,11.26,11.32,11.9,10.57,31.42,3.52,28.46
sh,="600408",ST安泰,黑色金属,11.48,18.93,15.28,19.62,25.5,13.23,1.92,67.92
sh,="600009",上海机场,交通基本设施,11.15,11.37,16.35,11.76,18.54,16.95,2.58,4.82
sz,="000629",攀钢钒钛,有色金属,11.04,10.54,10.47,11.01,11.51,10.79,0.96,40.12
sh,="600590",泰豪科技,电气部件与设备,10.75,10.28,11.66,17.6,14.41,19.15,2.01,64.62
sh,="600887",伊利股份,食品,10.66,12.12,13.54,14.5,11.91,31.96,4.03,52.35
sh,="600508",上海能源,煤炭,10.62,11.12,20.63,18.86,20.86,12.19,2.55,57.32
sh,="600531",豫光金铅,有色金属,10.57,10.19,12.92,17.94,15.85,14.06,1.83,64.37
sh,="600188",兖州煤业,煤炭,10.54,10.74,15.41,12.17,20.71,14.13,1.82,18.46
sh,="600529",山东药玻,容器与包装,10.32,12.39,10.08,19.53,10.15,15.12,1.46,39.57
sh,="600598",北大荒,农牧渔产品,10.13,12.28,11.77,20.54,11.2,13.24,1.56,52.96
sh,="600470",六国化工,农用化工,10.11,10.71,11.68,12.9,10.16,19.26,2.26,49.69

数据来源于：理杏仁网站(lixinger.com)
