﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2003-12-31 累计(%),归属于母公司普通股股东的加权ROE 2002-12-31 累计(%),归属于母公司普通股股东的加权ROE 2000-12-31 累计(%),归属于母公司普通股股东的加权ROE 2001-12-31 累计(%),归属于母公司普通股股东的加权ROE 2004-12-31 累计(%),PE-TTM(扣非) 2005-04-30 ,PB(不含商誉) 2005-04-30 ,资产负债率 2004-12-31 累计(%)
sh,="600270",外运发展,,17.31,16.37,47.18,15.45,18.47,14.74,2.4,24.13
sz,="000069",华侨城A,酒店餐饮与休闲,17.3,24.16,12.16,17.91,21.02,34.89,5.54,42.67
sz,="000651",格力电器,家用电器,16.86,16.74,19.1,15.6,18.34,12.79,2.35,80.28
sh,="600418",江淮汽车,汽车,16.76,12.09,41.89,16.65,22.98,7.66,1.74,59.25
sh,="600333",长春燃气,石油天然气,16.75,11.69,13.37,11.87,21.2,12.01,2.09,27.9
sh,="600196",复星医药,化学制剂,16.73,10.7,15.8,11.15,10.84,27.05,1.99,45.58
sh,="600525",长园集团,电气部件与设备,16.72,20.47,30.01,25.97,14.56,22.98,2.96,26.34
sh,="600177",雅戈尔,住宅地产开发和管理,16.68,19.9,21.22,19.12,18.55,10.8,1.92,62.98
sh,="600011",华能国际,电力公用事业,16.61,14,11.7,14.8,15.08,18.5,2.29,44.26
sh,="600006",东风汽车,汽车,16.55,18.87,13.81,18.44,11.19,11.11,1.28,38.59
sh,="600104",上汽集团,汽车,16.25,12.63,16.73,10.7,18.67,7.04,1.18,18.08
sh,="600569",安阳钢铁,黑色金属,16.1,11.76,20.02,14.7,13.09,7.52,0.91,35.2
sz,="000063",中兴通讯,通信设备,16.05,13.82,20.75,17.17,19.41,23.61,2.72,53.77
sh,="600166",福田汽车,汽车,16.01,11.82,12.19,10.57,13.05,9.34,1.21,68.24
sh,="600597",光明乳业,食品,16,24,16,28,17,17.39,2.64,37.31
sh,="600085",同仁堂,中药,15.56,18.26,17.47,16.74,16.24,30,4.04,26.93
sh,="600302",标准股份,专用设备,15.23,10.58,30.49,10.81,14.44,13.33,1.56,27.18
sh,="600367",红星发展,化学原料,15.18,15.91,44.44,16.63,15.3,15.09,2.22,23.25
sz,="000939",*ST凯迪,电力公用事业,14.76,17.12,12.79,14.34,15.11,16.27,2.29,59.98
sh,="600096",云天化,农用化工,14.53,12.08,10.72,13.63,28.53,9.93,2.39,46.39
sh,="600717",天津港,交通基本设施,14.35,17.14,13.77,17.83,10.95,37.35,3.58,45.66
sz,="000959",首钢股份,黑色金属,14.33,12.8,14.38,13.61,18.08,8.03,1.34,54.03
sh,="600874",创业环保,水公用事业,14.29,16.78,12.81,17.99,15.38,17.72,2.35,51.64
sh,="600583",海油工程,能源设备与服务,14.25,11.25,31.98,27,22.53,25.04,5.13,32.5
sh,="600642",申能股份,电力公用事业,14.03,14.92,30.42,21.96,13.39,15.52,2.09,40.1
sh,="600000",浦发银行,银行,13.96,16.67,13.75,15.13,15.17,13.81,1.96,97.03
sh,="600098",广州发展,电力公用事业,13.86,15.79,26.15,20.03,12.18,15.34,1.54,18.95
sh,="600729",重庆百货,百货商店,13.74,15.14,17.94,14.58,13.67,16.97,1.73,62.22
sz,="000932",华菱钢铁,黑色金属,13.69,11.54,11.02,13.62,16.07,6.73,1.02,63.27
sh,="600879",航天电子,航天航空,13.61,15.23,21.07,16.58,14.77,22.63,3.17,43.15
sz,="000933",神火股份,有色金属,13.58,12.11,11.69,12.26,26.59,8.67,2.27,27.13
sh,="600601",方正科技,电脑与外围设备,13.45,19.79,27.48,18.76,10.4,26.42,2.4,52.06
sh,="600102",莱钢股份,,13.26,10.75,18.9,14.92,16.4,6.42,0.93,51.85
sh,="600795",国电电力,电力公用事业,13.09,11.89,29.43,12.91,14.08,16.76,2.03,67.94
sh,="600533",栖霞建设,住宅地产开发和管理,12.85,10.03,17.83,25.48,17.95,10.07,2.03,74.3
sh,="600036",招商银行,银行,12.79,13.07,28.28,32.52,16.1,19.25,2.9,96.54
sh,="600426",华鲁恒升,农用化工,12.76,12.28,20.56,18.18,18.35,17.24,3.33,69.05
sz,="000510",新金路,化学制品,12.58,13.58,15.13,16.27,12.92,14.59,1.6,63.69
sh,="600888",新疆众和,有色金属,12.45,18.56,12,13.53,17.11,15.17,2.49,74.04
sh,="600066",宇通客车,汽车,12.45,11.49,12.51,11.56,12.6,12.91,1.79,50.47
sh,="600449",宁夏建材,建筑材料,12.42,16.72,23.64,19.82,10.51,9.22,0.99,37.81
sh,="600392",盛和资源,有色金属,12.25,40.54,38.32,37.58,10.56,21.06,2.31,46.71
sz,="000014",沙河股份,住宅地产开发和管理,12.15,16.69,117.35,22.12,10.19,13.56,1.59,75.03
sh,="600398",海澜之家,服装与配饰,12.02,13.4,35.95,12.23,10.99,11.5,1.29,36.35
sh,="600423",*ST柳化,农用化工,11.97,21.31,22.73,25.45,10.97,20.13,2.4,36.76
sh,="600834",申通地铁,陆运,11.88,10.72,10.83,11.68,10.6,32.03,3.03,32.05
sh,="600547",山东黄金,有色金属,11.83,13.79,17.3,15.66,11.03,30.38,3.27,41.88
sz,="000423",东阿阿胶,中药,11.61,10.71,16.02,14.31,13.96,26.47,3.45,11.4
sh,="600125",铁龙物流,陆运,11.6,11.26,16.66,11.9,10.57,30.65,3.21,10.99
sh,="600408",ST安泰,黑色金属,11.48,18.93,22.73,19.62,25.5,11.05,2.94,65.91
sh,="600400",红豆股份,服装与配饰,11.34,10.85,29.75,10,11,13.78,1.14,49.66
sh,="600009",上海机场,交通基本设施,11.15,11.37,13.01,11.76,18.54,24.69,3.95,3.3
sz,="000629",攀钢钒钛,有色金属,11.04,10.54,11.23,11.01,11.51,6.7,0.86,33.73
sh,="600276",恒瑞医药,化学制剂,10.93,10.09,21.07,11.45,12.94,31.56,4.1,20.5
sh,="600120",浙江东方,工业贸易经销商,10.7,14.4,19.92,15.57,10.59,30.57,1.51,56.12
sh,="600488",天药股份,化学原料药,10.68,12.08,37,14.69,11.03,19.06,1.89,35.4
sh,="600887",伊利股份,食品,10.66,12.12,12.75,14.5,11.91,24.22,2.66,51.46
sh,="600662",强生控股,陆运,10.59,11.34,11.06,11.86,11.09,22.48,2.09,46.44
sh,="600531",豫光金铅,有色金属,10.57,10.19,19.22,17.94,15.85,13.54,1.71,57.16
sh,="600188",兖州煤业,煤炭,10.54,10.74,11.46,12.17,20.71,11.11,2.2,16.11
sh,="600153",建发股份,工业贸易经销商,10.34,10.4,10.57,10.01,12.12,11.75,1.1,57.21
sh,="600529",山东药玻,容器与包装,10.32,12.39,18.11,19.53,10.15,20.24,1.95,35.3
sh,="600598",北大荒,农牧渔产品,10.13,12.28,18.48,20.54,11.2,18.19,1.89,52.21

数据来源于：理杏仁网站(lixinger.com)
