﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2013-12-31 累计(%),归属于母公司普通股股东的加权ROE 2012-12-31 累计(%),归属于母公司普通股股东的加权ROE 2011-12-31 累计(%),归属于母公司普通股股东的加权ROE 2015-12-31 累计(%),归属于母公司普通股股东的加权ROE 2014-12-31 累计(%),PE-TTM(扣非) 2016-04-30 ,PB(不含商誉) 2016-04-30 ,资产负债率 2015-12-31 累计(%)
sz,="300382",斯莱克,专用设备,35.97,50.93,56.49,15.56,15.18,48.53,5.89,20
sz,="002718",友邦吊顶,建筑产品,35.83,34,48.64,21.11,22.24,37.88,6.95,10.18
sz,="002707",众信旅游,酒店餐饮与休闲,35.4,35.83,35.97,14.87,22.93,91.01,17.49,47.94
sh,="603899",晨光文具,商业用品与服务,35.27,37.19,28.56,21.44,31.83,43.19,7.64,23.08
sh,="603338",浙江鼎力,专用设备,35.17,32.72,33.11,16.78,28.62,55.05,6.79,15.73
sz,="002737",葵花药业,中药,35.14,37.87,44.13,13.12,34.48,40.09,4.21,30.66
sz,="002236",大华股份,电子设备及服务,35.09,38.51,28.36,23.59,24.44,27.58,6.39,42.92
sz,="300358",楚天科技,专用设备,34.8,31.15,36.44,13.76,21.04,58.93,6.66,36.33
sh,="603368",柳药股份,药品流通,34.33,31.97,35.93,16.81,28.47,45.72,3.42,68.39
sz,="300470",日机密封,通用机械,34.13,43.85,42.05,14.32,29.17,65.63,5.94,11.61
sh,="603369",今世缘,饮料,34.08,44.74,52.32,18.16,22.54,25.74,4.14,25.47
sz,="300408",三环集团,电子元器件,33.97,44.16,50.86,22.11,30.57,33.22,6.67,13.74
sh,="603508",思维列控,电子设备及服务,33.65,42.29,28.48,30.54,36.68,48.29,5.5,10.06
sh,="603168",莎普爱思,化学制剂,33.62,38.42,39.37,21.38,23.93,36.94,9.36,30.07
sz,="300474",景嘉微,电子设备及服务,33.6,46.28,71.96,25.45,31.14,149.24,20.36,28.09
sh,="601633",长城汽车,汽车,33.41,29.88,27.83,22.47,26.35,10.3,1.9,46.62
sh,="603555",贵人鸟,服装与配饰,33.34,50.26,55.11,14.36,14.56,53.84,6.23,50.6
sh,="603806",福斯特,光电子器件,33.32,32.41,60.39,16.1,17.7,24.78,3.7,11.72
sh,="603788",宁波高发,汽车零配件与设备,33.28,28.71,31.45,17.4,32,50.67,6.96,27.91
sh,="600690",海尔智家,家用电器,32.84,33.78,31.33,16.22,27.58,13.73,2.17,57.34
sh,="600309",万华化学,化学原料,32.62,31.03,27.87,14.67,24.17,22.01,3.08,68.99
sz,="300357",我武生物,化学制剂,32.57,34.81,34.17,21.98,21.63,47.51,9.09,4.67
sz,="300367",东方网力,电子设备及服务,32.4,34.85,34.35,25.6,19.74,86.03,18.97,41.88
sz,="300435",中泰股份,通用机械,32.38,37.06,38.71,17.33,29.96,73.13,9.03,30.94
sz,="002081",金螳螂,建筑与工程,32.36,30.8,45.3,20.29,29.52,16.99,3.1,64.74
sh,="603398",邦宝益智,休闲设备与用品,32.29,39.57,60.7,31.53,28.43,99.03,11.26,6.1
sh,="603866",桃李面包,食品,31.96,35.03,30.75,30.33,28.19,44.23,8.27,12.85
sz,="002304",洋河股份,饮料,31.44,50.53,49.16,25.37,24.53,19.9,4.06,32.25
sh,="603997",继峰股份,汽车零配件与设备,31.24,30.88,36.19,15.11,28.23,51.36,6.08,14.19
sz,="300429",强力新材,化学制品,31.21,32.42,31.23,17.29,29.6,87.52,11.7,8.01
sz,="300492",山鼎设计,商业用品与服务,31.21,34.35,44.08,15.85,17.34,191.21,10.76,27.36
sh,="603566",普莱柯,化学制剂,31.21,34.38,45.5,13.62,20.83,59.44,5.65,11.07
sh,="603023",威帝股份,电子设备及服务,31.18,30.36,42.42,24.48,41.09,73.71,12.73,11.46
sz,="300398",飞凯材料,化学制品,31.16,28.95,36.41,15.33,24.76,64.96,7.68,26.31
sh,="601877",正泰电器,电气部件与设备,31.11,24.16,18.39,26.37,32.17,14.68,3.54,41.28
sz,="002344",海宁皮城,房地产租赁,31.04,26.83,24.64,11.58,22.33,24.93,2.27,51.52
sz,="002415",海康威视,电子设备及服务,30.92,27.7,23.98,35.28,36.27,21.6,6.1,36.35
sz,="300371",汇中股份,电子设备及服务,30.91,32.74,44.48,13.84,18.16,49.23,6.04,8.29
sz,="300469",信息发展,互联网软件与服务,30.77,31.26,38.63,15.27,24.93,329.59,23.99,49.37
sh,="603188",ST亚邦,化学制品,30.76,16.83,26.69,23.13,43.52,16.5,3.37,23.03
sz,="002795",永和智控,通用机械,30.58,30.28,31.12,29.47,31.63,36.41,4.13,49.62
sz,="002146",荣盛发展,住宅地产开发和管理,30.51,29.89,28.26,16.49,26.08,12.59,1.45,78.6
sz,="000895",双汇发展,食品,30.44,27.93,14.86,27.24,28.6,16.68,4.93,22.71
sh,="601021",春秋航空,航空运输,30.02,35.47,40.03,23.01,28.31,53.77,5.36,59.2
sz,="002653",海思科,化学制剂,29.8,29.84,51.09,17.3,22.6,69.61,9.07,33.18
sz,="300506",名家汇,建筑与工程,29.79,46.38,81.24,19.89,23.68,107.33,10.23,52.79
sz,="300373",扬杰科技,半导体,29.74,28.86,37.22,17.68,17.25,51.02,8.9,36.14
sz,="300448",浩云科技,电子设备及服务,29.74,30.07,44.68,14.44,26.22,99.26,10.52,14.42
sz,="300419",浩丰科技,信息技术服务,29.63,35.34,42.21,10.02,24.7,151.47,14.64,10.08
sz,="300456",耐威科技,电子设备及服务,29.61,36.66,56.19,10.76,22.07,185.58,12.52,12.08
sz,="300202",聚龙股份,电子设备及服务,29.52,19.34,14.22,17.38,30.43,46.89,7.3,12.86
sz,="002294",信立泰,化学制剂,29.49,27.13,20.52,30.82,30.75,22.74,6.03,12.83
sz,="002776",柏堡龙,服装与配饰,29.41,36.08,57.64,17.96,30.58,57.03,6.75,21.1
sh,="601515",东风股份,商业用品与服务,29.36,31.29,55.2,22.44,26.77,18.59,3.45,16.22
sh,="600406",国电南瑞,重型电气设备,29.35,31.16,29.75,17.09,19.4,26.56,4.2,49.99
sz,="300415",伊之密,专用设备,29.16,36.74,45.69,10.06,22.2,64.82,4.76,45.63
sz,="300507",苏奥传感,汽车零配件与设备,29.06,30.56,37.15,26.07,29.74,32.87,3.09,20.11
sz,="000538",云南白药,中药,28.94,25.16,24.29,22.43,24.86,23.67,4.48,29.87
sh,="600612",老凤祥,服装与配饰,28.71,24.58,28.2,26.09,25.56,24.28,4.66,53.06
sh,="900905",老凤祥B,,28.71,24.58,28.2,26.09,25.56,14.32,2.7,53.06
sz,="300365",恒华科技,计算机软件,28.65,35.01,39.09,13.75,15.91,80.83,9.34,11.36
sh,="603158",腾龙股份,汽车零配件与设备,28.57,30.47,34.5,14.36,29.26,48.33,5.42,16.98
sh,="603567",珍宝岛,中药,28.53,34.85,38.2,18.01,24.01,29.29,4.36,33.08
sz,="002713",东易日盛,建筑与工程,28.38,22.95,25.15,10.52,14.17,66.07,11.74,53.35
sz,="002750",龙津药业,中药,28.38,43.22,45.86,12.03,22.67,112.1,9.86,14.23
sh,="603355",莱克电气,家用电器,28.23,36.08,29.44,17.32,25.72,39.27,5.28,31.22
sh,="603686",龙马环卫,专用设备,28.21,29.7,34.07,15.91,30.53,60.68,8.61,42.8
sz,="300475",聚隆科技,电气部件与设备,28.19,31.22,37.57,12.93,30.91,48.9,4.47,15.3
sh,="600535",天士力,中药,28.05,20.53,17.95,22.82,31.94,28.08,5,50
sh,="603111",康尼机电,专用设备,28.04,36.62,42.65,17.96,23.51,47.88,7.15,54.29
sh,="603600",永艺股份,耐用家居用品,27.89,34.85,49.9,18.34,22.46,59.66,8.4,30.91
sz,="300482",万孚生物,生物科技,27.83,23.18,27.53,24.4,33.84,75.25,11.01,12.26
sz,="002022",科华生物,生物科技,27.54,24.79,24.46,13.89,24.74,54.72,6.7,16.7
sz,="002791",坚朗五金,建筑材料,27.49,29.73,24.45,16.62,20.41,48.93,4.69,29.27
sz,="300491",通合科技,电气部件与设备,27.38,37.07,47.18,21.14,21.96,166.57,18.79,24.84
sz,="002310",东方园林,建筑与工程,27.35,30.23,29.63,10.1,11.96,40.11,4.88,63.83
sh,="600684",珠江实业,住宅地产开发和管理,27.33,26.99,22.36,13.14,13.78,18.43,2.3,66.42
sh,="603698",航天工程,商业用品与服务,27.31,28.96,28.62,14.45,28.07,47.22,5.27,45.25
sz,="300005",探路者,休闲设备与用品,27.31,24.15,19.48,19.9,26.04,38.68,7.62,39.73
sz,="300479",神思电子,电子设备及服务,27.1,33.51,38.61,16.6,23.7,168.39,14.31,18.95
sz,="300403",汉宇集团,电气部件与设备,26.86,30.54,36.45,12.1,22.45,42.21,5.76,9.93
sh,="603558",健盛集团,服装与配饰,26.84,31.04,34.04,14.27,23.6,74.34,4.06,35.39
sh,="601689",拓普集团,汽车零配件与设备,26.8,24.95,24.7,15.28,26.32,44.38,5.38,22.98
sz,="300369",绿盟科技,互联网软件与服务,26.79,30.49,42.8,13.44,16.78,73.46,11,20.77
sz,="002767",先锋电子,电子设备及服务,26.69,28.16,30.86,11.81,24.19,87.63,6.93,15.21
sz,="300481",濮阳惠成,化学制品,26.63,33.86,35,17.42,14.77,98.02,12.1,6.69
sz,="300453",三鑫医疗,医疗保健设备与用品,26.54,33.75,34.76,12.65,21.37,106.92,9.21,10.2
sz,="300502",新易盛,通信设备,26.53,29.16,38.66,19.74,24,73.38,6.9,23.59
sz,="000661",长春高新,生物科技,26.5,38.47,18.99,23.9,23.55,38.28,4.35,36.18
sz,="300392",腾信股份,传媒,26.48,26.33,34.06,17.73,19.5,69.34,11.78,38.72
sz,="300363",博腾股份,化学制剂,26.47,27.87,29.17,11.95,17.13,74.31,9.25,50.43
sh,="603989",艾华集团,电子元器件,26.36,19.36,22.98,16.52,26,40.92,4.84,13.63
sh,="603678",火炬电子,电子元器件,26.31,31.29,35.88,14.83,24.17,60.22,8.11,31.09
sz,="000732",泰禾集团,住宅地产开发和管理,26.23,16.09,19.87,20.63,22.56,17.23,1.86,79.87
sh,="603718",海利生物,生物科技,26.21,26.27,29.42,12.8,19.96,121.58,12.23,22.33
sh,="600660",福耀玻璃,汽车零配件与设备,26.1,23.13,26.34,18.88,27.07,13.85,2.13,33.88
sz,="300452",山河药辅,化学原料药,26.01,29.63,25.21,15.73,21.56,106.55,11.41,20.71
sz,="200028",一致B,,26,30.51,27.52,14.94,16.41,18.37,2.3,57.89
sz,="000028",国药一致,药品流通,26,30.51,27.52,14.94,16.41,35.75,4.55,57.89
sz,="002727",一心堂,药品流通,25.99,25.53,24.21,16.1,18.93,32.04,6.59,45.7
sz,="002751",易尚展示,商业用品与服务,25.95,35.16,42.83,10.71,14.89,359.19,23.41,69.43
sh,="603798",康普顿,化学制品,25.91,28.5,30.3,28.17,26.01,67.48,5.45,34.94
sz,="000423",东阿阿胶,中药,25.8,26.82,27.47,24.78,24.81,19.85,3.98,17.73
sz,="002773",康弘药业,中药,25.74,20.21,21.98,19.34,18.51,71.83,11.28,12.97
sz,="002728",特一药业,化学制剂,25.67,31.54,35.85,10.53,15.71,57.47,18.88,49.67
sz,="002777",久远银海,互联网软件与服务,25.65,26.26,26.94,25.74,22.69,152.16,19.38,49.67
sz,="300501",海顺新材,容器与包装,25.47,23.04,16.74,23.99,26.27,78.03,8.25,20.04
sh,="603456",九洲药业,化学原料药,25.42,25.97,29.44,11.63,13.93,75.57,4.71,24.57
sz,="300394",天孚通信,通信设备,25.2,30.95,46.09,17.4,31.08,67.58,9.69,4.28
sz,="002038",双鹭药业,生物科技,25.16,26.16,37.46,17.04,24.38,38.23,5.21,3.95
sz,="000963",华东医药,药品流通,25.15,26.64,28.49,42.98,30.34,29.11,4.87,71.59
sh,="600315",上海家化,个人用品,24.89,27.77,22.33,46.5,26.53,25.3,3.27,29.79
sz,="002153",石基信息,计算机软件,24.87,25.08,27.01,17.47,21.88,83.18,8.16,11.58
sz,="000671",阳光城,住宅地产开发和管理,24.82,27.3,17.13,20.42,32.37,17.91,1.98,80.42
sz,="002116",中国海诚,建筑与工程,24.73,20.98,17.76,23.13,25.12,24.03,4.66,68.76
sz,="300396",迪瑞医疗,医疗保健设备与用品,24.46,28.67,35.75,11.36,18.28,51.47,8.57,27.22
sz,="002706",良信电器,电气部件与设备,24.09,28.26,36.45,14.9,13.79,59.67,4.87,26.06
sz,="300477",合纵科技,重型电气设备,23.9,27.54,27.95,15.32,19.4,64.54,7.72,52.98
sz,="000858",五粮液,饮料,23.71,36.82,30.01,14.93,15.42,15.7,2.33,15.61
sz,="002775",文科园林,建筑与工程,23.69,26.8,38.72,11.8,18.12,56.71,4.88,37.74
sz,="300440",运达科技,计算机软件,23.64,27.82,31.31,13.6,22.47,58.61,6.29,26.27
sz,="002789",建艺集团,建筑与工程,23.55,31.12,31.05,14.53,18.81,59.6,4.49,66.89
sh,="603010",万盛股份,化学制品,23.55,26.72,28.07,15.52,13.66,53.38,7.58,16.21
sz,="002732",燕塘乳业,食品,23.49,28.04,28.7,12.8,20.21,46.1,5.32,21.99
sz,="300478",杭州高新,化学制品,23.39,26.02,30.15,11.24,20.81,99,7.61,17.09
sz,="000786",北新建材,建筑材料,23.28,20.69,18.64,11.95,21.24,14.71,1.66,31.92
sz,="002262",恩华药业,化学制剂,23.26,22.7,20.94,18.13,23.77,38.87,5.44,28.37
sz,="300370",安控科技,电子设备及服务,23.23,26.37,31.84,16.17,13.89,57.91,8.41,46.31
sh,="600016",民生银行,银行,23.23,25.24,23.95,16.98,20.41,7.4,1.14,93.15
sh,="603778",乾景园林,建筑与工程,23.22,24.2,40.79,18.99,20.12,59.83,6.1,39.65
sz,="300395",菲利华,非金属材料与制品,23.18,25.31,31.66,12.38,16.45,46.42,6.2,17.03
sz,="300376",易事特,电气部件与设备,23.15,22.36,30.46,23.11,17.38,57.56,10.86,69.51
sh,="600887",伊利股份,食品,23.15,25.97,35.33,23.87,23.66,22.69,4.56,49.17
sh,="603568",伟明环保,商业用品与服务,23.14,19.05,13.11,21.48,25.53,53.98,9.12,44.43
sh,="600036",招商银行,银行,23.12,24.78,24.17,17.09,19.28,7.7,1.21,93.39
sh,="603901",永创智能,专用设备,23.09,26.34,33.25,11.97,20.2,85.23,7.31,33.84
sz,="300387",富邦股份,化学原料,22.98,26.77,29.96,10.7,10.74,41.81,5.75,24.52
sh,="600048",保利地产,住宅地产开发和管理,22.95,21.84,20.2,18.63,21.65,7.82,1.32,75.95
sh,="600066",宇通客车,汽车,22.8,25.86,40.58,30.19,25.54,13.63,3.43,57.07
sz,="002241",歌尔股份,电子元器件,22.75,21.51,28.37,14.08,23.29,38.94,4.8,50.66
sz,="002104",恒宝股份,电子设备及服务,22.73,16.72,17.24,26.82,26.32,32.28,7.36,18.37
sz,="002747",埃斯顿,电气部件与设备,22.7,20.82,36.95,11.75,16.3,277,12.74,32.72
sh,="603309",维力医疗,医疗保健设备与用品,22.66,25.14,26.33,13.1,20.2,81.54,7.56,11.63
sz,="300377",赢时胜,资本市场服务,22.61,26.6,32.68,13.28,11.8,168.66,4.6,9.36
sz,="002041",登海种业,农牧渔产品,22.6,20.81,22.57,17.35,20.84,30.1,5.04,25.89
sz,="300412",迦南科技,专用设备,22.54,29.29,36.88,13.81,22.86,76.08,9.74,26.3
sz,="300445",康斯特,电子设备及服务,22.46,22.69,27.62,14.27,21.77,86.88,9.62,7.49
sh,="601166",兴业银行,银行,22.39,26.65,24.67,18.89,21.21,6.1,1.01,94.01
sz,="002768",国恩股份,化学制品,22.33,24.77,29,13.95,21.68,95.48,10.02,28.36
sh,="603998",方盛制药,化学制剂,22.31,24.77,24.41,10.75,18.9,84.93,7.01,12.65
sh,="603589",口子窖,饮料,22.21,31.62,36.32,20.55,20.07,27.42,4.85,26.3
sz,="300026",红日药业,中药,22.17,20.65,12.1,20.37,21.72,25.88,3.4,18.27
sz,="300414",中光防雷,电子设备及服务,22.14,24.72,27.25,19.91,35.89,87.69,8.91,15.3
sh,="603818",曲美家居,耐用家居用品,22.13,20.7,23.69,11.71,16.95,60.83,5.48,17.71
sz,="300473",德尔股份,汽车零配件与设备,22.04,25.77,35.15,12.52,19.53,50.16,4.17,19.64
sh,="603883",老百姓,药品流通,22.03,21.27,20.26,13.65,22.91,52.4,8.21,39.69
sz,="000915",山大华特,化学制剂,21.97,21.24,20.17,14.75,25.05,39.53,5.15,19.29
sh,="600081",东风科技,汽车零配件与设备,21.97,14.42,24.08,14.74,22.11,44.72,4.62,64.41
sz,="002152",广电运通,电脑与外围设备,21.95,21.46,22.8,20.98,21.24,31.4,3.47,38.14
sh,="601398",工商银行,银行,21.92,23.02,23.44,17.1,19.96,5.52,0.85,91.89
sh,="600436",片仔癀,中药,21.92,27.47,22.91,15.43,16.79,43.59,6.45,18.54
sh,="603939",益丰药房,药品流通,21.84,17.67,16.66,13.93,26.22,55.56,8.66,41.75
sz,="300497",富祥股份,化学原料药,21.76,28.11,34.91,29.65,20.84,59.27,10.14,40.95
sh,="600570",恒生电子,资本市场服务,21.73,15.67,23.04,20.98,20.32,74.72,13.67,35.8
sz,="002788",鹭燕医药,药品流通,21.66,22.66,20.83,16.58,17.1,71,6.27,78.24
sh,="603020",爱普股份,食品,21.6,19.95,23.28,11.82,19.1,40.76,3.92,13.27
sh,="600000",浦发银行,银行,21.53,20.95,20.07,18.82,21.02,7.07,1.16,93.68
sz,="300444",双杰电气,电气部件与设备,21.53,22.16,35.5,13.31,20.21,53.12,6.78,32.52
sh,="603030",全筑股份,建筑与工程,21.51,24.98,15.55,11.35,19.62,54.98,4.96,64.1
sh,="603919",金徽酒,饮料,21.5,39.78,58.96,24.09,21.19,39.01,4.83,58.55
sh,="601818",光大银行,银行,21.48,22.54,20.44,15.5,17.36,5.79,0.84,92.93
sz,="000065",北方国际,建筑与工程,21.47,19.99,14.32,14.41,20.89,32.55,3.73,67.3
sh,="603027",千禾味业,食品,21.42,22.33,31.36,15.32,13.9,65.58,5.41,35.44
sh,="600763",通策医疗,医疗保健提供商与服务,21.4,24.38,23.89,26.52,19.17,74.19,11.99,32.81
sz,="300039",上海凯宝,中药,21.39,17.94,13.15,14.25,20.61,30.42,3.9,17.36
sh,="600201",生物股份,生物科技,21.35,12.69,16.37,26.07,28,31.13,6.9,18.89
sz,="300359",全通教育,计算机软件,21.34,26.22,33.02,17.45,13.12,183.33,22.5,14.86
sz,="002244",滨江集团,住宅地产开发和管理,21.3,23.05,16.93,12.02,10.91,19.8,1.82,74.11
sz,="300505",川金诺,化学原料,21.25,23.29,30.38,12.47,13.42,92.72,6.91,32.73
sh,="601939",建设银行,银行,21.23,21.98,22.51,17.27,19.74,5.18,0.83,92.12
sh,="600276",恒瑞医药,化学制剂,21.22,22.91,23.11,24.37,21.28,39.64,8.59,9.91
sh,="600987",航民股份,纺织品,21.1,16.76,17.67,18.9,19.86,17.12,2.83,23.2
sz,="002783",凯龙股份,化学制品,21.07,21.44,24.97,13.66,16.46,64.26,4.75,22.74
sh,="600743",华远地产,住宅地产开发和管理,21.03,20.53,20.94,17.73,18.25,13.07,2.18,78.16
sz,="300424",航新科技,航天航空,21.02,25.6,26.05,10.32,19.3,148.78,8.72,18.55
sz,="002030",达安基因,生物科技,20.91,16.96,15,10.09,19.68,305.64,14.48,36.23
sh,="601288",农业银行,银行,20.89,20.74,20.46,16.79,19.57,5.47,0.86,93.19
sz,="000999",华润三九,化学制剂,20.86,23.06,17.36,17.33,15.93,20.52,3.43,36.15
sh,="603885",吉祥航空,航空运输,20.84,18.16,59.6,36.11,23.71,32.18,7.96,74.16
sz,="002711",*ST欧浦,物流,20.79,26.85,28.92,11.5,10.93,48.93,8.87,50.23
sz,="300027",华谊兄弟,传媒,20.77,12.73,12.61,13.67,20.4,88.62,6.24,40.03
sz,="300430",诚益通,专用设备,20.71,23.97,29.19,10.24,18.24,85.65,7.04,32.61
sh,="603701",德宏股份,汽车零配件与设备,20.68,19.77,32.34,20.99,21.5,97.45,9.44,41.18
sz,="002035",华帝股份,耐用家居用品,20.6,26.89,28.05,13.9,20.95,42.9,5.64,43.41
sz,="300146",汤臣倍健,食品,20.57,15.45,11.06,15.69,22.02,32.27,5.15,7.17
sz,="002508",老板电器,家用电器,20.57,16.65,13.01,29.1,25.55,29.29,7.43,37.01
sz,="300455",康拓红外,电子设备及服务,20.56,23.4,29.35,12.84,17.3,86.23,9.1,19.84
sh,="603198",迎驾贡酒,饮料,20.55,26.02,37.53,16.42,20.7,27.89,4.22,30.4
sz,="300499",高澜股份,电气部件与设备,20.5,21.42,24.83,17.1,19.16,115.97,10.37,57.11
sz,="300427",红相股份,电气部件与设备,20.44,23.28,25.47,13.67,18.82,92.36,9.39,17.01
sz,="002142",宁波银行,银行,20.41,19.97,18.81,17.68,19.45,8.06,1.29,93.71
sz,="300509",新美星,专用设备,20.39,26.43,22.15,17.22,18.38,42.5,3.74,64.3
sz,="000069",华侨城A,酒店餐饮与休闲,20.16,21.35,21.58,15.35,18.4,12.49,1.43,63.41
sz,="300390",天华超净,电子设备及服务,20.14,23.88,23.04,12.35,16.41,118.02,8.05,15.53
sz,="002285",世联行,其他房地产服务,20.13,14.85,12.54,17.67,21.13,33.01,5.4,50.74
sz,="002793",东音股份,电气部件与设备,20.11,30.03,26.69,26.13,22.56,55.12,6.84,38.23
sz,="002275",桂林三金,中药,20.1,16.48,15.6,16.36,20.09,29.7,4.61,15.1
sh,="603116",红蜻蜓,服装与配饰,20.05,29.12,33.75,13,21.1,36.42,3.34,27.29
sh,="603006",联明股份,汽车零配件与设备,19.99,20.77,27.43,14.02,14.7,62.53,5.76,22.79
sh,="600637",东方明珠,传媒,19.79,18.27,20.11,14.49,16.49,73.07,2.74,23.53
sz,="002701",奥瑞金,容器与包装,19.79,25.46,37.17,25.51,22.57,22.92,4.93,56.95
sh,="603696",安记食品,食品,19.63,29.86,44.11,14.04,17.52,79.53,5.82,4.36
sz,="002780",三夫户外,消费品经销商,19.61,20.44,31.98,14.46,14.44,156.06,13.02,15.92
sz,="300124",汇川技术,电气部件与设备,19.59,12.28,14.3,21.91,20.55,37.79,7.41,27.86
sz,="002758",华通医药,药品流通,19.58,21.15,37.68,11.59,17.7,98.16,7.94,43.53
sz,="000550",江铃汽车,汽车,19.56,19.55,27.6,19.56,21.2,15.29,1.71,43.08
sz,="200550",江铃B,,19.56,19.55,27.6,19.56,21.2,11.34,1.24,43.08
sz,="002646",青青稞酒,饮料,19.54,17.99,37.81,10.16,14.95,44.11,3.38,14.16
sh,="600658",电子城,工业地产开发和管理,19.53,20.06,16.7,16.29,17.55,12.53,1.88,33.13
sz,="002781",奇信股份,建筑与工程,19.42,22.86,29.21,14.02,18.84,78.48,5.95,55.74
sh,="600197",伊力特,饮料,19.4,19.32,18.91,16.2,17.02,21.13,3.08,24.95
sz,="300070",碧水源,商业用品与服务,19.35,15.95,11.18,16.35,17.26,37.19,3.69,23.27
sh,="600086",东方金钰,服装与配饰,19.3,24.46,13.13,16.41,10.43,37.92,4.36,70.96
sh,="600015",华夏银行,银行,19.3,18.5,17.44,17.18,19.31,5.81,0.92,94.14
sz,="002450",*ST康得,化学制品,19.26,19.61,13.74,25.55,23.45,36.34,5.7,49.83
sz,="002327",富安娜,纺织品,19.09,18.93,17.45,16.33,19.06,19.32,2.97,21.85
sh,="600104",上汽集团,汽车,19.07,18.52,21.37,17.91,18.97,8.21,1.28,58.78
sh,="600271",航天信息,电子设备及服务,19.07,20.08,22.09,22.04,18.04,31.32,6.27,33.91
sz,="000887",中鼎股份,汽车零配件与设备,19.01,31.43,23.86,21.69,22,34.06,9.61,49.13
sh,="603726",朗迪集团,通用机械,18.98,17.04,30.19,14.85,19.48,50.11,3.87,47.89
