﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2008-12-31 累计(%),归属于母公司普通股股东的加权ROE 2007-12-31 累计(%),归属于母公司普通股股东的加权ROE 2005-12-31 累计(%),归属于母公司普通股股东的加权ROE 2006-12-31 累计(%),归属于母公司普通股股东的加权ROE 2004-12-31 累计(%),PE-TTM(扣非) 2009-04-30 ,PB(不含商誉) 2009-04-30 ,资产负债率 2008-12-31 累计(%)
sh,="900926",宝信B,,25.08,23.21,15.55,18.3,14.07,12,2.53,53.69
sh,="600997",开滦股份,煤炭,24.45,22.37,19.04,19.29,18.44,19,3.33,57.3
sz,="200022",深赤湾B,,24.35,27.83,28.97,28.38,32.26,8.21,1.62,35.43
sz,="000022",深赤湾A,,24.35,27.83,28.97,28.38,32.26,14.25,2.81,35.43
sh,="601918",新集能源,煤炭,23.85,13.34,17.49,18.64,10.17,17.97,4.19,60.79
sh,="900950",新城B股,,23.67,34.06,43.65,37.25,24.83,6.8,1.89,82.59
sz,="002050",三花智控,通用机械,23.6,11.57,22.22,11.26,31.41,61.15,3.5,44.23
sz,="002062",宏润建设,建筑与工程,23.17,17.9,21.37,17.83,21.19,19.27,4.01,72.56
sh,="600557",康缘药业,中药,22.96,18.87,11.25,13.92,12.14,33.55,4.78,27.15
sh,="600276",恒瑞医药,化学制剂,22.87,28.23,15.61,17.59,12.94,31.51,9.78,10.2
sz,="002007",华兰生物,生物科技,22.09,19.75,10.28,14.84,13.13,50.01,8.62,9.31
sz,="000423",东阿阿胶,中药,21.85,17.84,10.52,14.06,13.96,31.28,6.18,23.42
sz,="002081",金螳螂,建筑与工程,21.72,16.71,36.22,31.8,37.8,29.13,5.67,63.37
sz,="002073",软控股份,专用设备,21.12,15.06,30.01,22.58,37.71,26.8,4.78,44.09
sh,="600729",重庆百货,百货商店,21.11,14.96,13.34,13.55,13.67,27.95,4.95,64.37
sz,="000951",中国重汽,专用设备,20.98,43.25,32.31,30.07,58.84,25.65,3.58,75.28
sh,="600971",恒源煤电,煤炭,20.86,15.69,22.54,20.99,33.19,14.4,2.82,65.49
sh,="600033",福建高速,交通基本设施,20.82,18.04,13.2,14.83,13.1,12.38,2.25,46.2
sz,="000726",鲁泰A,纺织品,20.8,21.71,18.76,18.13,18.45,17.8,2.37,46.69
sz,="200726",鲁泰B,,20.8,21.71,18.76,18.13,18.45,8.53,1.13,46.69
sz,="002154",报喜鸟,服装与配饰,20.75,27.07,21.89,25.57,25.13,24.86,4.81,45.99
sz,="000550",江铃汽车,汽车,20.7,23.15,18.4,20.42,16.22,21.27,3.17,30.39
sz,="200550",江铃B,,20.7,23.15,18.4,20.42,16.22,8.18,1.22,30.39
sh,="601939",建设银行,银行,20.68,19.5,21.75,15,22.99,11.46,2.1,93.81
sz,="001696",宗申动力,汽车,20.61,34.09,32.08,30.22,37.25,21.57,4.25,25.76
sz,="002088",鲁阳节能,非金属材料与制品,20.39,22.42,38.96,33.8,42.35,32.01,5.23,31.41
sz,="002063",远光软件,计算机软件,20.02,16.8,22.6,19.73,24.28,37.62,7.22,8.9
sh,="600616",金枫酒业,饮料,19.96,21.33,31.03,23.19,25.29,40.43,5.9,24.95
sh,="600880",博瑞传播,传媒,19.74,24.29,18.56,19.87,20.18,30.56,5.4,23.4
sh,="600995",文山电力,电力公用事业,19.68,19.89,14.32,13.53,11.4,26.18,4.2,45.91
sh,="600005",武钢股份,,19.35,20.78,25.84,18.52,27.76,17.07,1.91,62.2
sz,="002146",荣盛发展,住宅地产开发和管理,19.35,27.64,34.2,33.26,47.95,23.71,3.88,67.98
sz,="002093",国脉科技,通信技术服务,19.28,16.76,20.75,19.23,23.47,55.68,9.98,37.64
sh,="600271",航天信息,电子设备及服务,19.09,19.08,13.39,16.68,12.7,28.3,4.74,25.32
sz,="002215",诺普信,农用化工,19,41.72,16.32,33.01,61.23,35.66,6.03,25.3
sh,="601088",中国神华,煤炭,19,20.1,34.98,26.52,34.97,17.3,3.13,37.45
sz,="002109",兴化股份,化学原料,18.96,12.98,31.51,29.57,22.63,21.05,3.85,29.61
sh,="600439",瑞贝卡,个人用品,18.96,19.24,15.79,17.71,15.7,24.24,3.99,33.74
sz,="002003",伟星股份,服装与配饰,18.55,23.71,14.47,21.26,15.08,19.31,5.36,27.42
sz,="002065",东华软件,计算机软件,18.5,15.73,34.16,21.88,32.86,36.15,7.49,41.94
sh,="600096",云天化,农用化工,18.4,22.08,28.25,21.97,28.53,32.8,2.93,69.24
sh,="600015",华夏银行,银行,18.23,17.12,12.83,13.26,11.16,17.01,1.79,96.25
sz,="002194",武汉凡谷,通信设备,18.04,39.45,42.79,44.28,44.3,33.09,5.68,16.2
sh,="600650",锦江投资,陆运,18.04,18.8,13.81,13.96,11.62,29.79,4.04,24.56
sh,="900914",锦投B股,,18.04,18.8,13.81,13.96,11.62,13.65,1.87,24.56
sh,="601169",北京银行,银行,18,23,34,24,51,14.44,2.15,91.89
sz,="002205",国统股份,建筑产品,17.99,23.78,13.02,13.29,13.21,44.99,4.51,49.56
sz,="002111",威海广泰,专用设备,17.91,17.29,32.55,32.83,30.58,35.14,5.65,44.83
sh,="600809",山西汾酒,饮料,17.86,30.16,14.49,25.32,10.5,20.51,5.03,24.96
sh,="600176",中国巨石,非金属材料与制品,17.85,29.14,18.07,17.47,15.48,46.9,4.47,73.71
sz,="002028",思源电气,重型电气设备,17.68,22.53,20.99,29.64,22.14,30.52,3.74,25.29
sz,="000069",华侨城A,酒店餐饮与休闲,17.65,21.2,20.92,20.79,21.02,36.83,6.89,50.45
sz,="002197",证通电子,电子设备及服务,17.63,43.31,34.9,62.21,24.68,36.96,5.91,37.49
sh,="600325",华发股份,住宅地产开发和管理,17.36,21.98,12.38,12.37,10.2,20.99,3.06,64.49
sz,="000858",五粮液,饮料,17.29,16.52,11.37,14.99,13.21,30.17,4.98,15.12
sh,="600048",保利地产,住宅地产开发和管理,17.25,22.42,54.05,31.07,38.78,27.05,4.5,70.78
sh,="600426",华鲁恒升,农用化工,17.17,17.24,21.58,21.7,18.35,26.46,3.53,54.3
sz,="002164",宁波东力,物流,17.15,20.46,27.8,35.81,38.44,35.79,4.95,42.8
sz,="002151",北斗星通,通信设备,17.04,28.11,52.34,45.72,27.67,57.51,8.89,22.16
sz,="002225",濮耐股份,非金属材料与制品,16.76,23.04,19.05,20.69,13.25,36.1,4.71,38.64
sh,="601808",中海油服,能源设备与服务,16.76,19.86,10.82,13.57,10.09,20.41,4,65.06
sz,="002187",广百股份,百货商店,16.65,29.45,22.97,25.65,17.08,27.64,3.89,49.78
sz,="002219",恒康医疗,医疗保健提供商与服务,16.55,26.86,21.73,19.39,21.05,50.07,5.81,13.07
sh,="600132",重庆啤酒,饮料,16.5,18.4,11.74,19.46,10.01,69.73,9.15,63.92
sz,="002115",三维通信,通信设备,16.43,14.76,28.27,25.66,31.34,40.65,6.24,48.59
sh,="600270",外运发展,,16.29,12.96,18.05,22.4,18.47,46.07,1.74,13.73
sh,="600269",赣粤高速,交通基本设施,15.99,18.79,10.84,17.64,10.75,11.67,1.55,36.64
sh,="600352",浙江龙盛,化学制品,15.95,26.09,17.65,18.38,18.05,24.04,2.98,46.33
sz,="002142",宁波银行,银行,15.91,18.15,24.08,23.79,301.01,18.45,2.61,91.47
sz,="002165",红宝丽,化学原料,15.89,23.82,18.95,30.17,15.34,31.93,6.26,27.95
sz,="002131",利欧股份,传媒,15.76,15.51,32.83,31.29,39.94,28.44,4.16,25.94
sz,="002096",南岭民爆,化学制品,15.73,14.04,20.57,24.49,21.02,64.9,5.62,34.77
sz,="000088",盐田港,交通基本设施,15.52,19.18,19.83,21.39,20.06,16.24,2.16,8.07
sz,="002054",德美化工,化学原料,15.42,14.98,15.45,14.1,24.45,18.06,2.97,45.94
sz,="002204",大连重工,专用设备,15.41,33.21,33.87,46.03,20,40.15,5.41,53.68
sz,="002118",紫鑫药业,中药,15.24,28.69,26.97,23.87,31.38,31.75,4.78,31.2
sh,="600016",民生银行,银行,15.23,18.23,19.18,22.35,17.32,13.39,1.85,94.81
sz,="002177",御银股份,专用设备,15.22,36.43,22.07,42.13,32.35,40.08,5.43,41.58
sz,="000709",河钢股份,黑色金属,15.17,21.55,13.71,16.34,16.66,20.09,1.73,68.63
sh,="600067",冠城大通,住宅地产开发和管理,15.12,23.42,20.34,19.76,15.94,39.19,4.23,76.86
sh,="600675",中华企业,住宅地产开发和管理,15.1,23.38,19.65,20.76,13.38,37.72,4.01,63.67
sh,="600686",金龙汽车,汽车,15.05,24.58,20.82,24.58,17.05,46.25,2.43,71.3
sz,="000690",宝新能源,电力公用事业,15.02,14.4,17.14,41.26,10.18,63.84,3.85,51.22
sz,="002051",中工国际,建筑与工程,14.96,12.38,17.93,13.41,19.07,24,2.99,67.76
sh,="600327",大东方,专营零售,14.88,12.63,13.94,11.76,12.39,25.42,3.42,58.88
sz,="002100",天康生物,农牧渔产品,14.8,13.15,21.49,23.55,19.37,35.7,3.78,38.27
sh,="601857",中国石油,石油天然气,14.8,22.8,29,26,26,23.15,2.62,29.05
sz,="002052",同洲电子,通信设备,14.79,15.86,37.11,15.6,35.64,32.72,4.2,63.95
sh,="600521",华海药业,化学原料药,14.68,14.39,16.25,13,16.25,28.42,3.83,27.31
sz,="002140",东华科技,建筑与工程,14.64,19.16,25.51,27.77,25.08,38.65,5.19,71.19
sz,="002066",瑞泰科技,非金属材料与制品,14.51,11.33,17.38,11.19,20.36,35.26,4.73,53.79
sh,="600012",皖通高速,交通基本设施,14.36,11.27,15.07,15.68,10.2,11.97,1.63,39.23
sh,="601988",中国银行,银行,14.26,13.85,12.6,13.11,10,14.31,1.84,92.9
sz,="000617",中油资本,其他金融服务,14.16,15.6,30.49,22.66,40.74,33.8,4.36,61.31
sz,="000422",ST宜化,农用化工,14.11,23.79,13.75,15.72,12.74,53.84,3.06,72.05
sz,="002161",远望谷,电子设备及服务,13.91,23.44,28.88,24.99,28.52,73.84,10,24.67
sh,="600087",退市长油,,13.91,15.8,17.11,12.22,13.69,30.44,1.97,61.69
sz,="002080",中材科技,合成纤维,13.85,11.84,20.69,17.78,15.16,43.83,5.45,51.05
sz,="002116",中国海诚,建筑与工程,13.75,13.22,18.38,18.41,17.84,28.5,3.86,60.02
sh,="600561",江西长运,陆运,13.74,13.02,12.21,11.91,11.31,36.61,4.75,62.58
sh,="601009",南京银行,银行,13.71,15.95,19.48,25.31,13.84,16.46,2.04,87.89
sz,="002121",科陆电子,电气部件与设备,13.7,22.74,18.16,23.67,13.11,57.58,7.33,36.82
sz,="200024",招商局B,,13.7,21.77,11.72,14,10.96,13.61,1.25,56.51
sz,="000024",招商地产,,13.7,21.77,11.72,14,10.96,31.51,2.9,56.51
sz,="002029",七匹狼,服装与配饰,13.7,17.59,11.5,15.16,15.9,24.91,3.24,29.54
sz,="002203",海亮股份,有色金属,13.67,28.46,22.74,33.01,31.42,24.29,3.09,54.74
sz,="002212",南洋股份,电气部件与设备,13.63,30.41,52.73,39.71,36.97,30.48,3.83,9.99
sh,="600577",精达股份,电气部件与设备,13.6,13.2,13.06,14.52,12.14,18.84,2.18,45.07
sh,="600535",天士力,中药,13.58,10.17,15.52,15.1,14.8,27.05,4.19,39.3
sh,="600598",北大荒,农牧渔产品,13.53,13.99,11.77,13.47,11.2,42.1,4.35,51.6
sh,="600580",卧龙电驱,电气部件与设备,13.48,11.41,12.8,11.81,12.82,32.77,3.83,39.06
sz,="200002",万科B,,13.24,23.75,19.54,23.51,15.39,19.27,2.42,67.44
sz,="000002",万科A,住宅地产开发和管理,13.24,23.75,19.54,23.51,15.39,22.67,2.85,67.44
sh,="600406",国电南瑞,重型电气设备,13.2,16.37,14.76,14.3,13.36,66.57,7.88,49.71
sz,="000731",四川美丰,农用化工,13.19,24.1,22.05,20.76,19.41,19.74,2.48,53.23
sz,="002032",苏泊尔,耐用家居用品,13.19,15.94,10.06,13.88,17,30.28,3.55,18.42
sz,="002183",怡亚通,物流,12.98,20.69,49.99,51.46,53.19,47.9,4.72,76.29
sz,="002120",韵达股份,物流,12.93,16.47,25.03,27.85,18.18,47.91,3.8,59.51
sz,="002214",大立科技,电子设备及服务,12.83,28.33,27.88,23.07,48.71,54.01,5.67,34.93
sh,="600177",雅戈尔,住宅地产开发和管理,12.8,21.54,15.79,18.22,18.55,32.46,2.4,68.68
sh,="600125",铁龙物流,陆运,12.79,20.97,11.32,15.74,10.57,25.26,3.11,7.45
sz,="002218",拓日新能,半导体,12.75,42.31,79.97,63.54,80.47,104.25,9.29,11.16
sz,="000912",泸天化,农用化工,12.64,20.08,23.48,21.36,15.22,24.7,2.39,53.74
sz,="002170",芭田股份,农用化工,12.62,21.54,14.2,21.44,13.39,104.09,4.85,35.86
sz,="000528",柳工,专用设备,12.48,26.69,13,20.53,18.96,27.79,3.22,57.72
sz,="002004",华邦健康,农用化工,12.44,36.47,12.98,13.37,17.93,37,3.51,28.35
sz,="002030",达安基因,生物科技,12.41,12.26,10.04,10.4,15.7,90.82,7.16,27.29
sz,="002139",拓邦股份,电子设备及服务,12.39,11.43,29.31,24.54,39.79,54.79,6.46,32.83
sz,="002033",丽江旅游,酒店餐饮与休闲,12.38,20.47,13.49,14.66,21.39,26.99,3.63,40.67
sz,="002200",*ST云投,建筑与工程,12.34,22.11,22.81,22.88,24.82,35.32,4.03,22.66
sz,="002191",劲嘉股份,商业用品与服务,12.25,26.23,40.74,34.96,48.84,31.1,4.29,35.59
sz,="002208",合肥城建,住宅地产开发和管理,12.18,25.05,20.24,19.72,14.36,35.29,2.31,47.96
sz,="000926",福星股份,住宅地产开发和管理,12.17,16.37,17.09,19.94,18.9,16.34,1.39,50.31
sz,="002107",沃华医药,中药,12.06,11.13,29.36,24.84,32.86,56.83,4.92,10.42
sz,="002206",海利得,合成纤维,12.04,26.94,25.33,34.37,25.78,27.36,2.91,11.77
sz,="002082",万邦德,有色金属,12.03,16.67,16.05,18.69,22.99,27.16,2.74,30.29
sh,="600121",郑州煤电,煤炭,12.02,13.31,12.55,11.59,10.79,28.81,2.58,62.32
sz,="002195",二三四五,互联网软件与服务,12,30.04,24.23,29.1,26.61,65.33,5.13,12.32
sz,="002090",金智科技,重型电气设备,11.87,12.39,30.52,27.72,26.41,37.4,3.47,27.86
sz,="002132",恒星科技,黑色金属,11.87,17.3,20.78,25.85,25.03,28.68,2.6,47.22
sz,="002158",汉钟精机,通用机械,11.77,19.54,32.5,33.36,25.05,34.78,3.29,13.67
sh,="600525",长园集团,电气部件与设备,11.76,20.43,14.45,23.09,14.56,36.3,4.09,46.75
sz,="002117",东港股份,商业用品与服务,11.74,11.25,31.33,29.01,27.69,22.95,2.53,18.54
sz,="002213",特尔佳,汽车零配件与设备,11.72,25.72,37.59,24.19,51.67,73.32,3.96,25.3
sz,="002179",中航光电,电子元器件,11.71,22.03,37.26,29.66,27.84,41.63,4.84,40.15
sz,="000852",石化机械,能源设备与服务,11.7,10.35,11.63,20.82,10.97,30.58,3.26,39.99
sz,="002209",达意隆,专用设备,11.65,19.13,17.52,18.89,16.36,49.15,4.18,58.75
sz,="002010",传化智联,物流,11.65,15.44,17.84,17.22,20.33,26.33,2.65,40.01
sz,="000630",铜陵有色,有色金属,11.64,16.38,14.84,15.32,11.72,37.82,3.53,64.32
sh,="600227",圣济堂,农用化工,11.6,15.36,18.26,15.54,12.47,21.16,1.79,56.95
sh,="600717",天津港,交通基本设施,11.59,13.22,21.01,12.38,10.95,26.09,2.17,39.86
sz,="002014",永新股份,容器与包装,11.48,12.07,13.02,13.55,18.69,23.97,2.8,30.85
sz,="002074",国轩高科,电气部件与设备,11.45,10.54,12.38,14.82,23.33,49.72,4.11,45.68
sh,="600362",江西铜业,有色金属,11.33,27.43,24.33,43.74,20.19,43.96,3.5,38.16
sh,="600058",五矿发展,工业贸易经销商,11.31,28.95,11.67,16.96,24.11,54.25,2.15,76.46
sz,="002167",东方锆业,有色金属,11.23,15.99,18.49,21.95,14.03,52.07,4.94,47.33
sz,="002186",全聚德,酒店餐饮与休闲,11.13,19.27,21.97,25.25,19.12,49.54,5.43,30.81
sz,="002173",创新医疗,医疗保健提供商与服务,11.06,20.63,19.73,26.67,27.49,44.86,3.54,40.4
sz,="002150",通润装备,容器与包装,10.99,24.22,32.57,38.18,17.9,37.22,3.03,11.39
sz,="002133",广宇集团,住宅地产开发和管理,10.92,17.79,32.85,26.53,31.62,32.45,3.17,71.43
sh,="600563",法拉电子,电子元器件,10.86,16.41,11.82,13.59,10.82,28.34,2.64,9.94
sh,="600467",好当家,农牧渔产品,10.85,20.1,11.49,11.18,11.64,39.79,3.43,20.04
sz,="002129",中环股份,半导体,10.79,12.34,16.25,18.08,25.19,60.64,3.45,23.17
sh,="600549",厦门钨业,有色金属,10.78,11.81,22.05,25.49,16.7,49.76,4.48,61.43
sz,="002222",福晶科技,光电子器件,10.77,30.46,26.48,33.73,27.48,41.09,2.92,7.67
sh,="600993",马应龙,中药,10.73,20.26,10.99,12.17,13.4,38.45,3.64,25.06
sh,="600475",华光股份,通用机械,10.7,18.78,19.01,22.05,14.91,45.35,4.01,76.71
sz,="000060",中金岭南,有色金属,10.54,41.27,20.99,55.63,11.73,123.71,4.51,50.96
sz,="002069",獐子岛,农牧渔产品,10.44,15.32,62.85,34.62,43.48,36.79,3.56,30.39
sh,="600438",通威股份,农牧渔产品,10.41,14.39,17.51,19.48,10.62,69.05,6.96,71.07
sz,="000778",新兴铸管,黑色金属,10.31,12.88,15.53,12.09,19.85,24.34,1.71,54.43
sz,="200488",晨鸣B,,10.24,12.64,11.74,10.83,10.91,14.69,0.57,46.68
sz,="000488",晨鸣纸业,纸类与林业产品,10.24,12.64,11.74,10.83,10.91,32.34,1.25,46.68
sz,="000039",中集集团,通用机械,10,24.46,31.5,26.71,37.39,41.37,1.8,56.78
sz,="200039",中集B,,10,24.46,31.5,26.71,37.39,21.26,0.92,56.78

数据来源于：理杏仁网站(lixinger.com)
