﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2003-12-31 累计(%),归属于母公司普通股股东的加权ROE 2007-12-31 累计(%),归属于母公司普通股股东的加权ROE 2005-12-31 累计(%),归属于母公司普通股股东的加权ROE 2006-12-31 累计(%),归属于母公司普通股股东的加权ROE 2004-12-31 累计(%),PE-TTM(扣非) 2008-04-30 ,PB(不含商誉) 2008-04-30 ,资产负债率 2007-12-31 累计(%)
sh,="600886",国投电力,电力公用事业,22.18,18.67,25.72,19.32,27.51,21.47,2.41,64.4
sz,="000778",新兴铸管,黑色金属,22.15,12.88,15.53,12.09,19.85,18.67,2.2,48.92
sz,="002068",黑猫股份,化学原料,22.15,15.62,17.65,21.19,20.99,29.33,4.27,62.22
sh,="600307",酒钢宏兴,黑色金属,22.14,17.51,14.17,11.2,24.07,17.6,2.97,49.79
sz,="000602",金马集团,,22.09,11.55,18.28,16.08,24.75,157.69,12.25,70
sz,="000635",英力特,化学制品,22.04,31.18,21.68,17.1,31.69,33.13,9.61,80.92
sh,="600708",光明地产,住宅地产开发和管理,22.02,16.05,20.05,17.9,22.36,34.25,3.34,58.87
sz,="002101",广东鸿图,汽车零配件与设备,21.9,10.37,31.65,25.81,33.19,28.8,3,43.4
sh,="600837",海通证券,证券,21.71,57.79,25.01,23.25,41,36.31,5.77,61.32
sh,="600686",金龙汽车,汽车,21.68,24.58,20.82,24.58,17.05,25.6,5.46,70.28
sz,="000550",江铃汽车,汽车,21.56,23.15,18.4,20.42,16.22,17.61,3.78,40.97
sz,="200550",江铃B,,21.56,23.15,18.4,20.42,16.22,8.19,1.76,40.97
sz,="000027",深圳能源,电力公用事业,21.49,16.6,17.31,17.41,17.73,67.62,2.46,43.82
sh,="600019",宝钢股份,黑色金属,21.46,15.22,20.63,16.84,24.67,18.54,2.63,49.77
sz,="002003",伟星股份,服装与配饰,21.32,23.71,14.47,21.26,15.08,30.96,4.64,48.07
sz,="000617",中油资本,其他金融服务,21.31,15.6,30.49,22.66,40.74,72.18,6.75,63.88
sh,="600993",马应龙,中药,21.01,20.26,10.99,12.17,13.4,144.24,3.42,21.85
sz,="000402",金融街,住宅地产开发和管理,20.98,17.02,19.5,21.73,26.47,85.28,1.93,64.63
sh,="600616",金枫酒业,饮料,20.89,21.33,31.03,23.19,25.29,39.86,7.56,59.7
sh,="600808",马钢股份,黑色金属,20.71,11.39,15.1,11.37,21.35,17.87,2.03,67
sz,="002100",天康生物,农牧渔产品,20.68,13.15,21.49,23.55,19.37,37.19,4.41,39.86
sz,="000039",中集集团,通用机械,20.42,24.46,31.5,26.71,37.39,16.83,2.91,56.57
sz,="200039",中集B,,20.42,24.46,31.5,26.71,37.39,10.46,1.81,56.57
sz,="002033",丽江旅游,酒店餐饮与休闲,20.19,20.47,13.49,14.66,21.39,31.69,6.44,24.93
sh,="600067",冠城大通,住宅地产开发和管理,20.17,23.42,20.34,19.76,15.94,30.86,8.18,82.72
sh,="600997",开滦股份,煤炭,20.14,22.37,19.04,19.29,18.44,36.82,8.62,54.2
sh,="600406",国电南瑞,重型电气设备,20.11,16.37,14.76,14.3,13.36,41.02,5.97,46.49
sz,="002067",景兴纸业,纸类与林业产品,19.66,10.45,18.05,14.15,18.19,54.22,2.16,47.18
sz,="000538",云南白药,中药,19.61,28.18,30.91,29.32,27.27,40.15,9.6,50.24
sh,="601001",大同煤业,煤炭,19.53,13.78,32.79,20.34,29.95,50.13,6.65,47.55
sz,="002096",南岭民爆,化学制品,19.47,14.04,20.57,24.49,21.02,36.32,4.15,33.65
sh,="600016",民生银行,银行,19.46,18.23,19.18,22.35,17.32,21.53,3.44,94.54
sz,="002062",宏润建设,建筑与工程,19.39,17.9,21.37,17.83,21.19,23.56,3.79,64.17
sz,="002116",中国海诚,建筑与工程,19.36,13.22,18.38,18.41,17.84,42.81,5.23,57.87
sh,="600048",保利地产,住宅地产开发和管理,18.97,22.42,54.05,31.07,38.78,43.36,4.65,68.62
sh,="600519",贵州茅台,饮料,18.65,39.3,23.99,27.67,21.53,54.51,18.98,20.16
sz,="002098",浔兴股份,服装与配饰,18.54,12.51,17.77,24.85,19.9,40.26,3.76,49.79
sz,="002056",横店东磁,电子元器件,18.54,13.63,22.9,18.72,19.13,34.05,2.7,15.68
sh,="600880",博瑞传播,传媒,18.36,24.29,18.56,19.87,20.18,42.51,7,31.11
sh,="601666",平煤股份,煤炭,17.91,19.86,41.98,33.22,45.28,40.27,7.61,42.57
sh,="600123",兰花科创,煤炭,17.76,18.99,29.32,30.5,24.03,30.41,6.71,52.92
sh,="600497",驰宏锌锗,有色金属,17.6,50.56,19.76,78.34,13.06,19.92,13.9,41.58
sz,="002066",瑞泰科技,非金属材料与制品,17.58,11.33,17.38,11.19,20.36,43.69,4.64,50.53
sh,="600438",通威股份,农牧渔产品,17.48,14.39,17.51,19.48,10.62,99.77,13.9,62.53
sh,="600348",阳泉煤业,煤炭,17.38,15.21,23.94,24.19,16.74,39.85,5.97,48.39
sh,="600270",外运发展,,17.31,12.96,18.05,22.4,18.47,21.14,2.66,28.57
sz,="000069",华侨城A,酒店餐饮与休闲,17.3,21.2,20.92,20.79,21.02,54.78,8.84,54.24
sz,="000829",天音控股,专营零售,17.09,29.3,16.29,27.4,17.82,33.68,5.26,66.68
sz,="000898",鞍钢股份,黑色金属,17.05,21.32,19.52,26.44,18.62,20.29,2.75,37.48
sh,="600439",瑞贝卡,个人用品,16.97,19.24,15.79,17.71,15.7,36.71,6.72,29.12
sz,="000651",格力电器,家用电器,16.86,31.94,20.04,21.92,18.34,29.55,6.67,77.06
sh,="600525",长园集团,电气部件与设备,16.72,20.43,14.45,23.09,14.56,29.33,6.14,45.59
sh,="600177",雅戈尔,住宅地产开发和管理,16.68,21.54,15.79,18.22,18.55,38.66,3.32,53.11
sh,="600011",华能国际,电力公用事业,16.61,13.47,12.6,13.74,15.08,27.13,2.56,58.44
sz,="000895",双汇发展,食品,16.43,26.73,21.88,24.78,17.86,43.12,12.41,32.05
sz,="000825",太钢不锈,黑色金属,16.39,27.1,15.16,23.64,22.59,14.01,3.11,69.38
sz,="002077",大港股份,住宅地产开发和管理,16.11,11.16,17.9,15.64,15.88,32.73,3.98,54.43
sh,="600845",宝信软件,计算机软件,16,23.21,15.55,18.3,14.07,40.97,8.7,51.28
sh,="900926",宝信B,,16,23.21,15.55,18.3,14.07,22.6,4.71,51.28
sz,="002109",兴化股份,化学原料,15.97,12.98,31.51,29.57,22.63,34.37,3.96,34.73
sz,="200488",晨鸣B,,15.96,12.64,11.74,10.83,10.91,10.77,1.33,51.93
sz,="000488",晨鸣纸业,纸类与林业产品,15.96,12.64,11.74,10.83,10.91,26.08,3.21,51.93
sh,="600015",华夏银行,银行,15.53,17.12,12.83,13.26,11.16,24.86,4.4,97.8
sh,="600087",退市长油,,15.5,15.8,17.11,12.22,13.69,58.68,4.46,59.04
sz,="000970",中科三环,电子元器件,15.28,15.39,19.54,15.42,17.78,32.8,4.5,44.16
sh,="601318",中国平安,保险,15,16.88,10.6,17.3,11.6,34.11,4.75,83.23
sh,="600475",华光股份,通用机械,14.86,18.78,19.01,22.05,14.91,37.82,3.29,75.25
sz,="000726",鲁泰A,纺织品,14.81,21.71,18.76,18.13,18.45,18.29,3.71,57.33
sz,="200726",鲁泰B,,14.81,21.71,18.76,18.13,18.45,8.9,1.8,57.33
sz,="000939",*ST凯迪,电力公用事业,14.76,31.39,13.66,13.88,15.11,37.41,2.52,61.72
sh,="600357",承德钒钛,,14.73,12.96,10.21,15.57,15.89,29.38,3.64,71.48
sh,="600026",中远海能,水上运输,14.43,32.03,28.18,23.81,24.17,22.79,5.56,31.51
sh,="600058",五矿发展,工业贸易经销商,14.37,28.95,11.67,16.96,24.11,28.92,4.25,86.95
sh,="600717",天津港,交通基本设施,14.35,13.22,21.01,12.38,10.95,66.83,3.81,38.7
sh,="600900",长江电力,电力公用事业,14.31,15.16,15.07,15.64,14.56,29.69,3.32,35.86
sh,="600583",海油工程,能源设备与服务,14.25,30.87,28.31,27.95,22.53,42.48,11.62,50.47
sh,="600995",文山电力,电力公用事业,14.16,19.89,14.32,13.53,11.4,33.62,6.83,49.16
sz,="002076",雪莱特,家用电器,14.03,14.84,31.64,26.84,28.33,48.31,5.41,18.07
sh,="600642",申能股份,电力公用事业,14.03,14.47,14.46,16.52,13.39,20.48,2.43,32.16
sh,="600000",浦发银行,银行,13.96,20.1,17.21,19.37,15.17,21.86,5.97,96.91
sh,="600521",华海药业,化学原料药,13.84,14.39,16.25,13,16.25,36.98,4.68,22.78
sh,="600082",海泰发展,工业地产开发和管理,13.71,12.99,10.84,10.87,12,97.85,2.63,21.14
sh,="600176",中国巨石,非金属材料与制品,13.7,29.14,18.07,17.47,15.48,48.34,9.8,67.35
sh,="600879",航天电子,航天航空,13.61,13.94,16.16,17.18,14.77,36.75,4.06,41.42
sz,="000933",神火股份,有色金属,13.58,51.7,29.35,23.8,26.59,31.25,10.39,69.81
sh,="600325",华发股份,住宅地产开发和管理,13.43,21.98,12.38,12.37,10.2,31.1,6.47,75.46
sh,="600795",国电电力,电力公用事业,13.09,15.45,13.19,12.65,14.08,25.14,2.96,66.92
sz,="200002",万科B,,12.98,23.75,19.54,23.51,15.39,22.95,3.72,66.11
sz,="000002",万科A,住宅地产开发和管理,12.98,23.75,19.54,23.51,15.39,34.17,5.54,66.11
sh,="600535",天士力,中药,12.94,10.17,15.52,15.1,14.8,46.78,4.84,36.18
sz,="000731",四川美丰,农用化工,12.92,24.1,22.05,20.76,19.41,21.49,4.76,40.83
sh,="600308",华泰股份,纸类与林业产品,12.88,14.96,14.87,15.73,13.45,30.2,3.2,58.68
sh,="600533",栖霞建设,住宅地产开发和管理,12.85,22.81,23.26,24.37,17.95,18.05,3.98,67.64
sh,="600036",招商银行,银行,12.79,24.76,17.51,18.49,16.1,27.06,6.89,94.81
sh,="600426",华鲁恒升,农用化工,12.76,17.24,21.58,21.7,18.35,30.08,5.12,51.34
sz,="000761",本钢板材,黑色金属,12.69,10.38,12.38,13.83,15.37,18.65,1.89,43.34
sz,="200761",本钢板B,,12.69,10.38,12.38,13.83,15.37,11.05,1.12,43.34
sz,="002114",罗平锌电,有色金属,12.51,21.59,20.17,38.62,19.85,44.37,6.17,50.23
sh,="601991",大唐发电,电力公用事业,12.49,12.93,13.54,14.45,14.17,53.59,5.8,71.42
sh,="600888",新疆众和,有色金属,12.45,21.22,14.93,16.47,17.11,43.07,3.44,57.97
sh,="600066",宇通客车,汽车,12.45,19.25,15.32,18.22,12.6,28.47,5.34,64.18
sz,="200024",招商局B,,12.42,21.77,11.72,14,10.96,17.76,2.36,63.58
sz,="000024",招商地产,,12.42,21.77,11.72,14,10.96,28.77,3.86,63.58
sz,="000858",五粮液,饮料,12.42,16.52,11.37,14.99,13.21,63.27,10.2,16.81
sh,="600028",中国石化,石油天然气,12.05,19.52,19.68,21.46,18.4,36.4,3.64,54.58
sz,="002080",中材科技,合成纤维,12.04,11.84,20.69,17.78,15.16,43.96,4.85,50.31
sh,="600761",安徽合力,专用设备,12.03,17.47,15.61,19.09,14.74,23.74,3.57,28.64
sh,="600183",生益科技,电子元器件,12,25.65,16.26,28.73,17.87,21.59,4.53,51.43
sh,="600423",*ST柳化,农用化工,11.97,11.86,13.91,15.17,10.97,29.79,3.14,54.71
sz,="200053",深基地b,,11.92,13.52,16.19,17.5,15.28,20.24,2.27,49.55
sz,="000926",福星股份,住宅地产开发和管理,11.88,16.37,17.09,19.94,18.9,14.94,2.35,63.14
sh,="600834",申通地铁,陆运,11.88,13.45,14.26,14.68,10.6,39.05,4.62,13.74
sh,="600547",山东黄金,有色金属,11.83,25.91,13.6,19.43,11.03,57.5,11.15,45.73
sz,="000690",宝新能源,电力公用事业,11.71,14.4,17.14,41.26,10.18,59.81,5.87,41.61
sz,="000709",河钢股份,黑色金属,11.69,21.55,13.71,16.34,16.66,18.36,3.61,66.33
sh,="600675",中华企业,住宅地产开发和管理,11.62,23.38,19.65,20.76,13.38,35.06,4.51,65.02
sz,="000423",东阿阿胶,中药,11.61,17.84,10.52,14.06,13.96,65.72,11.76,21.43
sh,="600125",铁龙物流,陆运,11.6,20.97,11.32,15.74,10.57,27.13,3.58,25.04
sz,="000767",漳泽电力,电力公用事业,11.54,14.85,12.75,17.71,11.53,31.66,2.61,62.33
sh,="600408",ST安泰,黑色金属,11.48,13.5,15.28,14.22,25.5,43.54,5.25,45.48
sz,="000667",美好置业,住宅地产开发和管理,11.26,22.84,14.8,16.17,13.58,30.19,2.29,41.78
sh,="600033",福建高速,交通基本设施,11.16,18.04,13.2,14.83,13.1,19.29,4.63,28.51
sh,="600009",上海机场,交通基本设施,11.15,15.62,16.35,15.6,18.54,26.44,3.64,27.63
sh,="600561",江西长运,陆运,11.02,13.02,12.21,11.91,11.31,29.34,3.38,57.98
sh,="900950",新城B股,,10.95,34.06,43.65,37.25,24.83,16.81,4.62,84.88
sh,="600276",恒瑞医药,化学制剂,10.93,28.23,15.61,17.59,12.94,48.86,12.19,18.9
sh,="600563",法拉电子,电子元器件,10.73,16.41,11.82,13.59,10.82,25.52,3.54,7.52
sh,="600508",上海能源,煤炭,10.62,19.18,20.63,20.22,20.86,28.32,5.25,48.67
sh,="600531",豫光金铅,有色金属,10.57,18.16,12.92,18.8,15.85,26.74,4.7,69.98
sh,="600636",三爱富,化学原料,10.51,10.93,18.77,15.75,18.17,106.51,3.94,59.45
sh,="600361",华联综超,食品与主要用品零售,10.48,12.72,17.45,13.95,14.58,37.39,4.55,57.03
sh,="600020",中原高速,交通基本设施,10.42,11.95,13.95,12.79,13.67,20.41,1.99,68.54
sh,="600005",武钢股份,,10.37,20.78,25.84,18.52,27.76,19.08,4.84,60.24
sz,="200869",张裕B,,10.32,30.98,16.47,22.13,12.34,35.21,9.98,28.82
sz,="000869",张裕A,饮料,10.32,30.98,16.47,22.13,12.34,60.05,17.03,28.82
sh,="600362",江西铜业,有色金属,10.17,27.43,24.33,43.74,20.19,23.26,5.33,38.84
sh,="600557",康缘药业,中药,10.16,18.87,11.25,13.92,12.14,52.32,6.19,45.92
sh,="600598",北大荒,农牧渔产品,10.13,13.99,11.77,13.47,11.2,80.65,8.6,58.95

数据来源于：理杏仁网站(lixinger.com)
