﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2008-12-31 累计(%),归属于母公司普通股股东的加权ROE 2007-12-31 累计(%),归属于母公司普通股股东的加权ROE 2011-12-31 累计(%),归属于母公司普通股股东的加权ROE 2006-12-31 累计(%),归属于母公司普通股股东的加权ROE 2009-12-31 累计(%),PE-TTM(扣非) 2011-04-30 ,PB(不含商誉) 2011-04-30 ,资产负债率 2010-12-31 累计(%)
sz,="002311",海大集团,农牧渔产品,34.25,34.25,14.67,45.78,26.14,43.25,3.99,30.77
sz,="200771",杭汽轮B,,34.22,30.66,20.82,42.37,27.7,9.64,2.24,45.81
sz,="300005",探路者,休闲设备与用品,34.14,43.39,19.48,17.29,22.74,58.94,7.45,20.35
sz,="002038",双鹭药业,生物科技,33.33,27.79,37.46,12.53,28.37,50.37,11.03,2.98
sh,="601666",平煤股份,煤炭,32.83,19.86,18.78,33.22,17.71,19.41,3.47,47.26
sz,="002281",光迅科技,通信设备,32.15,36.7,10.46,24.23,22.67,48.19,5.4,28.75
sz,="002275",桂林三金,中药,31.92,39.19,15.6,35.08,26.79,37.53,5.55,9.16
sh,="600505",西昌电力,电力公用事业,31.82,33.21,27.36,58.41,47.89,50.42,7.15,62.51
sz,="002325",洪涛股份,建筑与工程,31.77,49.23,11.38,46.42,31.98,46.44,4.17,33.72
sh,="600582",天地科技,专用设备,31.72,34.96,24.53,28.35,32.84,32.32,6.6,46.96
sz,="000895",双汇发展,食品,31.71,26.73,14.86,24.78,34.96,31.02,9.56,35.54
sh,="600547",山东黄金,有色金属,31.7,25.91,40.1,19.43,29.11,52.12,19.15,52.14
sh,="601888",中国国旅,酒店餐饮与休闲,31.63,49.22,15.59,48.39,18.67,55.58,5.92,30.4
sz,="002024",苏宁易购,专营零售,31.6,37.66,23.68,33.87,28.44,22.64,4.98,57.08
sh,="600685",中船防务,专用设备,31.58,52.17,13.31,30.77,17.42,22.57,3.59,69.12
sz,="300027",华谊兄弟,传媒,31.42,67.34,12.61,89.16,17.55,53.47,5.83,22.34
sz,="002296",辉煌科技,通信设备,31.31,30.63,14.64,25.25,19.48,72.87,8.79,16.09
sz,="002358",森源电气,电气部件与设备,31.22,28.03,13.94,23.01,27.93,45.28,3.81,28.1
sz,="002128",露天煤业,煤炭,31.22,28.57,38.09,44.29,35.15,20.6,6.73,47.51
sz,="002299",圣农发展,农牧渔产品,31.15,33.85,16.78,14.09,23.55,45.25,7.79,44.32
sz,="002022",科华生物,生物科技,31.03,28.64,24.46,21.26,30.28,35.32,7.98,14.31
sh,="600508",上海能源,煤炭,30.87,19.18,21.42,20.22,21.77,14.43,2.96,29.87
sz,="000651",格力电器,家用电器,30.36,31.94,34,21.92,33.48,14.13,4.35,78.64
sh,="600348",阳泉煤业,煤炭,30.23,15.21,28.23,24.19,29.12,23.35,6.33,54.98
sz,="300015",爱尔眼科,医疗保健提供商与服务,29.8,28.84,13.2,15.28,21.52,71.16,7.73,18.86
sz,="000538",云南白药,中药,29.4,28.18,24.29,29.32,17.98,43.26,9.09,42.17
sz,="300046",台基股份,半导体,29.36,27.28,10.69,22.45,28.85,35.21,3.81,7.67
sz,="002287",奇正藏药,中药,29.32,24.76,14.15,21.51,21.11,59.98,7.49,8.39
sh,="600970",中材国际,专用设备,28.97,28.23,38.66,16.44,43.49,21.09,8.19,80.44
sz,="002305",南国置业,商业地产开发和管理,28.77,35.29,18.4,38.26,20.42,34.01,4.62,59.75
sz,="002244",滨江集团,住宅地产开发和管理,28.75,54.45,16.93,50.49,20.61,15.97,3.53,79.85
sz,="300014",亿纬锂能,电子设备及服务,28.46,41.86,13.95,48.48,19.32,47.71,4.95,15.68
sz,="002152",广电运通,电脑与外围设备,28.19,43.78,22.8,47.31,26.02,26.88,6.11,26.96
sz,="002341",新纶科技,化学制品,27.95,50.5,12.56,39.46,24.22,57.04,4.5,36.77
sh,="600066",宇通客车,汽车,27.72,19.25,40.58,18.22,29.27,12.59,4.49,63.43
sz,="002277",友阿股份,百货商店,27.45,24.93,16.34,49.01,16.61,30.67,4.54,46.28
sh,="600036",招商银行,银行,27.41,24.76,24.17,18.49,21.18,10.98,2.34,94.42
sz,="200028",一致B,,27.33,28.26,27.52,17.09,25.99,19.34,4.8,82.06
sz,="000028",国药一致,药品流通,27.33,28.26,27.52,17.09,25.99,30.97,7.67,82.06
sz,="300020",银江股份,信息技术服务,27.32,55,12.6,34.99,19.95,51.02,5.04,50.69
sz,="002217",合力泰,光电子器件,27.31,35.97,12.34,39.33,11.21,34.96,3.35,35.28
sz,="300006",莱美药业,化学制剂,26.85,26.9,12.35,13.56,16.6,67.94,7.43,36.47
sz,="002273",水晶光电,光电子器件,26.15,55.98,21.35,50.5,14.41,42.98,7.91,13.09
sh,="601166",兴业银行,银行,26.06,25.34,24.67,25.87,24.54,8.98,1.81,95.03
sz,="002153",石基信息,计算机软件,25.95,35.48,27.01,43.11,19.52,46.77,13.19,15.35
sz,="000650",仁和药业,中药,25.94,18.15,30.46,104.49,22.65,37.12,9.17,38.3
sh,="600511",国药股份,药品流通,25.46,21.06,19.48,16.07,24.53,31.77,6.27,60.41
sz,="000552",靖远煤电,煤炭,25.38,18.06,15.17,23.55,12.66,52.91,6.82,30.37
sz,="300009",安科生物,生物科技,25.33,19.74,12.05,14.61,18.8,62.21,4.97,11.41
sz,="000963",华东医药,药品流通,25.31,33.94,28.49,17.8,40.2,37.27,8.92,68.38
sh,="601117",中国化学,建筑与工程,25.17,46.55,16.65,36.67,23.89,20.87,2.6,61.25
sh,="600517",置信电气,重型电气设备,25.11,38.96,12.93,25.53,24.15,27.84,7.32,26.54
sh,="600845",宝信软件,计算机软件,25.08,23.21,21.03,18.3,23.27,32.88,5.54,54.13
sh,="900926",宝信B,,25.08,23.21,21.03,18.3,23.27,17.89,3.03,54.13
sz,="300037",新宙邦,化学原料,25.08,37.89,11.99,44.71,35.66,40.63,4.18,9.9
sh,="601899",紫金矿业,有色金属,25,58.21,24.52,56.28,20.7,21.47,4.92,32.22
sh,="600997",开滦股份,煤炭,24.45,22.37,12.89,19.29,17.87,26.1,3.77,55.57
sz,="200022",深赤湾B,,24.35,27.83,15.19,28.38,15.08,11.7,2.06,38.62
sz,="000022",深赤湾A,,24.35,27.83,15.19,28.38,15.08,16.86,2.97,38.62
sz,="000987",越秀金控,证券,24.31,20.82,22.29,17.63,23.51,23.73,5.03,47.13
sz,="002267",陕天然气,石油天然气,24.05,41.89,15.65,37.6,16.98,23.44,3.8,37.94
sh,="601918",新集能源,煤炭,23.85,13.34,18.1,18.64,14.24,20.36,3.6,63.43
sz,="002357",富临运业,陆运,23.75,35.89,16.37,15.59,26.81,39.31,4.63,32.85
sz,="002237",恒邦股份,有色金属,23.75,41.12,13.19,28.39,12.98,33.37,6.01,74.55
sh,="900950",新城B股,,23.67,34.06,33.47,37.25,23.84,10.93,2.27,87.32
sz,="002050",三花智控,通用机械,23.6,11.57,14.05,11.26,19.83,29.12,3.64,39.26
sh,="600031",三一重工,专用设备,23.3,43.49,55.96,23.68,29.37,20.2,10.17,61.97
sz,="002241",歌尔股份,电子元器件,23.19,49.84,28.37,33.33,11.88,55.53,9.34,47.93
sh,="600557",康缘药业,中药,22.96,18.87,14.15,13.92,15.54,40.3,5.56,37.39
sh,="600276",恒瑞医药,化学制剂,22.87,28.23,23.11,17.59,28.61,45.44,9.67,10.8
sz,="002252",上海莱士,生物科技,22.69,43.52,23.54,27.31,18.5,40.29,8.76,10.65
sz,="000885",城发环境,建筑材料,22.68,24.54,17.98,14.29,11,27.68,2.95,62.96
sz,="002123",梦网集团,通信技术服务,22.4,20.58,16.45,40.82,20.02,47.59,6.8,42.31
sz,="002255",海陆重工,通用机械,22.3,45,11.61,39.75,16.48,35.59,3.38,41.9
sz,="002007",华兰生物,生物科技,22.09,19.75,16.34,14.84,43.29,38.92,8.91,6.6
sz,="000423",东阿阿胶,中药,21.85,17.84,27.47,14.06,21.12,46.43,9.77,21.69
sz,="002081",金螳螂,建筑与工程,21.72,16.71,45.3,31.8,23.93,42.31,14.97,69.37
sz,="002345",潮宏基,服装与配饰,21.7,32,11.1,26.97,28.57,41.51,3.58,7.11
sz,="002344",海宁皮城,房地产租赁,21.26,47.69,24.64,30.24,19.8,48.42,6.36,54.29
sz,="000527",美的电器,,21.19,29.82,21.08,15.49,28.74,20.98,3.89,61.04
sz,="002073",软控股份,专用设备,21.12,15.06,17.48,22.58,17.25,46.26,6.82,41.41
sh,="600729",重庆百货,百货商店,21.11,14.96,24.69,13.55,17.76,47.95,6.65,74.16
sh,="600971",恒源煤电,煤炭,20.86,15.69,17.61,20.99,16.63,17.7,3.17,53.29
sh,="601328",交通银行,银行,20.86,17.17,20.49,14,19.26,8.05,1.42,94.34
sz,="000726",鲁泰A,纺织品,20.8,21.71,18.13,18.13,15.3,14.12,2.24,32.42
sz,="200726",鲁泰B,,20.8,21.71,18.13,18.13,15.3,8.54,1.36,32.42
sz,="002264",新华都,食品与主要用品零售,20.79,51.35,22.91,35.24,13.25,42,6.67,68.24
sz,="002154",报喜鸟,服装与配饰,20.75,27.07,18.42,25.57,25.35,32.39,4.28,27.7
sz,="002091",江苏国泰,工业贸易经销商,20.73,14.73,19.76,24.61,20.55,46.91,7.62,41.1
sz,="000550",江铃汽车,汽车,20.7,23.15,27.6,20.42,23.74,13.84,3.65,44.45
sz,="200550",江铃B,,20.7,23.15,27.6,20.42,23.74,9.69,2.57,44.45
sh,="601939",建设银行,银行,20.68,19.5,22.51,15,20.87,8.94,1.75,93.52
sh,="600208",新湖中宝,住宅地产开发和管理,20.61,15.67,15.44,15.2,19.72,18.14,3.37,68.44
sz,="001696",宗申动力,汽车,20.61,34.09,17.8,30.22,24.35,27.54,5.63,36.96
sh,="600570",恒生电子,资本市场服务,20.59,28.37,23.04,11.61,28.76,49.87,9.08,32.25
sz,="002313",日海智能,通信设备,20.55,24.51,14.82,21.46,26.45,41.16,4.46,35.4
sh,="600161",天坛生物,生物科技,20.46,17.08,20.29,15.52,23.29,64.49,9.31,53.35
sz,="002340",格林美,有色金属,20.25,36.08,10.12,20.01,22.33,85.5,5.27,45.25
sz,="002249",大洋电机,通用机械,20.15,83.33,12.71,66.79,16.36,51.01,8.84,31.56
sz,="002063",远光软件,计算机软件,20.02,16.8,25.01,19.73,25.39,29.5,7.64,20.19
sz,="002223",鱼跃医疗,医疗保健设备与用品,19.98,30.88,22.98,24.54,23.08,59.67,11.24,17.3
sh,="600616",金枫酒业,饮料,19.96,21.33,12.14,23.19,15.63,42.7,4.51,20.77
sz,="002302",西部建设,建筑材料,19.9,20.57,10.66,18.24,16.55,44.68,4.41,31.74
sh,="600880",博瑞传播,传媒,19.74,24.29,21.34,19.87,22.63,30.07,7.34,26.01
sh,="600995",文山电力,电力公用事业,19.68,19.89,12.84,13.53,10.92,60.09,5.95,48.92
sz,="000848",承德露露,饮料,19.68,17.11,26.25,11.8,22.64,39.65,7.78,44.21
sh,="600739",辽宁成大,工业贸易经销商,19.64,64.95,25.76,32.77,23.43,21.82,3.39,21.16
sh,="600829",人民同泰,药品流通,19.62,23.82,23.49,25.44,18.97,27.31,5.12,47.65
sh,="601668",中国建筑,建筑与工程,19.48,48.8,16.28,65.87,14.89,12.69,1.54,74.03
sh,="600693",东百集团,百货商店,19.47,13.88,37.61,11.25,14.5,31.12,4.91,52.84
sz,="000680",山推股份,专用设备,19.43,25.24,11.52,16.43,13.85,18.01,3.78,59.17
sz,="002236",大华股份,电子设备及服务,19.4,46.05,28.36,30.57,15.1,42.78,9.62,33.94
sh,="601398",工商银行,银行,19.39,16.15,23.44,15.16,20.14,9.02,1.83,93.89
sz,="002146",荣盛发展,住宅地产开发和管理,19.35,27.64,28.26,33.26,22.29,16.91,3.67,74.98
sz,="002093",国脉科技,通信技术服务,19.28,16.76,11.28,19.23,19.99,58.17,6.42,32.88
sh,="600271",航天信息,电子设备及服务,19.09,19.08,22.09,16.68,18.29,22.71,4.7,25.19
sh,="601088",中国神华,煤炭,19,20.1,21.08,26.52,19.16,15.72,2.92,36.28
sz,="002003",伟星股份,服装与配饰,18.55,23.71,12.77,21.26,18.68,19.28,3.1,33.23
sz,="002065",东华软件,计算机软件,18.5,15.73,20.74,21.88,20.3,33.47,7.27,33.86
sz,="000623",吉林敖东,化学制剂,18.23,59.95,24.47,24.62,24.66,19.51,2.76,8.26
sh,="600015",华夏银行,银行,18.23,17.12,17.44,13.26,13.04,13.32,1.52,96.59
sz,="002251",步步高,食品与主要用品零售,18.16,38.89,15.78,41.99,11.17,35.95,3.9,59
sz,="300024",机器人,通用机械,18.06,23.48,14.38,15.22,16.27,90.39,7.25,22.95
sh,="600650",锦江投资,陆运,18.04,18.8,11.83,13.96,14.47,23.98,3.03,28.65
sh,="900914",锦投B股,,18.04,18.8,11.83,13.96,14.47,13.83,1.75,28.65
sz,="002300",太阳电缆,电气部件与设备,17.94,33.47,11.63,34.99,22.76,32.13,3.53,44.09
sz,="002111",威海广泰,专用设备,17.91,17.29,10.58,32.83,12.48,52.58,5.9,53.53
sz,="002332",仙琚制药,化学制剂,17.86,17.95,12.16,13.75,22.66,44.89,4.84,38.48
sh,="600809",山西汾酒,饮料,17.86,30.16,34.5,25.32,23,38.88,12.58,40.4
sz,="002262",恩华药业,化学制剂,17.8,20.67,20.94,13.93,15.2,58.81,9.64,51.53
sz,="000069",华侨城A,酒店餐饮与休闲,17.65,21.2,21.58,20.79,17.08,15.17,3.72,69.69
sz,="000900",现代投资,交通基本设施,17.64,19.04,17.34,10.65,17.8,9.67,1.69,32.78
sz,="002230",科大讯飞,计算机软件,17.59,36.8,13.57,32.19,14.47,113.22,16.64,23.54
sh,="600588",用友网络,计算机软件,17.56,22.32,19.82,14.19,27.29,55.44,9.53,46.16
sh,="600196",复星医药,化学制剂,17.55,17.76,13.04,10.08,47.93,58.61,2.71,44.05
sz,="002104",恒宝股份,电子设备及服务,17.55,14.85,17.24,28.31,18.31,57.98,9.97,13.32
sh,="600325",华发股份,住宅地产开发和管理,17.36,21.98,13.03,12.37,14.22,11.88,1.59,67.78
sz,="002298",中电兴发,信息技术服务,17.31,17.83,14,11.48,14.99,53.97,4.42,57.54
sz,="000858",五粮液,饮料,17.29,16.52,30.01,14.99,24.95,25.1,6.19,35.95
sh,="600048",保利地产,住宅地产开发和管理,17.25,22.42,20.2,31.07,18.64,11.86,2.04,78.98
sz,="000826",启迪环境,商业用品与服务,17.07,22.42,21.47,14.24,14.17,47.38,7.73,53.37
sh,="600054",黄山旅游,酒店餐饮与休闲,16.95,14.74,15.96,17.88,13.32,35.84,5.94,37.17
sh,="900942",黄山B股,,16.95,14.74,15.96,17.88,13.32,18.64,3.07,37.17
sz,="002250",联化科技,化学原料,16.92,26.12,20.71,33.22,19.19,39.5,5.62,48.22
sh,="600897",厦门空港,交通基本设施,16.88,14.21,18.81,10.56,21.95,15.59,2.7,9.72
sh,="601808",中海油服,能源设备与服务,16.76,19.86,14.85,13.57,14.89,22.87,4.04,59.76
sz,="002187",广百股份,百货商店,16.65,29.45,12.25,25.65,15,28.15,2.64,61.42
sz,="002219",恒康医疗,医疗保健提供商与服务,16.55,26.86,16.03,19.39,14.29,83.35,13.92,19.32
sh,="600132",重庆啤酒,饮料,16.5,18.4,10.98,19.46,16.08,237.75,19.61,57.88
sz,="002115",三维通信,通信设备,16.43,14.76,13.78,25.66,17.15,34.26,5.08,49.93
sh,="600269",赣粤高速,交通基本设施,15.99,18.79,11.48,17.64,16.07,12.07,1.33,46.32
sz,="002142",宁波银行,银行,15.91,18.15,18.81,23.79,15.79,15.74,2.23,93.97
sz,="002165",红宝丽,化学原料,15.89,23.82,10.58,30.17,20.91,44.19,6.51,46.51
sh,="601801",皖新传媒,传媒,15.84,12.58,10.88,10.61,15.13,37.47,3.72,24.42
sz,="002131",利欧股份,传媒,15.76,15.51,16.61,31.29,19.4,51.74,7.91,36.5
sz,="002096",南岭民爆,化学制品,15.73,14.04,18.37,24.49,30.83,47.93,9.43,29.14
sh,="600496",精工钢构,建筑产品,15.69,12.56,16.03,14.63,19.86,34.44,4.86,61.92
sh,="600018",上港集团,交通基本设施,15.62,14.28,11.38,13.12,12.32,21.47,2.14,37.08
sh,="600388",龙净环保,商业用品与服务,15.6,13.59,11.73,17.14,16.39,28.78,2.8,63.4
sz,="002054",德美化工,化学原料,15.42,14.98,11.38,14.1,21.81,32.25,3.1,28.29
sz,="002204",大连重工,专用设备,15.41,33.21,16.83,46.03,15.58,62.51,6.92,57.39
sh,="600410",华胜天成,信息技术服务,15.27,18.88,12.49,19.87,12.99,35.76,4.9,47.61
sz,="002118",紫鑫药业,中药,15.24,28.69,12.78,23.87,15.15,37.83,5.26,38.05
sh,="600016",民生银行,银行,15.23,18.23,23.95,22.35,20.19,8.42,1.49,94.23
sz,="002177",御银股份,专用设备,15.22,36.43,14.07,42.13,16.85,38.89,3.35,16.8
sz,="002220",ST天宝,农牧渔产品,15.15,35.3,16.74,24.38,13.79,28.19,4.73,47.83
sz,="002233",塔牌集团,建筑材料,15.13,26.1,20.66,18.73,11.72,23.21,3.47,51.47
sh,="600067",冠城大通,住宅地产开发和管理,15.12,23.42,29.47,19.76,18,11.06,2.91,73.86
sh,="600675",中华企业,住宅地产开发和管理,15.1,23.38,15.82,20.76,18.48,25.9,2.62,77.29
sh,="600686",金龙汽车,汽车,15.05,24.58,14.18,24.58,10.45,19.19,2.43,75.93
sz,="002051",中工国际,建筑与工程,14.96,12.38,19.99,13.41,19.59,38.73,5.67,57.04
sh,="600327",大东方,专营零售,14.88,12.63,18.81,11.76,22.61,25.2,5.44,57.31
sh,="600814",杭州解百,百货商店,14.84,12.7,11.23,10.74,11.53,33.14,3.74,49.95
sh,="601998",中信银行,银行,14.84,12.7,21.07,13.18,12.71,10.33,1.82,94.02
sh,="600521",华海药业,化学原料药,14.68,14.39,15.4,13,14.46,64.68,5.39,35.82
sz,="002140",东华科技,建筑与工程,14.64,19.16,28.17,27.77,19.49,51.47,11.65,66.11
sh,="600195",中牧股份,生物科技,14.33,14.87,25.01,13.74,18.72,32.31,6.31,40.33
sh,="601139",深圳燃气,燃气公用事业,14.3,12.39,14.73,11.33,18.41,45.43,5.74,60.48
sh,="601988",中国银行,银行,14.26,13.85,18.27,13.11,16.48,8.5,1.39,93.54
sz,="002243",通产丽星,容器与包装,14.22,29.31,16.02,24.11,13.5,43.05,6.09,26.55
sz,="002226",江南化工,化学制品,14.13,29.34,13.08,48.64,22.42,52.02,8.61,9.25
sh,="600708",光明地产,住宅地产开发和管理,14.12,16.05,10.46,17.9,16.29,31.8,3.22,58.37
sz,="000422",ST宜化,农用化工,14.11,23.79,25.24,15.72,11.53,22.44,4.03,72.5
sh,="600350",山东高速,交通基本设施,14.06,14.85,12.75,12.18,11.54,12.32,1.56,27.9
sz,="002048",宁波华翔,汽车零配件与设备,14.01,15.63,10.48,24.23,28.33,16.36,2.66,26.67
sh,="600750",江中药业,中药,13.93,12.22,12.72,10.55,19.86,30.86,4.62,29.01
sz,="002161",远望谷,电子设备及服务,13.91,23.44,12.11,24.99,12.83,66.04,12.68,26.47
sz,="002106",莱宝高科,光电子器件,13.87,16.07,20.54,47.85,10.98,39.94,9.21,16.22
sh,="601727",上海电气,重型电气设备,13.81,16.19,11.77,13.39,11.38,52.04,3.52,64.87
sz,="002116",中国海诚,建筑与工程,13.75,13.22,17.76,18.41,14.07,33.13,4.52,72.82
sh,="600561",江西长运,陆运,13.74,13.02,17.78,11.91,17.02,24.02,3.8,59.55
sh,="601009",南京银行,银行,13.71,15.95,15.87,25.31,13.23,12.55,1.6,91.44
sz,="200024",招商局B,,13.7,21.77,13.39,14,10.54,9.2,1.07,64.65
sz,="000024",招商地产,,13.7,21.77,13.39,14,10.54,14.07,1.64,64.65
sz,="002029",七匹狼,服装与配饰,13.7,17.59,23.16,15.16,15.91,29.99,5.37,31.66
sz,="002203",海亮股份,有色金属,13.67,28.46,13.62,33.01,11.98,30.77,3.95,71.23
sh,="600489",中金黄金,有色金属,13.65,27.28,28.67,17.89,11.65,46.04,11.43,55.8
sh,="600535",天士力,中药,13.58,10.17,17.95,15.1,16.46,41.69,5.66,37.19
sh,="600859",王府井,百货商店,13.41,10.24,14.73,11.5,16.08,36.32,4.58,55.15
sz,="000559",万向钱潮,汽车零配件与设备,13.31,14.41,12.3,10.36,17.3,40.49,3.88,50
sh,="600197",伊力特,饮料,13.27,12.15,18.91,11.9,11.55,40.86,5.28,40.21
sz,="200002",万科B,,13.24,23.75,19.83,23.51,15.37,14.36,2.24,74.69
sz,="000002",万科A,住宅地产开发和管理,13.24,23.75,19.83,23.51,15.37,13.15,2.05,74.69
sh,="600406",国电南瑞,重型电气设备,13.2,16.37,29.75,14.3,20.91,79.95,16.94,45.36
sz,="002032",苏泊尔,耐用家居用品,13.19,15.94,18.38,13.88,15.33,31.99,5.07,30.37
sh,="600056",中国医药,药品流通,13.08,17.85,17.27,11.19,14.99,51.25,5.1,69.28
sh,="600801",华新水泥,建筑材料,12.98,19.33,19,10.03,11.62,36.2,3.97,68.29
sh,="900933",华新B股,,12.98,19.33,19,10.03,11.62,23,2.51,68.29
sh,="600118",中国卫星,航天航空,12.81,23.32,12.15,15.32,12.77,69.83,7.86,50.68
sh,="600177",雅戈尔,住宅地产开发和管理,12.8,21.54,13.61,18.22,27.32,22.34,1.89,68.49
sh,="600125",铁龙物流,陆运,12.79,20.97,14.65,15.74,13.47,31.01,4.56,8.86
sh,="600298",安琪酵母,食品,12.57,11.94,16.31,11.3,22.19,38.01,7.4,47.26
sz,="000528",柳工,专用设备,12.48,26.69,14.93,20.53,26.01,16.12,3.08,54.48
sz,="002004",华邦健康,农用化工,12.44,36.47,27.06,13.37,15.97,48.04,5.96,23.75
sz,="002030",达安基因,生物科技,12.41,12.26,15,10.4,13.57,117.34,9.58,28.41
sz,="002139",拓邦股份,电子设备及服务,12.39,11.43,15.5,24.54,13.79,45.49,8.17,41.89
sh,="600153",建发股份,工业贸易经销商,12.36,20.48,31.78,16.05,22.91,10.62,3.2,81.69
sz,="002191",劲嘉股份,商业用品与服务,12.25,26.23,18.86,34.96,18.06,22.04,3.38,30.05
sz,="002208",合肥城建,住宅地产开发和管理,12.18,25.05,15.77,19.72,14.04,29.73,3.32,68.83
sz,="002206",海利得,合成纤维,12.04,26.94,11.26,34.37,15.81,34.3,3.06,42.05
sz,="002082",万邦德,有色金属,12.03,16.67,16.15,18.69,16.09,22.88,3.76,28.9
sz,="000708",中信特钢,黑色金属,11.91,21.81,21.81,27.74,17.58,13.9,2.86,44.04
sh,="600500",中化国际,非金属材料与制品,11.82,18.5,12.77,12.83,11.27,29.53,3.15,66.96
sz,="002158",汉钟精机,通用机械,11.77,19.54,20.53,33.36,13.76,33.94,6.56,23.53
sh,="600525",长园集团,电气部件与设备,11.76,20.43,31.3,23.09,13.53,48.59,4.74,39.7
