﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2013-12-31 累计(%),归属于母公司普通股股东的加权ROE 2012-12-31 累计(%),归属于母公司普通股股东的加权ROE 2011-12-31 累计(%),归属于母公司普通股股东的加权ROE 2010-12-31 累计(%),归属于母公司普通股股东的加权ROE 2014-12-31 累计(%),PE-TTM(扣非) 2015-04-30 ,PB(不含商誉) 2015-04-30 ,资产负债率 2014-12-31 累计(%)
sh,="600690",海尔智家,家用电器,32.84,33.78,31.33,24.28,27.58,18.56,3.68,61.18
sh,="600309",万华化学,化学原料,32.62,31.03,27.87,27.74,24.17,24.81,4.96,68.06
sz,="300357",我武生物,化学制剂,32.57,34.81,34.17,15.2,21.63,81.52,17.31,3.34
sz,="002081",金螳螂,建筑与工程,32.36,30.8,45.3,37.36,29.52,28.96,7.43,66.25
sz,="002304",洋河股份,饮料,31.44,50.53,49.16,37.13,24.53,21.52,4.65,31.4
sh,="601877",正泰电器,电气部件与设备,31.11,24.16,18.39,17.16,32.17,22.41,6.2,47.2
sh,="600067",冠城大通,住宅地产开发和管理,30.95,24.7,29.47,26.9,14.74,23.58,3,64.35
sz,="002415",海康威视,电子设备及服务,30.92,27.7,23.98,27.35,36.27,27.8,9.4,30.11
sz,="300371",汇中股份,电子设备及服务,30.91,32.74,44.48,62.34,18.16,49.72,7.56,7.8
sz,="002146",荣盛发展,住宅地产开发和管理,30.51,29.89,28.26,24.06,26.08,14.26,3.23,79.58
sz,="000895",双汇发展,食品,30.44,27.93,14.86,34.23,28.6,23.05,5.1,25.57
sh,="603518",锦泓集团,服装与配饰,30.35,27.63,43.05,40.59,22.42,40.99,4.11,6.35
sz,="002653",海思科,化学制剂,29.8,29.84,51.09,118.48,22.6,74.97,12.32,26.7
sz,="300373",扬杰科技,半导体,29.74,28.86,37.22,60.02,17.25,90.99,12.26,18.56
sz,="300202",聚龙股份,电子设备及服务,29.52,19.34,14.22,27.8,30.43,67.55,16.74,21.18
sz,="002294",信立泰,化学制剂,29.49,27.13,20.52,20.62,30.75,29.68,8.92,17.94
sh,="601515",东风股份,商业用品与服务,29.36,31.29,55.2,59.05,26.77,25.72,5.84,19.89
sh,="600406",国电南瑞,重型电气设备,29.35,31.16,29.75,34.23,19.4,52.39,7.95,51.21
sz,="000538",云南白药,中药,28.94,25.16,24.29,23.07,24.86,31.01,6.17,30.88
sh,="600612",老凤祥,服装与配饰,28.71,24.58,28.2,21.36,25.56,31.07,6.58,59.99
sh,="900905",老凤祥B,,28.71,24.58,28.2,21.36,25.56,22.82,4.83,59.99
sz,="300365",恒华科技,计算机软件,28.65,35.01,39.09,46.68,15.91,87.3,10.04,6.23
sh,="600805",悦达投资,工业集团企业,28.49,31.56,35.41,39.08,18.72,13.96,2.11,35.62
sz,="002713",东易日盛,建筑与工程,28.38,22.95,25.15,16.19,14.17,68.85,7.6,44.05
sh,="603686",龙马环卫,专用设备,28.21,29.7,34.07,34.5,30.53,97.74,13.56,55.61
sh,="600535",天士力,中药,28.05,20.53,17.95,21.06,31.94,36.89,7.82,60.77
sh,="603111",康尼机电,专用设备,28.04,36.62,42.65,46.09,23.51,60.24,8.26,46.87
sz,="002353",杰瑞股份,能源设备与服务,27.58,22.55,17.71,14.11,16.7,35.98,4.62,27.18
sz,="002022",科华生物,生物科技,27.54,24.79,24.46,27.45,24.74,74.56,12.48,11.29
sz,="002310",东方园林,建筑与工程,27.35,30.23,29.63,21.91,11.96,50.4,5.03,56.22
sh,="600684",珠江实业,住宅地产开发和管理,27.33,26.99,22.36,15.78,13.78,49.58,4.4,63.06
sz,="300005",探路者,休闲设备与用品,27.31,24.15,19.48,11.35,26.04,45.07,10.7,26.75
sz,="300403",汉宇集团,电气部件与设备,26.86,30.54,36.45,66.48,22.45,59.73,7.27,7.89
sz,="300369",绿盟科技,互联网软件与服务,26.79,30.49,42.8,54.38,16.78,173.37,18.7,20.64
sz,="000537",广宇发展,住宅地产开发和管理,26.75,27.24,37.41,19.13,16.81,30.85,3.39,48.1
sz,="300228",富瑞特装,专用设备,26.53,16.66,17.12,26.77,19.28,65.19,8.22,62.31
sz,="000661",长春高新,生物科技,26.5,38.47,18.99,18.06,23.55,47.49,11.24,35.06
sz,="300363",博腾股份,化学制剂,26.47,27.87,29.17,30.99,17.13,100.56,15.18,52.86
sz,="000732",泰禾集团,住宅地产开发和管理,26.23,16.09,19.87,22.47,22.56,39.98,6.91,89.23
sh,="600660",福耀玻璃,汽车零配件与设备,26.1,23.13,26.34,35.58,27.07,17.1,3.37,47.84
sz,="200028",一致B,,26,30.51,27.52,27.17,16.41,26.03,3.4,62.19
sz,="000028",国药一致,药品流通,26,30.51,27.52,27.17,16.41,42.42,5.54,62.19
sz,="000423",东阿阿胶,中药,25.8,26.82,27.47,22.36,24.81,25.12,5.33,19.2
sz,="002728",特一药业,化学制剂,25.67,31.54,35.85,34.83,15.71,68.82,6.94,10.9
sh,="603456",九洲药业,化学原料药,25.42,25.97,29.44,38.28,13.93,104.17,7.43,28.3
sz,="300379",东方通,计算机软件,25.37,28.73,34.37,36.89,17.48,189.82,29.67,19.52
sz,="002038",双鹭药业,生物科技,25.16,26.16,37.46,25.42,24.38,37.97,7.3,4.16
sz,="000963",华东医药,药品流通,25.15,26.64,28.49,28.12,30.34,34.46,11.64,72.04
sz,="002219",恒康医疗,医疗保健提供商与服务,24.93,14.44,16.03,17.09,28.78,100.04,51.94,44.2
sh,="600315",上海家化,个人用品,24.89,27.77,22.33,19.87,26.53,34.48,7.74,31.23
sz,="002153",石基信息,计算机软件,24.87,25.08,27.01,27.05,21.88,107.47,23.49,22.62
sz,="000671",阳光城,住宅地产开发和管理,24.82,27.3,17.13,45.32,32.37,24.64,5.04,84.69
sh,="600594",益佰制药,中药,24.76,24.3,26.47,24.95,15.23,45.89,11.09,37.38
sz,="300383",光环新网,互联网软件与服务,24.29,24.67,23.1,29.38,15.12,159.26,21.89,19.09
sz,="002706",良信电器,电气部件与设备,24.09,28.26,36.45,42.04,13.79,50.38,6.19,24.26
sz,="002725",跃岭股份,汽车零配件与设备,23.94,26.53,32.07,35,11.54,47.92,4.37,17.23
sh,="600153",建发股份,工业贸易经销商,23.83,23.78,31.78,32.78,16.2,22.33,2.54,76.28
sz,="000858",五粮液,饮料,23.71,36.82,30.01,26.68,15.42,18.21,2.38,13.09
sz,="002262",恩华药业,化学制剂,23.26,22.7,20.94,18.02,23.77,57.4,12.42,44.92
sz,="300370",安控科技,电子设备及服务,23.23,26.37,31.84,39.42,13.89,96.72,12.84,50.8
sh,="600016",民生银行,银行,23.23,25.24,23.95,18.29,20.41,8.04,1.43,93.83
sz,="300376",易事特,电气部件与设备,23.15,22.36,30.46,25.35,17.38,71.14,9.21,56.8
sh,="600887",伊利股份,食品,23.15,25.97,35.33,20.28,23.66,27.73,5.61,52.34
sz,="000789",万年青,建筑材料,23.13,12.1,36.41,13.43,23.95,13.8,2.97,52.43
sh,="600036",招商银行,银行,23.12,24.78,24.17,21.75,19.28,7.97,1.43,93.34
sh,="600729",重庆百货,百货商店,23.01,23.09,24.69,26.91,11.13,26.37,2.7,60.87
sh,="600048",保利地产,住宅地产开发和管理,22.95,21.84,20.2,18.02,21.65,12.84,2.56,77.89
sz,="002375",亚厦股份,建筑与工程,22.86,20.11,17.23,13.99,18.5,28.85,4.64,61.93
sh,="600066",宇通客车,汽车,22.8,25.86,40.58,37.68,25.54,22.87,4.05,54.41
sz,="002063",远光软件,计算机软件,22.77,26.35,25.01,31.03,11.03,98.14,11.38,15.82
sz,="002241",歌尔股份,电子元器件,22.75,21.51,28.37,24.64,23.29,30.71,5.85,52.01
sz,="300377",赢时胜,资本市场服务,22.61,26.6,32.68,44.24,11.8,402,43,7.7
sz,="002041",登海种业,农牧渔产品,22.6,20.81,22.57,24.74,20.84,42.94,7.36,26.49
sz,="300445",康斯特,电子设备及服务,22.46,22.69,27.62,30.02,21.77,43.48,4.26,28.85
sh,="601166",兴业银行,银行,22.39,26.65,24.67,24.64,21.21,7.71,1.42,94.07
sz,="000861",海印股份,房地产租赁,22.37,29.15,35.02,32.33,14.26,213.43,7.24,56.76
sh,="600252",中恒集团,中药,22.1,29.89,25.45,40.8,36.17,34.54,5.14,26.27
sz,="000915",山大华特,化学制剂,21.97,21.24,20.17,18.34,25.05,37.68,7.15,24.17
sh,="600081",东风科技,汽车零配件与设备,21.97,14.42,24.08,37.04,22.11,43.46,5.8,65.93
sz,="002152",广电运通,电脑与外围设备,21.95,21.46,22.8,26.13,21.24,47.33,8.07,34.88
sh,="601398",工商银行,银行,21.92,23.02,23.44,22.79,19.96,7.01,1.22,92.54
sh,="600436",片仔癀,中药,21.92,27.47,22.91,22.17,16.79,58.72,7.39,18.15
sz,="002748",世龙实业,化学原料,21.88,22.51,32.85,23.67,15.79,63.14,4.63,39.89
sh,="600570",恒生电子,资本市场服务,21.73,15.67,23.04,24.34,20.32,254.14,38.25,32.83
sz,="000002",万科A,住宅地产开发和管理,21.54,21.45,19.83,17.79,19.17,10.99,1.82,77.2
sh,="600000",浦发银行,银行,21.53,20.95,20.07,23.27,21.02,7.15,1.32,93.73
sz,="000631",顺发恒业,住宅地产开发和管理,21.48,22.8,25.99,27.69,17.94,20.46,3.35,70.48
sh,="601818",光大银行,银行,21.48,22.54,20.44,20.99,17.36,8.94,1.39,93.44
sh,="600763",通策医疗,医疗保健提供商与服务,21.4,24.38,23.89,21.2,19.17,130.4,22.87,13.46
sz,="300039",上海凯宝,中药,21.39,17.94,13.15,10.43,20.61,32.07,6.14,10.99
sh,="600201",生物股份,生物科技,21.35,12.69,16.37,14.54,28,39.33,9.84,22.28
sz,="300359",全通教育,计算机软件,21.34,26.22,33.02,60.94,13.12,995.65,95.56,6.19
sz,="002410",广联达,计算机软件,21.31,15.74,15.62,14.99,22.84,49.37,12.26,11.89
sz,="002244",滨江集团,住宅地产开发和管理,21.3,23.05,16.93,25.16,10.91,28.07,2.5,75.92
sh,="601939",建设银行,银行,21.23,21.98,22.51,22.61,19.74,7.53,1.31,92.52
sh,="600276",恒瑞医药,化学制剂,21.22,22.91,23.11,24.45,21.28,51.69,10.09,8.77
sh,="600511",国药股份,药品流通,21.12,19.92,19.48,26.4,24.44,38.01,6.97,53.4
sh,="600987",航民股份,纺织品,21.1,16.76,17.67,17.3,19.86,21.88,3.75,29.41
sh,="600507",方大特钢,黑色金属,21.1,17.07,29.76,15.68,20.45,22.99,3.84,65.51
sh,="600743",华远地产,住宅地产开发和管理,21.03,20.53,20.94,21.34,18.25,20.56,3.37,79.08
sh,="603005",晶方科技,半导体,20.94,22.31,22.51,24.22,13.69,72.31,7.56,23.25
sz,="002030",达安基因,生物科技,20.91,16.96,15,14.28,19.68,391.02,31.27,42.48
sh,="601288",农业银行,银行,20.89,20.74,20.46,22.49,19.57,7.13,1.23,93.54
sz,="000999",华润三九,化学制剂,20.86,23.06,17.36,21.09,15.93,29.17,4.61,34.42
sz,="002711",*ST欧浦,物流,20.79,26.85,28.92,29.52,10.93,99.07,8.46,29.9
sh,="600983",惠而浦,家用电器,20.67,21.04,27.39,32.78,12.43,47.69,2.9,44.54
sz,="002035",华帝股份,耐用家居用品,20.6,26.89,28.05,28.47,20.95,25.95,4.35,43.07
sz,="300146",汤臣倍健,食品,20.57,15.45,11.06,60.18,22.02,61.72,7.33,9.38
sz,="002508",老板电器,家用电器,20.57,16.65,13.01,25.82,25.55,27.37,6.05,31.56
sz,="002142",宁波银行,银行,20.41,19.97,18.81,20.53,19.45,10.7,1.76,93.83
sz,="000069",华侨城A,酒店餐饮与休闲,20.16,21.35,21.58,25.71,18.4,18.53,2.66,66.01
sz,="300390",天华超净,电子设备及服务,20.14,23.88,23.04,22.56,16.41,102.78,12.77,18.95
sz,="002285",世联行,其他房地产服务,20.13,14.85,12.54,22.29,21.13,70.41,15.67,49.28
sz,="002275",桂林三金,中药,20.1,16.48,15.6,15,20.09,36.94,6.3,16.64
sz,="002358",森源电气,电气部件与设备,20.09,17.92,13.94,10.35,15.72,156.08,8.53,45.4
sz,="002701",奥瑞金,容器与包装,19.79,25.46,37.17,31.78,22.57,38.03,6.87,42.95
sh,="603166",福达股份,汽车零配件与设备,19.72,21.7,38.1,37.18,14.53,113.62,8.51,65.19
sh,="603729",龙韵股份,传媒,19.69,25.4,27.9,40.46,15.56,91.75,7.23,28.33
sh,="600697",欧亚集团,百货商店,19.66,18.83,17.16,15.76,20.31,20.21,3.71,78.78
sz,="300124",汇川技术,电气部件与设备,19.59,12.28,14.3,27.87,20.55,53.13,10.8,21.95
sz,="000550",江铃汽车,汽车,19.56,19.55,27.6,30.99,21.2,23.92,3.18,45.64
sz,="200550",江铃B,,19.56,19.55,27.6,30.99,21.2,19.31,2.57,45.64
sz,="002646",青青稞酒,饮料,19.54,17.99,37.81,41.31,14.95,43.61,5.27,11.12
sh,="600658",电子城,工业地产开发和管理,19.53,20.06,16.7,23.86,17.55,39.85,3.04,29.9
sh,="600197",伊力特,饮料,19.4,19.32,18.91,13.59,17.02,30.14,3.78,28.39
sh,="601808",中海油服,能源设备与服务,19.34,15.03,14.85,17.16,17.02,18.84,2.89,45.53
sh,="600015",华夏银行,银行,19.3,18.5,17.44,18.25,19.31,7.87,1.37,94.49
sz,="002450",*ST康得,化学制品,19.26,19.61,13.74,13.08,23.45,41.63,8.78,55.62
sz,="002327",富安娜,纺织品,19.09,18.93,17.45,11.78,19.06,27.08,4.28,22.4
sh,="600104",上汽集团,汽车,19.07,18.52,21.37,27.78,18.97,11.3,1.81,55.41
sh,="600271",航天信息,电子设备及服务,19.07,20.08,22.09,23.78,18.04,47.96,8.09,24.33
sz,="000887",中鼎股份,汽车零配件与设备,19.01,31.43,23.86,33.25,22,47.37,10.28,43.35
sz,="300399",京天利,互联网软件与服务,18.98,34.52,42.81,45.74,11.74,703.45,42.4,2.71
sz,="300391",康跃科技,通用机械,18.83,22.73,28.9,31.86,10.65,177.71,8.68,46.51
sh,="600563",法拉电子,电子元器件,18.74,17.31,22.31,22.37,18.28,27.61,4.38,10.76
sh,="600794",保税科技,交通基本设施,18.67,27.69,32.38,22.73,10,121,7.19,41.76
sh,="601668",中国建筑,建筑与工程,18.6,16.52,16.28,12.05,17.7,14.87,2.08,78.58
sz,="002032",苏泊尔,耐用家居用品,18.54,16.24,18.38,17.58,19.63,23.54,4.05,35.5
sz,="000811",冰轮环境,通用机械,18.51,12.3,17.78,21.52,13.34,75.38,4.11,41.3
sh,="600845",宝信软件,计算机软件,18.5,19.18,21.03,22.33,14.23,76.06,8.63,49.24
sh,="900926",宝信B,,18.5,19.18,21.03,22.33,14.23,35.33,4.01,49.24
sh,="600588",用友网络,计算机软件,18.5,12.91,19.82,14.89,15.74,122.08,22.1,49.58
sh,="601998",中信银行,银行,18.48,16.7,21.07,19.24,16.84,9.09,1.37,93.54
sh,="600897",厦门空港,交通基本设施,18.47,18.4,18.81,19.22,16.89,20.73,3.02,21.42
sz,="002250",联化科技,化学原料,18.46,18.9,20.71,25.48,17.98,30.9,4.8,39.84
sz,="000006",深振业A,住宅地产开发和管理,18.44,19.71,16.51,21.14,12.17,35.47,3.64,64.14
sz,="000552",靖远煤电,煤炭,18.39,22.97,15.17,13.07,12.77,48.93,2.23,57.01
sz,="002223",鱼跃医疗,医疗保健设备与用品,18.38,20.46,22.98,23.93,18.24,89.39,13.77,17.62
sz,="002158",汉钟精机,通用机械,18.38,14.21,20.53,22.5,20.29,39.39,6.65,23.5
sz,="002191",劲嘉股份,商业用品与服务,18.2,19.21,18.86,15.68,18.15,29.19,6.05,23.74
sz,="300104",乐视网,互联网软件与服务,18.19,16.9,13.06,15.6,13.83,329.26,43.8,62.23
sh,="600741",华域汽车,汽车零配件与设备,18.19,17.53,19.2,18.68,20.76,13.28,2.23,54.91
sz,="200011",深物业B,,18.19,28.43,25.67,23.27,21.82,19.26,2.13,46.56
sz,="000011",深物业A,住宅地产开发和管理,18.19,28.43,25.67,23.27,21.82,38.02,4.2,46.56
sz,="002724",海洋王,电气部件与设备,18.17,20.03,25.9,31.35,15.29,80.22,7.4,13.65
sz,="300400",劲拓股份,专用设备,18.16,16.83,30.08,33.82,12.66,193.54,15.55,21.39
sh,="600422",昆药集团,中药,18.15,20.94,17.01,12.24,15.84,42.59,6.23,32.22
sz,="002085",万丰奥威,汽车零配件与设备,18.14,15.89,15.25,15.05,23.71,40.03,10.4,52.44
sh,="601169",北京银行,银行,18.05,18.3,19,17,17.98,8.52,1.37,93.69
sh,="600585",海螺水泥,建筑材料,18.05,13.5,29.1,19.39,18.47,13.22,1.83,31.92
sh,="601988",中国银行,银行,18.04,18.1,18.27,18.87,17.28,8.44,1.27,92.24
sz,="000726",鲁泰A,纺织品,17.9,13.57,18.13,17.75,15.39,17.62,2.04,18.68
sz,="200726",鲁泰B,,17.9,13.57,18.13,17.75,15.39,12.28,1.43,18.68
sz,="300273",和佳股份,医疗保健设备与用品,17.9,13.97,25.08,28.87,19.92,85.22,15.41,48.23
sz,="002429",兆驰股份,家用电器,17.88,17.3,14.58,20.49,16.05,33.47,4.18,34.95
sh,="603009",北特科技,汽车零配件与设备,17.85,25.72,28.66,32.78,13.2,71.12,6.93,51.03
sh,="601009",南京银行,银行,17.56,17.35,15.87,17.21,19,8.76,1.53,94.28
sz,="002470",金正大,农用化工,17.56,16.67,15.13,19.28,18.7,36.02,4.65,36.52
sz,="300375",鹏翎股份,汽车零配件与设备,17.53,16.62,19.62,24.05,14.91,40.7,5.09,21.32
sh,="600835",上海机电,重型电气设备,17.49,13.39,12.46,12.76,14.34,38.31,5.24,71.07
sh,="900925",机电B股,,17.49,13.39,12.46,12.76,14.34,22.82,3.12,71.07
sz,="000596",古井贡酒,饮料,17.47,23.8,31.65,34.17,15.05,32.43,4.21,34.81
sz,="200596",古井贡B,,17.47,23.8,31.65,34.17,15.05,21.32,2.77,34.81
sz,="000501",鄂武商A,百货商店,17.46,18,17.67,18.78,20.45,16.28,3.09,75.95
sz,="002385",大北农,农牧渔产品,17.41,18.07,15.11,13.52,14.87,58.78,6.77,40.32
sh,="601006",大秦铁路,陆运,17.34,17.42,19.78,22.64,17.82,14.38,2.37,21.01
sz,="200869",张裕B,,17.3,31.13,43.18,41.57,15.11,19.19,2.67,21.42
sz,="000869",张裕A,饮料,17.3,31.13,43.18,41.57,15.11,30.49,4.24,21.42
sz,="002210",*ST飞马,物流,17.23,14.56,15.14,11.29,19.78,63.92,14.47,95.26
sz,="000961",中南建设,住宅地产开发和管理,17.2,17.35,15.33,17.46,11.76,26.32,2.49,84.73
sh,="601117",中国化学,建筑与工程,17.15,18.47,16.65,13.82,14.13,20.31,2.68,68.95
sz,="002372",伟星新材,建筑产品,17.09,13.87,13.39,14.02,19.12,26.16,4.42,17.28
sh,="600557",康缘药业,中药,17.09,15.63,14.15,15.95,15.87,44.45,5.67,38.48
sz,="002367",康力电梯,专用设备,17.05,12.11,11.41,11.95,21.76,31.13,6.29,45.65
sh,="600060",海信电器,家用电器,17.03,20.1,26.37,15.81,13.52,26.34,3.13,46.27
sh,="600388",龙净环保,商业用品与服务,16.98,12,11.73,11.25,15.67,48.23,6.03,71.65
sz,="300349",金卡智能,电子设备及服务,16.95,26.43,58.45,65.93,16.9,62.71,9.89,19.47
sh,="600167",联美控股,复合型公用事业,16.94,15.55,13.43,10.4,17.14,24.61,3.75,65.75
sh,="900948",伊泰B股,,16.87,31.08,37.05,44.53,10.16,21.87,1.33,53.19
sz,="000582",北部湾港,交通基本设施,16.86,10.51,11.1,12.71,17.41,38.75,6.14,58.51
sz,="002007",华兰生物,生物科技,16.85,12.05,16.34,32.09,16.66,72.06,8.8,3.55
sz,="300182",捷成股份,传媒,16.83,13.84,12.48,43.2,15.49,66.68,10.87,26.18
sz,="002277",友阿股份,百货商店,16.81,18.11,16.34,13.73,12.47,33.35,3.34,55.48
sh,="601088",中国神华,煤炭,16.81,19.92,21.08,20.31,12.98,14.16,1.52,33.23
sz,="300020",银江股份,信息技术服务,16.75,15.7,12.6,10.85,11.64,84.11,9.36,53.7
sz,="002431",棕榈股份,建筑与工程,16.72,14.47,15.46,17.19,15.52,39.9,3.55,67.48
sh,="600518",ST康美,中药,16.63,14.55,17.3,15.58,17.74,33.9,5.89,40.03
sh,="600795",国电电力,电力公用事业,16.62,17.4,13.71,11.31,15.38,22.04,2.44,73.29
sz,="002293",罗莱生活,纺织品,16.6,21.71,24.18,17.32,17.56,35.28,5.79,20.15
sz,="300024",机器人,通用机械,16.57,16.11,14.38,10.91,18.47,144.11,19.02,38.7
sz,="000001",平安银行,银行,16.57,16.78,20.32,23.22,16.35,11.22,1.8,94.01
sh,="601318",中国平安,保险,16.4,13.8,16,17.3,18.3,16.76,2.68,91.17
sz,="002242",九阳股份,家用电器,16.38,17.06,18.07,21.62,17.79,25.78,3.88,35.23
sz,="300295",三六五网,互联网软件与服务,16.34,19.01,44.06,43.58,19.49,142.09,19.67,13.76
sh,="603766",隆鑫通用,汽车,16.22,17.3,21.2,21.71,16.06,32.74,4.34,31.56
sh,="600352",浙江龙盛,化学制品,16.19,11.56,12.59,15.33,24.97,23.08,3.78,46.93
sz,="000620",新华联,住宅地产开发和管理,16.15,20.28,28.08,16.24,12.49,165.09,3.73,84.81
sz,="002051",中工国际,建筑与工程,16.11,23.02,19.99,17.21,17.39,33.1,5.3,67.55
sh,="600703",三安光电,光电子器件,16.09,13.93,17.83,17.36,13.88,43.49,4.56,32.66
sz,="002651",利君股份,专用设备,16.08,14.86,59.77,168.83,14.03,67.14,6.95,19.45
sh,="600056",中国医药,药品流通,16.07,18.93,17.27,13.35,11.07,36.62,4.11,61.41
sh,="601139",深圳燃气,燃气公用事业,16.06,13.29,14.73,12.71,13.85,37.86,4.9,56.52
sz,="002588",史丹利,农用化工,16.02,13.47,17.91,28.62,17.43,32.54,5.07,39.96
sz,="002447",晨鑫科技,互联网软件与服务,15.98,18.51,13.34,14.78,12.36,50.43,5.13,34.48
sh,="600266",城建发展,住宅地产开发和管理,15.94,15.44,15.19,22.35,13.1,30.14,1.89,66.86
sh,="601000",唐山港,交通基本设施,15.92,13.22,10.99,13.39,16.8,31.94,4.86,48.67
sh,="600655",豫园股份,专营零售,15.88,17.77,17.7,15.72,14.42,33.04,3.86,41.93
sz,="300133",华策影视,传媒,15.87,15.64,12.45,25.23,12.65,78.54,10.56,32.71
sh,="600248",延长化建,建筑与工程,15.83,16.01,18.54,18.68,12.85,30.65,3.23,66.22
sz,="002140",东华科技,建筑与工程,15.76,26.76,28.17,25.24,15.33,43.65,6.26,74.2
sz,="002287",奇正藏药,中药,15.75,14.82,14.15,14.63,16.31,61.15,8.17,13.52
sz,="300259",新天科技,电子设备及服务,15.75,13.8,20.43,42.43,13.74,68.76,7.88,16.49
sz,="300244",迪安诊断,医疗保健提供商与服务,15.74,12.4,14.79,25.91,19.57,236.25,43.23,36.7
sh,="601231",环旭电子,电子设备及服务,15.72,21.56,22.28,18.87,16.72,69.57,6.54,48.71
sz,="300251",光线传媒,传媒,15.7,16.59,19.64,49.61,13.08,126.02,5.98,34.85
sh,="601311",骆驼股份,汽车零配件与设备,15.69,16.24,16.48,32.95,18.03,31.69,4.19,30.05
sz,="000876",新希望,农牧渔产品,15.68,16.55,30.94,15.67,13.68,22.07,2.67,34.47
sh,="600761",安徽合力,专用设备,15.61,12.1,14.75,15.66,15.72,26.35,2.61,27.4
sh,="600223",鲁商发展,住宅地产开发和管理,15.58,17.14,19.58,51.25,10.68,44.4,4.75,92.69
sz,="300267",尔康制药,化学原料药,15.56,13.87,27.66,46.81,19.84,75.79,14.73,24.44
sz,="002008",大族激光,电子设备及服务,15.53,20.02,22.23,17.14,18.47,42.62,6.86,39.97
sz,="002668",奥马电器,家用电器,15.51,17.18,28.01,34.46,14.17,28.73,2.78,52.84
sh,="600582",天地科技,专用设备,15.5,24.41,24.53,29.6,16.97,75.96,3.64,47.32
sh,="601328",交通银行,银行,15.49,18.43,20.49,20.08,14.87,7.86,1.05,92.44
sz,="000987",越秀金控,证券,15.48,20.85,22.29,23.24,12.32,52.42,5.1,36.86
sz,="002475",立讯精密,电子元器件,15.48,13.58,19.82,30.22,20.3,52.65,8.38,48.78
sh,="600329",中新药业,中药,15.45,21.96,13.36,17.74,13.85,45.47,5.66,45.81
sz,="002705",新宝股份,家用电器,15.44,16.17,16.16,18.51,10.35,45.16,3.99,50.15
sz,="300293",蓝英装备,通用机械,15.43,17.87,39.8,41.62,10.14,130.33,9.67,64.99
sz,="000417",合肥百货,百货商店,15.41,16.4,27.57,25.04,11.65,29.05,2.65,53.27
sz,="300002",神州泰岳,互联网软件与服务,15.36,14.36,13.31,13.64,14.54,78.17,13.21,10.93
sz,="000513",丽珠集团,化学制剂,15.34,15.17,13.41,17.94,14.66,45.14,5.36,44.1
sz,="300303",聚飞光电,光电子器件,15.3,13.89,35.94,40.81,18.26,53.76,8.05,26.55
sz,="002482",广田集团,建筑与工程,15.29,12.86,10.66,23.58,13.6,25.27,3.3,62.19
sh,="603099",长白山,酒店餐饮与休闲,15.26,21.41,22.5,12.81,14.13,62.28,6.62,5.8
sz,="002572",索菲亚,耐用家居用品,15.14,12.23,13.96,57.25,18.2,46.2,7.79,17.84
