﻿交易所,代码,公司,行业,归属于母公司普通股股东的加权ROE 2008-12-31 累计(%),归属于母公司普通股股东的加权ROE 2012-12-31 累计(%),归属于母公司普通股股东的加权ROE 2011-12-31 累计(%),归属于母公司普通股股东的加权ROE 2010-12-31 累计(%),归属于母公司普通股股东的加权ROE 2009-12-31 累计(%),PE-TTM(扣非) 2013-04-30 ,PB(不含商誉) 2013-04-30 ,资产负债率 2012-12-31 累计(%)
sz,="300311",任子行,互联网软件与服务,63.2,12.34,31.29,39.15,46.35,33.96,2.61,24.08
sz,="300002",神州泰岳,互联网软件与服务,62.99,14.36,13.31,13.64,33.2,16.84,2.51,8.64
sz,="300099",精准信息,专用设备,61.97,13.6,12.68,17.51,45.02,24.45,2.97,6.81
sz,="300203",聚光科技,电子设备及服务,61.37,10.43,13.94,30.98,50.47,41.84,3.68,21.31
sz,="002650",加加食品,食品,61.21,10.65,37.08,49.92,50.57,22.03,2.11,8.98
sz,="300310",宜通世纪,通信技术服务,60.43,14.64,35.32,39.31,39.46,38.64,3.66,19.75
sz,="300304",云意电气,汽车零配件与设备,59.62,13.36,35.9,47.06,75.48,18.12,1.88,11.58
sh,="900948",伊泰B股,,59.49,31.08,37.05,44.53,36.93,12.21,2.54,46.97
sz,="002353",杰瑞股份,能源设备与服务,58.27,22.55,17.71,14.11,70.14,54.02,11.33,32.51
sz,="002663",普邦股份,建筑与工程,57.88,16.2,45.79,24.21,40.2,34.82,4.37,15.38
sz,="300039",上海凯宝,中药,57.47,17.94,13.15,10.43,48.06,30.41,5.44,9.11
sz,="002294",信立泰,化学制剂,57.2,27.13,20.52,20.62,32.86,34.92,8.64,12.55
sz,="002444",巨星科技,通用机械,57.09,10.17,10.67,18.56,46.21,22.04,2.05,21.54
sz,="000506",中润资源,住宅地产开发和管理,56.08,23.43,20.51,33.88,41.3,17.49,3.77,69.2
sz,="300303",聚飞光电,光电子器件,54.68,13.89,35.94,40.81,51.17,33.81,3.97,19.45
sz,="300290",荣科科技,信息技术服务,54.42,16.65,36.7,47.67,60.68,27.28,3.43,31.99
sz,="300133",华策影视,传媒,53.96,15.64,12.45,25.23,45.4,47.31,6.52,13.69
sz,="002671",龙泉股份,建筑产品,53.07,14.23,39.73,39.17,52.03,34.8,3.55,37.57
sh,="601101",昊华能源,煤炭,52.07,13.45,21.94,20.09,28.2,16.08,1.71,26.09
sz,="300298",三诺生物,医疗保健设备与用品,51.81,19.59,65.1,92.06,85.61,44.85,7.62,10.68
sz,="000792",*ST盐湖,农用化工,51.46,17.07,19.93,32.93,40.84,16.92,2.43,58.32
sh,="601567",三星医疗,电气部件与设备,51.3,12.66,16.24,44.77,61.28,12.95,1.57,41.04
sz,="300124",汇川技术,电气部件与设备,50.84,12.28,14.3,27.87,60.29,36.75,4.32,8.99
sz,="002419",天虹股份,百货商店,50.37,15.53,16.7,21.4,41.7,13.5,1.96,58.07
sz,="300195",长荣股份,专用设备,49.69,11.93,16.09,44.49,43.41,24.32,2.59,8.95
sz,="002635",安洁科技,电脑与外围设备,49.16,18.3,33.12,30.15,37.44,38.01,6.4,9.69
sz,="002308",威创股份,电子设备及服务,48.81,17.44,14.72,12.69,37.74,22.96,3.58,15.49
sz,="002503",搜于特,服装与配饰,47.88,14.56,10.08,28.11,40.56,20.82,2.94,20.22
sz,="002651",利君股份,专用设备,47.76,14.86,59.77,168.83,104.98,20.06,2.54,21.7
sz,="002658",雪迪龙,电子设备及服务,47.29,11.46,27.3,16.28,38.8,35.15,3.19,8.05
sz,="300343",联创股份,传媒,47.1,20.87,49.07,58.54,69.25,40.81,5.06,16.42
sz,="002629",*ST仁智,能源设备与服务,46.21,11.38,21.25,28.33,31.12,22.74,2.37,26.33
sz,="300188",美亚柏科,信息技术服务,45.85,10.84,11.88,45.23,43.31,43.15,3.46,15.74
sz,="300293",蓝英装备,通用机械,45.8,17.87,39.8,41.62,48.9,27.95,3.85,41.73
sz,="002410",广联达,计算机软件,45.68,15.74,15.62,14.99,51.36,28.39,5.13,8.71
sz,="002656",摩登大道,服装与配饰,45.65,18.9,43.32,39.42,35.59,19.58,3.11,25.17
sz,="300197",铁汉生态,建筑与工程,45.64,14.85,13.37,39.29,51.62,43.3,6.09,35.75
sz,="300003",乐普医疗,医疗保健设备与用品,45.44,16.42,21.81,21.66,35,23.84,3.31,4.79
sh,="601877",正泰电器,电气部件与设备,44.57,24.16,18.39,17.16,44.31,17.45,4.35,49.09
sz,="000983",西山煤电,煤炭,44.43,12.49,21.18,23.37,23.99,25.25,2.3,60.99
sz,="002477",雏鹰退,农牧渔产品,44.43,15.02,24.5,17.6,31.96,31.76,3.61,50.8
sz,="300171",东富龙,专用设备,44.28,11.04,11.85,53.27,44.05,23.83,2.46,30.66
sz,="002646",青青稞酒,饮料,43.9,17.99,37.81,41.31,58.72,26.9,4.54,17.25
sz,="300226",上海钢联,互联网软件与服务,43.87,10.21,16.82,32.53,32.44,40.59,2.57,33.52
sz,="002546",新联电子,电气部件与设备,43.2,16.06,14.16,37.69,32.06,15.45,2.53,13.64
sz,="300231",银信科技,信息技术服务,43.12,13.26,18.59,37.49,40.48,27.62,3.43,22.11
sz,="002293",罗莱生活,纺织品,43.09,21.71,24.18,17.32,24.64,16.38,2.8,19.13
sz,="002662",京威股份,汽车零配件与设备,43.05,18.09,41.89,49.63,54.55,12.52,1.67,7.7
sz,="002408",齐翔腾达,化学原料,42.34,10.55,18.21,25.37,41.9,26.92,2.72,28.39
sh,="603123",翠微股份,百货商店,42.24,11.01,27.06,31.38,31.78,15.49,1.38,52.5
sz,="002598",山东章鼓,通用机械,42.06,12.93,22.8,34.13,37.33,26.76,2.88,25.57
sz,="002269",美邦服饰,服装与配饰,42,21,33,24,22,17.05,3.65,41.03
sz,="000937",冀中能源,煤炭,41.76,15.27,22.96,22.38,18.32,11.31,1.8,54.56
sh,="601699",潞安环能,煤炭,41.73,16.02,28.65,26.05,21.22,16.68,2.16,58.17
sz,="300105",龙源技术,电气部件与设备,41.64,12.04,11.03,14.83,35.97,32.68,3.5,25.16
sz,="000568",泸州老窖,饮料,41.48,46.88,41.68,41.21,38.78,8.61,3.15,37.26
sz,="300253",卫宁健康,计算机软件,41.25,10.53,19.26,37.02,39.41,51.99,5.1,14.5
sz,="002538",司尔特,农用化工,41.05,11.44,12.65,30.66,24.89,24.5,2.22,28.18
sh,="600248",延长化建,建筑与工程,41,16.01,18.54,18.68,16.83,17.89,2.63,72.44
sh,="603000",人民网,互联网软件与服务,40.95,13.08,23.62,41.14,41.58,55.22,5.13,10.55
sz,="300305",裕兴股份,化学制品,40.94,12.02,44.7,67.93,46.57,29.13,1.69,4.47
sh,="601010",文峰股份,百货商店,40.05,12.16,18.59,37.09,38.81,19.6,1.59,43.72
sz,="300285",国瓷材料,化学原料,40.05,13.42,41.63,44.53,29.11,36.92,4.33,9.28
sh,="601933",永辉超市,食品与主要用品零售,40.04,11.83,11.68,26.5,27.29,33.41,4.22,59.45
sz,="300286",安科瑞,电气部件与设备,39.74,12.31,32.57,46.94,42.57,24.38,2.56,5.91
sz,="300019",硅宝科技,化学原料,39.26,12.98,11.54,10.64,26.01,24.91,3.03,14.96
sz,="000718",苏宁环球,住宅地产开发和管理,39.25,18.87,20.53,23.99,31.29,13.29,2.35,73.06
sh,="600745",闻泰科技,通信设备,39.06,13.42,25.93,20.07,25.43,44.45,4.99,82.52
sh,="600519",贵州茅台,饮料,39.01,45,40.39,30.91,33.55,12.72,4.79,21.21
sz,="002699",美盛文化,休闲设备与用品,38.44,16.04,32.35,47.48,53.24,37.54,2.31,4.59
sz,="002310",东方园林,建筑与工程,38.37,30.23,29.63,21.91,28.98,35.25,9.44,60.12
sz,="200869",张裕B,,38.26,31.13,43.18,41.57,41.17,11.81,2.99,25.4
sz,="000869",张裕A,饮料,38.26,31.13,43.18,41.57,41.17,15.02,3.8,25.4
sz,="002431",棕榈股份,建筑与工程,37.55,14.47,15.46,17.19,33.92,30.36,3.94,54.28
sz,="002242",九阳股份,家用电器,37.53,17.06,18.07,21.62,24.98,12.37,1.77,30.65
sz,="002557",洽洽食品,食品,37.31,11.24,10.64,33.77,30.07,27.06,2.32,19.64
sz,="002565",顺灏股份,纸类与林业产品,37.25,10.53,11.26,29.38,32.5,17.78,2.39,31.83
sh,="600123",兰花科创,煤炭,37.2,21.3,22.93,22.17,27.5,11.37,2.06,49.33
sz,="300170",汉得信息,信息技术服务,37,10.92,10.24,33.23,34.78,35.07,3.27,7.62
sz,="002570",贝因美,食品,36.91,15.14,18.21,44.71,71.81,31.52,4.8,25.66
sz,="300353",东土科技,通信设备,36.86,23.87,42.49,41.91,42.42,34.84,3.76,8.59
sh,="600000",浦发银行,银行,36.71,20.95,20.07,23.27,25.86,5.46,1.04,94.29
sz,="300289",利德曼,生物科技,36.6,15.31,38.5,41.05,43.77,36.41,4.68,32.66
sz,="002424",贵州百灵,中药,36.07,11.25,11.01,13.94,35.05,34.43,3.84,36.96
sz,="000157",中联重科,专用设备,35.91,19.07,25.16,33.41,38.12,8.17,1.5,53.71
sh,="600309",万华化学,化学原料,35.74,31.03,27.87,27.74,22.56,15.14,4.58,56.33
sz,="300288",朗玛信息,互联网软件与服务,35.6,21.83,53.37,59.58,34.96,54.42,8.44,1.1
sz,="002677",浙江美大,家用电器,35.32,13.92,27.95,21.24,34.19,20.02,1.82,13.95
sz,="002441",众业达,工业贸易经销商,35.06,10.45,10.53,13.63,28.8,15.33,1.59,35.03
sh,="600395",盘江股份,煤炭,35.01,20.91,26.03,23.28,22.29,19.76,2.68,41.02
sz,="002285",世联行,其他房地产服务,34.95,14.85,12.54,22.29,29.39,18.26,3.16,35.38
sz,="002327",富安娜,纺织品,34.68,18.93,17.45,11.78,32.59,18.11,3.04,27.1
sz,="002372",伟星新材,建筑产品,34.5,13.87,13.39,14.02,41.45,17.44,2.28,15.29
sz,="002648",卫星石化,化学原料,34.3,13.57,75.24,65.46,41.03,17.42,2.02,12.4
sz,="200771",杭汽轮B,,34.22,20.57,20.82,26.14,27.7,10.81,1.89,41.88
sz,="300307",慈星股份,专用设备,34.21,11.08,71.64,111.83,73.61,28.83,1.35,12.25
sz,="300005",探路者,休闲设备与用品,34.14,24.15,19.48,11.35,22.74,25.65,5.4,25.85
sz,="300295",三六五网,互联网软件与服务,33.91,19.01,44.06,43.58,40.87,27.58,3.6,5.02
sz,="300318",博晖创新,生物科技,33.87,10.67,20.44,18.92,17.55,37.06,2.96,6.03
sz,="002038",双鹭药业,生物科技,33.33,26.16,37.46,25.42,28.37,46.52,10.67,4.74
sz,="002376",新北洋,电脑与外围设备,33.25,15.41,13.64,12.35,37.24,27.68,3.83,15.77
sz,="002470",金正大,农用化工,33.13,16.67,15.13,19.28,23.25,20.15,3.12,47.08
sz,="002589",瑞康医药,药品流通,33.04,12.79,15.13,23.44,27.97,25.68,3.32,70.63
sz,="002368",太极股份,信息技术服务,33,12,10.95,11.08,30.2,35.36,3.75,57.56
sh,="601666",平煤股份,煤炭,32.83,10.47,18.78,21.89,17.71,19.12,1.36,43.99
sz,="300104",乐视网,互联网软件与服务,32.81,16.9,13.06,15.6,26.99,76.65,11.23,56.11
sz,="002668",奥马电器,家用电器,32.72,17.18,28.01,34.46,25.14,14.43,1.73,49.55
sz,="300204",舒泰神,生物科技,32.56,13.77,13.49,38.73,38.88,41.71,5.59,13.41
sz,="002447",晨鑫科技,互联网软件与服务,32.55,18.51,13.34,14.78,26.92,41.54,6.17,46.91
sz,="300291",华录百纳,传媒,32.48,14.81,49.23,32.12,26.61,45.25,5.06,12.78
sz,="002281",光迅科技,通信设备,32.15,11.17,10.46,12.9,22.67,51.46,2.47,41.01
sz,="002657",中科金财,信息技术服务,32.07,11.06,24.13,26.07,28.91,33.23,2.95,35.31
sh,="601116",三江购物,食品与主要用品零售,31.94,12.26,13.2,23.94,30.91,23.92,2.29,50.77
sz,="002275",桂林三金,中药,31.92,16.48,15.6,15,26.79,26.91,4.73,16.39
sz,="300244",迪安诊断,医疗保健提供商与服务,31.85,12.4,14.79,25.91,24.48,54.93,6.82,25.32
sz,="002696",百洋股份,农牧渔产品,31.74,16.31,22.48,21.62,26.25,23.53,1.88,26.16
sh,="600582",天地科技,专用设备,31.72,24.41,24.53,29.6,32.84,10.8,2.01,48.71
sz,="000895",双汇发展,食品,31.71,27.93,14.86,34.23,34.96,34.71,6.89,24.8
sh,="601888",中国国旅,酒店餐饮与休闲,31.63,19.56,15.59,10.49,18.67,29.08,4.84,30.64
sz,="002422",科伦药业,化学制剂,31.62,13.11,13.07,14.11,30.96,29.3,3.39,39.29
sz,="300258",精锻科技,汽车零配件与设备,31.61,11.94,18.63,35.76,48.97,19.32,2,17.41
sz,="002024",苏宁易购,专营零售,31.6,10.61,23.68,24.48,28.44,17.26,1.54,61.78
sh,="600828",茂业商业,百货商店,31.54,17.58,27.97,25.18,29.02,17.23,2.74,57.11
sz,="002482",广田集团,建筑与工程,31.5,12.86,10.66,23.58,40.24,25.6,3.29,55.72
sz,="300346",南大光电,光电子器件,31.43,15.69,94.2,78.2,17.06,40.9,2.68,3.81
sh,="601222",林洋能源,电气部件与设备,31.23,13.77,16.89,36.71,47.23,16.42,1.94,27.83
sz,="002358",森源电气,电气部件与设备,31.22,17.92,13.94,10.35,27.93,22.74,3.82,34.08
sz,="002128",露天煤业,煤炭,31.22,30.03,38.09,38.5,35.15,10.47,2.51,36.75
sz,="300262",巴安水务,商业用品与服务,31.13,10.03,10.77,29.27,37.66,69.01,6.84,34.75
sz,="002022",科华生物,生物科技,31.03,24.79,24.46,27.45,30.28,28.79,8.3,15.48
sz,="300271",华宇软件,信息技术服务,30.95,11.91,20.43,30,30.48,19.45,2.25,20.91
sh,="600508",上海能源,煤炭,30.87,12.15,21.42,24.83,21.77,10.91,1.25,25.89
sz,="002592",八菱科技,汽车零配件与设备,30.75,13.68,26.36,35.2,32.63,18.22,2.24,23.19
sz,="002691",冀凯股份,专用设备,30.49,13.8,17.21,34.59,26.66,36.39,2.77,13.43
sz,="000651",格力电器,家用电器,30.36,31.38,34,36.51,33.48,11.93,3.17,74.36
sz,="300236",上海新阳,化学制品,30.35,10.88,16.74,37.58,32.91,32.24,3.25,13.21
sz,="002501",*ST利源,有色金属,30.34,15.2,11.71,28.19,20.95,21.41,3.18,60.44
sz,="002605",姚记科技,休闲设备与用品,30.3,12.47,15.41,28.54,35.34,26.49,3.41,17.02
sh,="601799",星宇股份,汽车零配件与设备,30.29,10.65,10.54,38.99,27.39,14.99,1.45,21.25
sh,="600348",阳泉煤业,煤炭,30.23,18.38,28.23,26.29,29.12,14.69,2.19,53.72
sz,="300330",华虹计通,信息技术服务,30.04,11.13,31.01,31.64,28.84,44.21,2.49,32.11
sz,="002430",杭氧股份,专用设备,30.02,15.31,19.17,21.88,28.75,19.88,2.18,57.64
sh,="600141",兴发集团,农用化工,29.91,14.46,12.85,13.03,11.36,24.02,1.96,67.03
sz,="300115",长盈精密,电子元器件,29.85,13.35,12.63,15.12,26.98,35.5,4.27,24.09
sz,="000538",云南白药,中药,29.4,25.16,24.29,23.07,17.98,37.94,8.43,34.1
sh,="601311",骆驼股份,汽车零配件与设备,29.4,16.24,16.48,32.95,43.44,24.01,3.01,33.3
sz,="300297",蓝盾股份,信息技术服务,29.36,10.73,23.11,17.74,23.7,43.63,2.42,30.34
sz,="002287",奇正藏药,中药,29.32,14.82,14.15,14.63,21.11,38.32,5.02,5.65
sh,="601886",江河集团,建筑与工程,29.32,11,13.35,20.24,26.64,26,2.87,63.61
sz,="300257",开山股份,通用机械,29.28,10.14,23.3,52.13,47.55,44.14,4.06,10.7
sz,="002394",联发股份,纺织品,29.12,10.58,15,11.04,33.97,11.41,1.08,38.05
sz,="002335",科华恒盛,电气部件与设备,29.08,10.16,13.09,12.73,35.68,25.51,2.37,28.39
sh,="600970",中材国际,专用设备,28.97,15.9,38.66,51.95,43.49,17.25,2.5,78.12
sh,="600743",华远地产,住宅地产开发和管理,28.91,20.53,20.94,21.34,21.39,9.5,1.9,76.52
sz,="002305",南国置业,商业地产开发和管理,28.77,23.3,18.4,13.73,20.42,14.8,3.28,67.37
sz,="002244",滨江集团,住宅地产开发和管理,28.75,23.05,16.93,25.16,20.61,8.8,1.86,79.97
sz,="002497",雅化集团,化学制品,28.68,11.29,10.98,33.06,46.81,30.16,3.91,18.37
sz,="300339",润和软件,信息技术服务,28.54,16.52,19.53,19.01,29.53,51.64,3.85,22.16
sz,="300215",电科院,商业用品与服务,28.35,12.56,11.73,26.46,26.31,38.11,5.03,46.98
sz,="002587",奥拓电子,光电子器件,28.34,10.18,10.35,37.49,34.07,27.43,2.75,15.49
sz,="300230",永利股份,通用机械,28.2,10.3,16.42,24.24,25.7,21.08,1.98,14.17
sz,="002152",广电运通,电脑与外围设备,28.19,21.46,22.8,26.13,26.02,17.15,3.1,25.54
sz,="002561",徐家汇,百货商店,27.82,15.36,16.91,24.53,25.04,14.59,1.99,22.26
sh,="600066",宇通客车,汽车,27.72,25.86,40.58,37.68,29.27,14.35,2.56,48.74
sz,="300314",戴维医疗,医疗保健设备与用品,27.7,16.59,39.32,41.52,36,35.73,4.33,8.8
sz,="002682",龙洲股份,陆运,27.59,13.67,41.24,32.5,26.49,28.51,1.55,55.6
sz,="002475",立讯精密,电子元器件,27.56,13.58,19.82,30.22,28.7,40.48,6.93,37.34
sz,="002277",友阿股份,百货商店,27.45,18.11,16.34,13.73,16.61,12.7,2,49.68
sh,="600036",招商银行,银行,27.41,24.78,24.17,21.75,21.18,5.86,1.37,94.12
sz,="200028",一致B,,27.33,30.51,27.52,27.17,25.99,13.96,3.56,80.22
sz,="000028",国药一致,药品流通,27.33,30.51,27.52,27.17,25.99,19.38,4.94,80.22
sz,="300020",银江股份,信息技术服务,27.32,15.7,12.6,10.85,19.95,39.71,5.48,61.01
sz,="002385",大北农,农牧渔产品,27.08,18.07,15.11,13.52,39.27,27.35,4.24,24.97
sz,="002479",富春环保,复合型公用事业,26.81,12.42,10.34,18.38,29.58,26.22,3.57,25.49
sz,="000338",潍柴动力,通用机械,26.73,12.62,27.1,44.91,34.86,16.57,1.87,52.66
sh,="600188",兖州煤业,煤炭,26.71,12.56,21.85,27.6,14.17,39.86,1.7,60.44
sz,="300296",利亚德,光电子器件,26.5,10.62,25.19,38.31,25.26,32.71,2.29,30.32
sz,="300228",富瑞特装,专用设备,26.18,16.66,17.12,26.77,28.62,59.34,10.17,64.77
sz,="002273",水晶光电,光电子器件,26.15,14.88,21.35,21.24,14.41,53.55,7.52,9.93
sz,="002628",成都路桥,建筑与工程,26.07,17.46,33.27,33.18,26.3,11.1,1.85,68.99
sh,="601166",兴业银行,银行,26.06,26.65,24.67,24.64,24.54,6.19,1.28,94.75
sz,="002153",石基信息,计算机软件,25.95,25.08,27.01,27.05,19.52,21.49,5.05,12.88
sz,="000650",仁和药业,中药,25.94,18.36,30.46,22.79,22.65,27.56,3.28,18.27
sz,="000540",中天金融,住宅地产开发和管理,25.91,18.53,26.89,38.08,46.53,25.18,3.13,89.86
sz,="300246",宝莱特,医疗保健设备与用品,25.61,10.07,16.65,43.45,35.96,47.96,4.7,12.82
sz,="300240",飞力达,物流,25.47,11.55,16.09,37.02,23.01,17.93,1.64,25.9
sh,="600511",国药股份,药品流通,25.46,19.92,19.48,26.4,24.53,24.04,4.37,59
sz,="000552",靖远煤电,煤炭,25.38,22.97,15.17,13.07,12.66,38.13,1.48,57.39
sz,="300009",安科生物,生物科技,25.33,13.31,12.05,10.34,18.8,49.23,6.02,11.17
sz,="000963",华东医药,药品流通,25.31,26.64,28.49,28.12,40.2,33.92,7.88,64.18
sh,="601818",光大银行,银行,25.26,22.54,20.44,20.99,19.43,5.15,1.07,94.98
sh,="601117",中国化学,建筑与工程,25.17,18.47,16.65,13.82,23.89,13.9,2.39,67.5
sh,="600517",置信电气,重型电气设备,25.11,11.67,12.93,23.93,24.15,51.11,4.69,38.42
sh,="600845",宝信软件,计算机软件,25.08,19.18,21.03,22.33,23.27,20.62,3.01,52.8
sh,="900926",宝信B,,25.08,19.18,21.03,22.33,23.27,12.58,1.83,52.8
sh,="601899",紫金矿业,有色金属,25,19.7,24.52,24.6,20.7,13.28,2.47,50.14
sz,="002672",东江环保,商业用品与服务,24.83,15.37,24.11,22.74,18.89,34.01,3.7,26.91
sz,="002588",史丹利,农用化工,24.75,13.47,17.91,28.62,22.48,22.07,2.92,43.3
sz,="002375",亚厦股份,建筑与工程,24.58,20.11,17.23,13.99,28.95,22.31,4.25,63.92
sz,="200022",深赤湾B,,24.35,13.15,15.19,19.7,15.08,14.29,1.82,34.16
sz,="000022",深赤湾A,,24.35,13.15,15.19,19.7,15.08,20.62,2.63,34.16
sz,="000987",越秀金控,证券,24.31,20.85,22.29,23.24,23.51,10.77,1.77,44.87
sh,="601313",江南嘉捷,,24.13,12.12,26.58,34.96,32.51,21.35,2.41,41.3
sz,="002396",星网锐捷,通信设备,24.1,12.56,10.89,13.94,28.36,24.66,2.65,30.01
sz,="002267",陕天然气,石油天然气,24.05,11.68,15.65,17.33,16.98,27.45,3.14,60.51
sh,="601918",新集能源,煤炭,23.85,16.17,18.1,19.12,14.24,17.39,1.62,65.04
sz,="300202",聚龙股份,电子设备及服务,23.8,19.34,14.22,27.8,26.46,56.65,8.82,14.65
sz,="002357",富临运业,陆运,23.75,12.75,16.37,11.21,26.81,18.01,2.39,35.26
sh,="900950",新城B股,,23.67,29.24,33.47,25.47,23.84,5.45,1.47,81.64
sh,="600779",水井坊,饮料,23.47,19,20.65,16.44,22.58,28.1,3.32,28.5
sh,="600031",三一重工,专用设备,23.3,26.64,55.96,54.67,29.37,13.01,3.28,61.82
sz,="002241",歌尔股份,电子元器件,23.19,21.51,28.37,24.64,11.88,43.46,7.82,44.24
sh,="600557",康缘药业,中药,22.96,15.63,14.15,15.95,15.54,54.76,7.55,47.18
sz,="002429",兆驰股份,家用电器,22.88,17.3,14.58,20.49,41.5,15.49,2.46,38.03
sh,="600276",恒瑞医药,化学制剂,22.87,22.91,23.11,24.45,28.61,34.96,6.79,7.64
sz,="000885",城发环境,建筑材料,22.68,10.59,17.98,11.18,11,26.38,2.14,58.35
sz,="002649",博彦科技,信息技术服务,22.62,10.28,21.6,30.46,26.5,43.3,5.32,31.12
sz,="002665",首航节能,通用机械,22.33,13.34,25.09,48.41,57.08,25.21,2.8,26.52
sz,="002255",海陆重工,通用机械,22.3,11.91,11.61,11.5,16.48,25.36,2.53,39.27
sz,="002007",华兰生物,生物科技,22.09,12.05,16.34,32.09,43.29,53.68,5.04,4.45
sz,="002641",永高股份,化学制品,22.06,15.95,27.03,31.27,36.27,14.97,2.22,32.99
sz,="002661",克明面业,食品,21.96,14.9,34.03,37.94,33.54,33.08,3.81,21.67
sh,="603001",奥康国际,服装与配饰,21.9,18.51,46.22,55.38,62.75,12.71,1.74,29.23
sz,="000423",东阿阿胶,中药,21.85,26.82,27.47,22.36,21.12,27.41,5.92,19.05
sh,="601992",金隅集团,建筑材料,21.84,13.82,18.16,15.78,16.72,16.92,1.24,69.91
sz,="002535",林州重机,专用设备,21.83,12,11.16,25.27,19.38,15.36,1.64,51.66
sz,="002367",康力电梯,专用设备,21.81,12.11,11.41,11.95,28.99,21.03,2.54,38.29
sz,="300100",双林股份,汽车零配件与设备,21.78,11.98,16.23,21.92,22.38,19.41,2.11,34.57
sh,="900943",开开B股,,21.78,16.22,11.63,10.38,20.79,91.85,3.46,63.82
sh,="600272",开开实业,药品流通,21.78,16.22,11.63,10.38,20.79,41.25,7.68,63.82
sz,="002675",东诚药业,化学原料药,21.77,14.96,52.72,30.59,37.59,26.89,2.3,6.69
sz,="002081",金螳螂,建筑与工程,21.72,30.8,45.3,37.36,23.93,25.68,7.56,68.44
sh,="600703",三安光电,光电子器件,21.64,13.93,17.83,17.36,23.36,35.05,3.28,45.95
sz,="000887",中鼎股份,汽车零配件与设备,21.41,31.43,23.86,33.25,27.09,23.78,4.41,49.54
sh,="601789",宁波建工,建筑与工程,21.38,10.71,15.03,19.68,18.94,24.07,2.23,76.96
sz,="002344",海宁皮城,房地产租赁,21.26,26.83,24.64,13.97,19.8,28.91,6.93,51.34
sz,="300145",中金环境,通用机械,21.26,11.49,10.3,36.72,30.58,24.81,2.67,21.83
sz,="002701",奥瑞金,容器与包装,21.25,25.46,37.17,31.78,20.15,35.29,3.24,37.77
sz,="000527",美的电器,,21.19,16.73,21.08,29.54,28.74,13.83,2.42,55.02
sh,="600729",重庆百货,百货商店,21.11,23.09,24.69,26.91,17.76,11.47,2.43,69.14
sz,="300210",森远股份,专用设备,21.08,13.49,14.88,26.64,23.96,36.22,4.4,31.04
sh,="600259",广晟有色,有色金属,21.03,12.05,45.02,13.66,11.65,945.64,23.15,69.74
sh,="600971",恒源煤电,煤炭,20.86,11.19,17.61,25.13,16.63,18.96,1.34,48.2
sh,="601328",交通银行,银行,20.86,18.43,20.49,20.08,19.26,5.76,0.86,92.77
sz,="000726",鲁泰A,纺织品,20.8,13.57,18.13,17.75,15.3,10.87,1.5,30.65
sz,="200726",鲁泰B,,20.8,13.57,18.13,17.75,15.3,8.57,1.18,30.65
sz,="002264",新华都,食品与主要用品零售,20.79,12.89,22.91,14.63,13.25,23.78,1.94,61.39
sz,="300284",苏交科,商业用品与服务,20.79,10.46,26.51,24.74,26.87,22.41,2.27,50.52
